,Longitude,Latitude,Soil Mapping Unit,Country
2647,26.2,-29.52,28749,"HEBRON, SF"
2648,26.2,-29.52,28749,"HEBRON, SF"
2649,26.23,-29.6,28726,"BULSFONTEIN, SF"
2650,26.52,-29.8,28749,"CYFERFONTEIN, SF"
2651,26.52,-29.8,28749,"CYFERFONTEIN, SF"
2652,26.6,-29.53,28592,"ROODEPOORT, SF"
2653,26.63,-29.52,28592,"NIEUWEJAARSFONTEIN, SF"
2654,26.63,-29.52,28592,"NIEUWEJAARSFONTEIN, SF"
2655,26.67,-29.58,28592,"DEWETSDORP POL, SF"
2656,26.97,-29.72,28804,"WATERFORD, SF"
2657,26.97,-29.72,28804,"WATERFORD, SF"
2658,27.0,-29.92,28804,"SWEETWATER, SF"
2659,27.0,-29.92,28804,"SWEETWATER, SF"
2660,27.0,-29.97,28874,"QUILIMANE, SF"
2661,27.0,-29.97,28874,"QUILIMANE, SF"
2662,27.05,-29.8,28804,"WONDERBOOM, SF"
2663,27.13,-29.52,28707,"HOBHOUSE 23, SF"
2664,27.13,-29.52,28707,"HOBHOUSE 23, SF"
2665,27.13,-30.0,28831,"LADYSDALE, SF"
2666,29.6,-29.72,28751,"SNOWHILL, SF"
2667,29.6,-29.72,28751,"SNOWHILL, SF"
2668,29.77,-29.82,28834,"BULWER TNK, SF"
2669,29.77,-29.82,28834,"BULWER TNK, SF"
2670,29.87,-29.6,28757,"IMPENDLE POL, SF"
2671,30.07,-29.62,28757,"ELANDSHOEK BOSTON, SF"
2672,30.07,-29.62,28757,"ELANDSHOEK BOSTON, SF"
2673,30.27,-29.87,28757,"RICHMOND NATAL TNK, SF"
2674,30.27,-29.87,28757,"RICHMOND NATAL TNK, SF"
2675,30.32,-29.93,28889,"LITTLE HARMONY RICH, SF"
2676,30.32,-29.93,28889,"LITTLE HARMONY RICH, SF"
2677,30.33,-29.77,28596,"BAYNESFIELD ESTATE, SF"
2678,30.33,-29.77,28596,"BAYNESFIELD ESTATE, SF"
2679,30.35,-29.58,28596,"BOTANIC GARDENS PMB, SF"
2680,30.52,-29.87,28829,"ESTON, SF"
2681,30.52,-29.87,28829,"ESTON, SF"
2682,30.52,-29.87,28829,"ESTON, SF"
2683,30.52,-29.87,28829,"ESTON, SF"
2684,30.55,-29.72,28733,"CAMPERDOWN, SF"
2685,30.55,-29.72,28846,"CAMPERDOWN, SF"
2686,30.67,-29.73,28714,"INCHANGA SAR, SF"
2687,30.77,-29.78,28733,"INTAKE, SF"
2688,30.9,-29.93,28733,"UMLAAS WATERWORKS, SF"
2689,31.0,-29.72,28844,"NATAL EST MOUNT EDG, SF"
2690,31.0,-29.72,28844,"NATAL EST MOUNT EDG, SF"
2691,31.0,-29.85,7001,"DURBAN BOTANICAL GARDENS, SF"
2692,31.02,-29.82,7001,"DURBAN COWIE RD. NURSERY, SF"
2693,31.02,-29.82,28843,"DURBAN COWIE RD. NURSERY, SF"
2694,31.02,-29.82,7001,"DURBAN COWIE RD. NURSERY, SF"
2695,31.02,-29.82,7001,"DURBAN COWIE RD. NURSERY, SF"
2696,31.03,-29.7,28844,"EXPERIMENT STATION, SF"
2697,31.07,-29.72,28718,"CORNUBIA, SF"
2698,31.07,-29.72,28718,"CORNUBIA, SF"
2699,31.08,-29.68,28718,"BLACKBURN, SF"
2700,31.08,-29.68,28718,"BLACKBURN, SF"
2701,31.08,-29.68,28718,"BLACKBURN, SF"
2702,31.08,-29.68,28718,"BLACKBURN, SF"
2703,31.18,-29.53,28773,"FRASERS, SF"
2704,31.18,-29.53,28773,"FRASERS, SF"
2705,17.73,-29.25,28687,"STEINKOPF POL, SF"
2706,17.73,-29.25,28687,"STEINKOPF POL, SF"
2707,19.15,-29.03,28633,"PELLA, SF"
2708,21.15,-29.35,28439,"KENHARDT POL, SF"
2709,22.02,-29.38,28683,"BRAKBOSCHPOORT, SF"
2710,22.02,-29.38,28683,"BRAKBOSCHPOORT, SF"
2711,22.12,-29.42,28659,"MARYDALE POL, SF"
2712,22.12,-29.42,28659,"MARYDALE POL, SF"
2713,22.12,-29.42,28659,"MARYDALE POL, SF"
2714,22.12,-29.42,28659,"MARYDALE POL, SF"
2715,22.22,-29.05,28607,"GROBLERSHOOP BOEGOEB, SF"
2716,22.22,-29.05,28607,"GROBLERSHOOP BOEGOEB, SF"
2717,22.37,-29.3,28698,"KOEGASBRUG, SF"
2718,22.83,-29.33,28589,"NIEKERKSHOOP POL, SF"
2719,23.13,-29.37,28669,"NUWEJAARSKRAAL, SF"
2720,23.13,-29.37,28669,"NUWEJAARSKRAAL, SF"
2721,23.33,-29.2,28342,"ORANJEOORD, SF"
2722,23.33,-29.43,28725,"BRAKKIES, SF"
2723,23.72,-29.35,28666,"GERTSPAN, SF"
2724,23.72,-29.35,28666,"GERTSPAN, SF"
2725,23.88,-29.13,28613,"WIMBLEDON, SF"
2726,23.88,-29.13,28613,"WIMBLEDON, SF"
2727,24.23,-29.02,28579,"PLOOYSBURG S.A.P., SF"
2728,24.23,-29.02,28579,"PLOOYSBURG S.A.P., SF"
2729,24.37,-29.42,28604,"BELMONT POL, SF"
2730,24.37,-29.42,28604,"BELMONT POL, SF"
2731,24.48,-29.08,28599,"EUREKA, SF"
2732,24.48,-29.08,28599,"EUREKA, SF"
2733,24.63,-29.03,28605,"MODDERRIVIER POL, SF"
2734,24.72,-29.33,28579,"WATERVAL WES, SF"
2735,24.72,-29.33,28579,"WATERVAL WES, SF"
2736,24.77,-29.13,28605,"JACOBSDAL POL, SF"
2737,24.97,-29.03,28459,"DE KALK, SF"
2738,25.0,-29.4,7001,"KOFFIEFONTEIN POL, SF"
2739,25.17,-29.15,28307,"KROONPLAATS, SF"
2740,25.18,-29.3,28307,"LEYDEN, SF"
2741,25.18,-29.3,28307,"LEYDEN, SF"
2742,25.42,-29.12,28307,"PETRUSBERG POL, SF"
2743,25.42,-29.12,28307,"PETRUSBERG POL, SF"
2744,25.42,-29.12,7001,"PETRUSBERG POL, SF"
2745,25.42,-29.12,28307,"PETRUSBERG POL, SF"
2746,25.42,-29.38,28307,"KRANSHOEK, SF"
2747,25.42,-29.38,28307,"KRANSHOEK, SF"
2748,25.52,-29.07,28307,"DOORNPLAAT, SF"
2749,25.52,-29.07,28307,"DOORNPLAAT, SF"
2750,25.52,-29.07,28307,"DOORNPLAAT, SF"
2751,25.52,-29.07,28307,"DOORNPLAAT, SF"
2752,25.53,-29.5,28726,"STEEUNMEKAAR POL, SF"
2753,25.8,-29.15,28372,"DE BRUG POL, SF"
2754,25.88,-29.3,28307,"KUILPUT, SF"
2755,25.88,-29.3,28307,"KUILPUT, SF"
2756,25.97,-29.2,28555,"SALOPIA, SF"
2757,26.08,-29.45,28726,"KAFFERRIVIER POL, SF"
2758,26.08,-29.45,28726,"KAFFERRIVIER POL, SF"
2759,26.3,-29.1,28451,"BLOEMFONTEIN AIRPOR, SF"
2760,26.22,-29.12,7001,"BLOEMFONTEIN KINGS PARK, SF"
2761,26.22,-29.12,7001,"BLOEMFONTEIN KINGS PARK, SF"
2762,26.22,-29.12,7001,"BLOEMFONTEIN KINGS PARK, SF"
2763,26.22,-29.12,7001,"BLOEMFONTEIN KINGS PARK, SF"
2764,26.4,-29.03,28451,"MAZELSPOORT DAM, SF"
2765,26.43,-29.22,28634,"TUSSENVIER, SF"
2766,26.43,-29.22,28634,"TUSSENVIER, SF"
2767,26.58,-29.17,28372,"LIKATLONG, SF"
2768,26.58,-29.17,28592,"LIKATLONG, SF"
2769,26.77,-29.5,28592,"THE CLIFF, SF"
2770,26.9,-29.07,28514,"NORTH END, SF"
2771,26.9,-29.07,28514,"NORTH END, SF"
2772,27.03,-29.18,28428,"TWEESPRUIT, SF"
2773,27.03,-29.18,28428,"TWEESPRUIT, SF"
2774,27.03,-29.28,28428,"SHEENSPOST, SF"
2775,27.15,-29.18,28428,"WESTMINTER ESTATE, SF"
2776,27.15,-29.18,28428,"WESTMINTER ESTATE, SF"
2777,27.18,-29.25,28672,"WARGUNDY, SF"
2778,27.18,-29.25,28672,"WARGUNDY, SF"
2779,27.22,-29.22,28428,"WATERLAND, SF"
2780,27.22,-29.22,28672,"WATERLAND, SF"
2781,27.22,-29.22,28672,"WATERLAND, SF"
2782,27.22,-29.22,28672,"WATERLAND, SF"
2783,27.28,-29.32,28672,"KOMMISSIEPOORT, SF"
2784,27.28,-29.32,28699,"KOMMISSIEPOORT, SF"
2785,27.28,-29.32,28672,"KOMMISSIEPOORT, SF"
2786,27.28,-29.32,28699,"KOMMISSIEPOORT, SF"
2787,27.3,-29.45,28699,"CONVAMORE, SF"
2788,27.45,-29.17,28511,"LADYBRAND BOS, SF"
2789,27.48,-29.2,28511,"LADYBRAND SKL, SF"
2790,27.48,-29.2,28511,"LADYBRAND SKL, SF"
2791,29.87,-29.17,28638,"KILMASHOGUE LOWLANDS, SF"
2792,30.0,-29.08,28642,"GLENIFFER, SF"
2793,30.03,-29.22,28688,"WESTON COLLEGE MOOI, SF"
2794,30.03,-29.22,28688,"WESTON COLLEGE MOOI, SF"
2795,30.07,-29.4,28596,"KNIGHT L C BALGOWAN, SF"
2796,30.17,-29.42,28596,"ELDERSLIE TWEEDIE, SF"
2797,30.17,-29.42,28596,"ELDERSLIE TWEEDIE, SF"
2798,30.27,-29.45,28596,"DE JONG RANCH HOWIC, SF"
2799,30.3,-29.37,28596,"HAWKESTONE HOWICK, SF"
2800,30.3,-29.37,28596,"HAWKESTONE HOWICK, SF"
2801,30.43,-29.4,28738,"CRAMOND ALBERT FALL, SF"
2802,30.57,-29.5,28733,"WINDY HILL NUMBER 2, SF"
2803,30.63,-29.15,28596,"CROWE S PLACE SEVEN, SF"
2804,30.93,-29.03,28596,"GLEN ELAND, SF"
2805,31.07,-29.17,28675,"MAPUMULO TNK, SF"
2806,31.23,-29.2,28705,"DOORNKOP, SF"
2807,31.52,-29.03,28644,"AMATIKULU MILL, SF"
2808,31.52,-29.03,28644,"AMATIKULU MILL, SF"
2809,31.58,-29.03,28656,"GINGINDLOVU, SF"
2810,31.58,-29.03,28656,"GINGINDLOVU, SF"
2811,31.57,-29.13,28691,"AMATIKULU, SF"
2812,16.53,-28.57,28477,"KORTDOORN, SF"
2813,16.53,-28.57,28477,"KORTDOORN, SF"
2814,17.1,-28.98,28422,"LEKKERSING, SF"
2815,17.52,-28.7,28422,"NOORDOEWER, SF"
2816,17.52,-28.7,28422,"NOORDOEWER, SF"
2817,17.6,-28.7,18662,"VIOOLSDRIF, SF"
2818,18.22,-28.93,28587,"GOODHOUSE., SF"
2819,19.28,-28.78,28526,"POFADDER ONSEEPKANS., SF"
2820,19.7,-28.85,28439,"SKUITKLIP, SF"
2821,19.92,-28.88,28439,"BLADGROND, SF"
2822,19.92,-28.88,28439,"BLADGROND, SF"
2823,20.43,-28.67,28375,"AUGHRABIES, SF"
2824,20.6,-28.77,28439,"KAKAMAS SKL, SF"
2825,20.6,-28.77,28439,"KAKAMAS SKL, SF"
2826,20.62,-28.77,28375,"KAKAMAS WATERWESE., SF"
2827,20.62,-28.77,28375,"KAKAMAS WATERWESE., SF"
2828,20.62,-28.77,28439,"KAKAMAS WATERWESE., SF"
2829,20.62,-28.77,28375,"KAKAMAS WATERWESE., SF"
2830,20.77,-28.75,28375,"VAALHOEK, SF"
2831,20.83,-28.75,28375,"FRIERSDALE, SF"
2832,20.97,-28.7,28441,"KEIMOES E.SWENSON ., SF"
2833,20.97,-28.72,28375,"KEIMOES POL, SF"
2834,20.97,-28.72,28375,"KEIMOES POL, SF"
2835,21.05,-28.65,28404,"GEELKOP, SF"
2836,21.52,-28.65,28400,"THORNLEA, SF"
2837,21.52,-28.65,28410,"THORNLEA, SF"
2838,21.98,-28.9,28377,"GROBELERSHOOP POL, SF"
2839,21.98,-28.9,28377,"GROBELERSHOOP POL, SF"
2840,23.03,-28.68,28283,"ONDER GELUK, SF"
2841,23.03,-28.68,28283,"ONDER GELUK, SF"
2842,23.27,-28.85,31047,"GRIQUATOWN TNK, SF"
2843,23.72,-28.8,31047,"CAMPBELL MUN, SF"
2844,23.72,-28.8,31047,"CAMPBELL MUN, SF"
2845,23.8,-28.8,28342,"TWEEFONTEIN, SF"
2846,24.07,-28.7,28342,"SCHMIDTSDRIF, SF"
2847,24.53,-28.53,28307,"BARKLY WEST TNK, SF"
2848,24.77,-28.72,7001,"KIMBERLY DE BEERS, SF"
2849,24.77,-28.72,7001,"KIMBERLY DE BEERS, SF"
2850,24.83,-28.83,28459,"BENFONTEIN, SF"
2851,24.95,-29.0,28459,"DRIEPUTS, SF"
2852,25.08,-28.95,28307,"PERDEBERG SAR, SF"
2853,25.08,-28.95,28307,"PERDEBERG SAR, SF"
2854,25.5,-28.98,28307,"KATDOORNPUT 29, SF"
2855,26.02,-28.62,28273,"MIDDELKOP, SF"
2856,26.02,-28.62,28273,"MIDDELKOP, SF"
2857,26.02,-28.62,28273,"MIDDELKOP, SF"
2858,26.02,-28.62,28273,"MIDDELKOP, SF"
2859,26.07,-28.77,28324,"FLORISBAD, SF"
2860,26.07,-28.77,28324,"FLORISBAD, SF"
2861,26.3,-28.58,28273,"STILLEWONING, SF"
2862,26.33,-28.95,28372,"GLEN AGR. COLLEGE BFN., SF"
2863,26.4,-28.67,28451,"AARDOORNS, SF"
2864,26.45,-28.7,28492,"BRANDFORT MAG, SF"
2865,26.63,-28.9,28428,"IDOMIA, SF"
2866,26.78,-28.83,28514,"VERKEERDEVLEI POL, SF"
2867,26.78,-28.83,28514,"VERKEERDEVLEI POL, SF"
2868,26.97,-28.77,28428,"DRIEKOP, SF"
2869,26.97,-28.77,28428,"DRIEKOP, SF"
2870,26.98,-28.6,28341,"DOORNPOORT, SF"
2871,26.98,-28.6,28428,"DOORNPOORT, SF"
2872,27.02,-28.52,28341,"WINBURG POL, SF"
2873,27.02,-28.52,28341,"WINBURG POL, SF"
2874,27.02,-28.52,28341,"WINBURG POL, SF"
2875,27.02,-28.52,28341,"WINBURG POL, SF"
2876,27.07,-28.93,28428,"EXCELSIOR MUN, SF"
2877,27.1,-28.9,28428,"HOUMOED, SF"
2878,27.23,-28.75,28224,"POT THE RED, SF"
2879,27.23,-28.8,28507,"MORESON, SF"
2880,27.3,-28.98,28507,"MEQUATLINGSNEK, SF"
2881,27.32,-28.8,28507,"FLORA, SF"
2882,27.32,-28.8,28507,"FLORA, SF"
2883,27.4,-29.0,28511,"BARLETTA, SF"
2884,27.43,-28.67,28224,"MARQUARD POL 29, SF"
2885,27.43,-28.83,28507,"BELMONT, SF"
2886,27.45,-28.95,28511,"KEBLE, SF"
2887,27.57,-28.92,28511,"CLOCOLAN POL, SF"
2888,27.57,-28.92,28511,"CLOCOLAN POL, SF"
2889,27.6,-28.62,28366,"SUNNY HILLS, SF"
2890,27.6,-28.62,28366,"SUNNY HILLS, SF"
2891,27.6,-28.82,28511,"LAMBERTINA, SF"
2892,27.6,-28.82,28511,"LAMBERTINA, SF"
2893,27.63,-28.97,28511,"ALTAMURA, SF"
2894,27.63,-28.97,28511,"ALTAMURA, SF"
2895,27.72,-28.83,28511,"KIRKLINGTON, SF"
2896,27.72,-28.83,28513,"KIRKLINGTON, SF"
2897,27.85,-28.73,28476,"GLEN MORGAN, SF"
2898,27.85,-28.87,28513,"FICKSBURG KERSIEPROE, SF"
2899,27.85,-28.87,28513,"FICKSBURG KERSIEPROE, SF"
2900,27.97,-28.75,28476,"BERLIN 91, SF"
2901,28.42,-28.52,28433,"CLARENS POL, SF"
2902,28.42,-28.52,28433,"CLARENS POL, SF"
2903,28.42,-28.52,28433,"CLARENS POL, SF"
2904,28.42,-28.52,28433,"CLARENS POL, SF"
2905,28.8,-28.53,28396,"WITSIESHOEK, SF"
2906,29.0,-28.53,28262,"BOSCHKLOOF, SF"
2907,29.03,-28.67,28472,"CLIFFORD CHAMBERS, SF"
2908,29.35,-28.73,28484,"BERGVILLE MAG, SF"
2909,29.45,-28.63,28495,"VENTERSLAAGER BERGV, SF"
2910,29.48,-29.02,28472,"HEARTSEASE, SF"
2911,29.48,-29.02,28472,"HEARTSEASE, SF"
2912,29.48,-29.02,28472,"HEARTSEASE, SF"
2913,29.48,-29.02,28472,"HEARTSEASE, SF"
2914,29.53,-28.85,28562,"VECTIS WINTERTON, SF"
2915,29.82,-28.95,28528,"HEAVITREE ESTCOURT, SF"
2916,29.82,-28.95,28528,"HEAVITREE ESTCOURT, SF"
2917,30.43,-28.52,28315,"SUTHERLAND, SF"
2918,30.43,-28.52,28315,"SUTHERLAND, SF"
2919,30.85,-28.97,28596,"KRANSKOP TNK, SF"
2920,30.85,-28.97,28596,"KRANSKOP TNK, SF"
2921,31.7,-28.95,28656,"MTUNZINI, SF"
2922,31.77,-28.92,28515,"MTUNZINI, SF"
2923,31.77,-28.92,28515,"MTUNZINI, SF"
2924,31.97,-28.7,28559,"KULU HALT, SF"
2925,32.03,-28.62,28494,"FAIRVIEW, SF"
2926,32.03,-28.62,28494,"FAIRVIEW, SF"
2927,32.18,-28.63,28494,"KWA MBONAMBI BOS, SF"
2928,20.55,-28.03,30561,"ZWARTMODDER, SF"
2929,20.67,-28.38,30561,"LUTZPUTS, SF"
2930,21.25,-28.45,28083,"UPINGTON AGR., SF"
2931,22.7,-28.3,31081,"DUNMURRAY, SF"
2932,22.87,-28.4,28289,"WOLHAARKOP, SF"
2933,23.55,-28.18,31013,"DANIELSKUIL, SF"
2934,23.55,-28.18,31013,"DANIELSKUIL, SF"
2935,23.58,-28.33,31047,"SILVERSTREAMS, SF"
2936,23.58,-28.33,31047,"SILVERSTREAMS, SF"
2937,23.67,-28.48,31047,"PAPKUIL, SF"
2938,23.87,-28.32,31047,"VAALPAN, SF"
2939,23.87,-28.32,31047,"VAALPAN, SF"
2940,24.08,-28.4,31047,"KLIPFONTEIN POTFONTEIN, SF"
2941,24.08,-28.4,31047,"KLIPFONTEIN POTFONTEIN, SF"
2942,24.37,-28.33,28113,"NEWLANDS, SF"
2943,24.58,-28.37,28307,"ROCKLANDS, SF"
2944,24.58,-28.37,28307,"ROCKLANDS, SF"
2945,24.58,-28.37,28307,"ROCKLANDS, SF"
2946,24.58,-28.37,28307,"ROCKLANDS, SF"
2947,24.72,-28.33,31024,"WINDSORTON POL, SF"
2948,24.72,-28.33,31024,"WINDSORTON POL, SF"
2949,24.85,-28.12,30977,"WARRENTON MUN, SF"
2950,24.85,-28.12,7001,"WARRENTON MUN, SF"
2951,24.92,-28.12,30977,"NAZARETH HOUSE FARM, SF"
2952,24.92,-28.12,30977,"NAZARETH HOUSE FARM, SF"
2953,24.92,-28.12,30977,"NAZARETH HOUSE FARM, SF"
2954,24.92,-28.12,30977,"NAZARETH HOUSE FARM, SF"
2955,25.28,-28.37,28307,"BORDEAUX, SF"
2956,25.28,-28.37,28307,"BORDEAUX, SF"
2957,25.28,-28.37,28307,"BORDEAUX, SF"
2958,25.28,-28.37,28307,"BORDEAUX, SF"
2959,25.5,-28.13,28222,"HERTZOGVILLE POL, SF"
2960,25.9,-28.15,28157,"GELUK, SF"
2961,26.15,-28.28,7001,"BULTFONTEIN SKL, SF"
2962,26.15,-28.4,28268,"KAREEPAN, SF"
2963,26.47,-28.07,28176,"NELSDRIFT, SF"
2964,26.47,-28.07,28176,"NELSDRIFT, SF"
2965,26.5,-28.22,28176,"GROOTKUIL, SF"
2966,26.5,-28.22,28176,"GROOTKUIL, SF"
2967,26.5,-28.5,28176,"PELSERSKRAAL, SF"
2968,26.72,-28.4,28341,"THEUNISSEN MUN, SF"
2969,26.72,-28.4,28341,"THEUNISSEN MUN, SF"
2970,26.73,-28.08,28176,"ADAMSONSVLEI, SF"
2971,26.9,-28.1,28176,"OLIVINE, SF"
2972,27.13,-28.08,7001,"VENTERSBURG MAG, SF"
2973,27.57,-28.13,28234,"TREKPAD, SF"
2974,27.62,-28.32,7001,"SENEKAL AGR, SF"
2975,27.62,-28.32,28224,"SENEKAL AGR, SF"
2976,27.62,-28.32,28224,"SENEKAL AGR, SF"
2977,27.62,-28.32,28224,"SENEKAL AGR, SF"
2978,27.75,-28.05,28224,"YARIMA, SF"
2979,27.75,-28.02,28234,"ROODEPOORT, SF"
2980,27.75,-28.02,28234,"ROODEPOORT, SF"
2981,27.85,-28.05,28224,"WEXFORD, SF"
2982,27.9,-28.15,28112,"LEUCTRA, SF"
2983,28.03,-28.47,28383,"OVERDENE, SF"
2984,28.03,-28.47,28383,"OVERDENE, SF"
2985,28.02,-28.13,28112,"KAALLAAGTE, SF"
2986,28.02,-28.13,28112,"KAALLAAGTE, SF"
2987,28.17,-28.03,28112,"VAALBANK, SF"
2988,28.17,-28.1,28291,"WITBANKFONTEIN, SF"
2989,28.27,-28.4,28340,"HIGHLANDS, SF"
2990,28.42,-28.33,28363,"SPITSKRANS, SF"
2991,28.42,-28.33,28363,"SPITSKRANS, SF"
2992,28.7,-28.43,28340,"EERSTEGELUK, SF"
2993,28.7,-28.32,28340,"KESTELL POL, SF"
2994,28.7,-28.32,28340,"KESTELL POL, SF"
2995,29.13,-28.27,28262,"HARRISMITH TNK, SF"
2996,29.13,-28.27,28262,"HARRISMITH TNK, SF"
2997,29.62,-28.4,28394,"MOORSIDE, SF"
2998,29.62,-28.4,28398,"MOORSIDE, SF"
2999,29.97,-28.25,28343,"BALBROGIE, SF"
3000,30.32,-28.17,28294,"DUNDEE AGRIC RES STATION, SF"
3001,30.32,-28.17,28294,"DUNDEE AGRIC RES STATION, SF"
3002,30.68,-28.22,28315,"NQUTU TNK, SF"
3003,30.68,-28.22,28315,"NQUTU TNK, SF"
3004,30.68,-28.22,28315,"NQUTU TNK, SF"
3005,30.68,-28.22,28315,"NQUTU TNK, SF"
3006,31.05,-28.1,28221,"GOEDGELOOF, SF"
3007,31.25,-28.18,28132,"SURPRISE STORE, SF"
3008,31.25,-28.18,28132,"SURPRISE STORE, SF"
3009,31.47,-28.23,28132,"MAHLABATINI MAG, SF"
3010,32.03,-28.08,28276,"HLUHLUWE GAME RESERVE, SF"
3011,32.2,-28.4,28337,"KANGELA MTUBATUBA, SF"
3012,32.18,-28.45,28423,"RIVERVIEW, SF"
3013,32.3,-28.47,28423,"ULOA, SF"
3014,32.3,-28.47,28423,"ULOA, SF"
3015,32.42,-28.23,31110,"MAKAKATANA, SF"
3016,32.42,-28.23,31110,"MAKAKATANA, SF"
3017,20.42,-27.82,28083,"VROUENSPAN, SF"
3018,20.42,-27.82,28083,"VROUENSPAN, SF"
3019,20.42,-27.82,28083,"VROUENSPAN, SF"
3020,20.42,-27.82,28083,"VROUENSPAN, SF"
3021,22.7,-27.72,31073,"HOPKINS, SF"
3022,22.7,-27.72,31073,"HOPKINS, SF"
3023,22.73,-27.95,31073,"OLIFANTSHOEK POL, SF"
3024,22.92,-27.88,31073,"SMYTHE, SF"
3025,22.92,-27.88,31073,"SMYTHE, SF"
3026,23.23,-27.88,31012,"KHOSIS, SF"
3027,24.18,-27.57,31047,"REIVILO, SF"
3028,24.18,-27.57,31047,"REIVILO, SF"
3029,24.18,-27.57,31047,"REIVILO, SF"
3030,24.18,-27.57,31047,"REIVILO, SF"
3031,24.27,-27.63,31047,"OLYFENFONTEIN, SF"
3032,24.45,-27.97,31047,"BOETSAP POL, SF"
3033,24.45,-27.97,31047,"BOETSAP POL, SF"
3034,25.37,-27.75,30977,"MOIRTON, SF"
3035,25.47,-27.88,28157,"KALKPOORT, SF"
3036,26.37,-27.85,28172,"WESSELSBRON MUN, SF"
3037,26.68,-27.87,28172,"ODENDAALSRUS, SF"
3038,26.68,-27.87,7001,"ODENDAALSRUS, SF"
3039,26.68,-27.87,28172,"ODENDAALSRUS, SF"
3040,26.68,-27.87,7001,"ODENDAALSRUS, SF"
3041,27.23,-27.82,28078,"LEEUSPRUIT WES, SF"
3042,27.23,-27.82,28078,"LEEUSPRUIT WES, SF"
3043,27.27,-27.9,28078,"SWARTKOPPIE, SF"
3044,27.43,-27.68,28078,"WELTEVREDE, SF"
3045,27.43,-27.68,28091,"WELTEVREDE, SF"
3046,27.48,-27.73,28078,"RIENZI, SF"
3047,27.48,-27.73,28078,"RIENZI, SF"
3048,27.57,-27.95,28234,"STEYNSRUS MUN, SF"
3049,27.68,-27.55,30987,"EDENVILLE MUN, SF"
3050,27.68,-27.55,30987,"EDENVILLE MUN, SF"
3051,27.8,-27.8,28078,"KISMET ESTATE, SF"
3052,27.88,-27.75,28078,"OATLANDS, SF"
3053,27.88,-27.75,28078,"OATLANDS, SF"
3054,28.0,-27.53,28112,"GERTRUIDA, SF"
3055,28.05,-27.6,28078,"LANQUEDOC, SF"
3056,28.1,-27.95,28078,"BRONKHORSTFONTEIN, SF"
3057,28.33,-28.0,28112,"WOODFORT, SF"
3058,28.43,-27.8,28112,"REITZ 36, SF"
3059,28.52,-27.55,28124,"TWEELING POL, SF"
3060,28.52,-27.55,28124,"TWEELING POL, SF"
3061,28.87,-27.57,28112,"WOUDZICHT, SF"
3062,28.87,-27.57,28094,"WOUDZICHT, SF"
3063,28.97,-27.85,28112,"WARDEN MAG, SF"
3064,29.07,-27.97,28112,"HERITAGE, SF"
3065,29.07,-27.97,28112,"HERITAGE, SF"
3066,29.13,-27.97,28112,"BUCKLAND DOWNS, SF"
3067,29.13,-27.97,28112,"BUCKLAND DOWNS, SF"
3068,29.17,-27.73,28112,"ROCCO, SF"
3069,29.28,-27.92,28180,"VERKYKERSKOP POL, SF"
3070,29.28,-27.92,28180,"VERKYKERSKOP POL, SF"
3071,29.28,-27.92,28180,"VERKYKERSKOP POL, SF"
3072,29.28,-27.92,28180,"VERKYKERSKOP POL, SF"
3073,29.45,-27.58,28107,"TYGERFONTEIN, SF"
3074,29.8,-27.6,28146,"LOSKOP, SF"
3075,30.33,-27.65,28159,"UTRECHT TNK, SF"
3076,30.42,-27.77,28201,"WAAIHOEK, SF"
3077,30.42,-27.77,28134,"WAAIHOEK, SF"
3078,30.42,-27.77,28201,"WAAIHOEK, SF"
3079,30.42,-27.77,28201,"WAAIHOEK, SF"
3080,30.98,-27.72,28084,"HLOBANE, SF"
3081,30.98,-27.72,28197,"HLOBANE, SF"
3082,30.98,-27.72,28197,"HLOBANE, SF"
3083,30.98,-27.72,28197,"HLOBANE, SF"
3084,31.28,-27.58,28084,"LOUWSBURG MAG, SF"
3085,31.28,-27.58,28084,"LOUWSBURG MAG, SF"
3086,31.65,-27.9,28132,"NONGOMA, SF"
3087,31.73,-27.7,28132,"ZILVERHOUT, SF"
3088,20.13,-27.5,30982,"NOENIEPUT POL, SF"
3089,22.48,-27.42,31094,"WHYENBAH, SF"
3090,22.48,-27.42,31073,"WHYENBAH, SF"
3091,22.48,-27.42,31094,"WHYENBAH, SF"
3092,22.48,-27.42,31073,"WHYENBAH, SF"
3093,22.48,-27.28,31081,"DEDEBEN POL, SF"
3094,22.48,-27.28,31073,"DEDEBEN POL, SF"
3095,22.63,-27.5,31073,"WINTON, SF"
3096,23.05,-27.38,31012,"MILNER, SF"
3097,23.83,-27.07,31033,"BOTHITHONG BOTHITHO POL, SF"
3098,23.83,-27.07,31038,"BOTHITHONG BOTHITHO POL, SF"
3099,23.98,-27.13,30670,"BOSCOBEL, SF"
3100,23.98,-27.13,30670,"BOSCOBEL, SF"
3101,24.67,-27.22,31024,"MADRID, SF"
3102,24.67,-27.22,31024,"MADRID, SF"
3103,25.0,-27.07,31024,"LELIEFONTEIN, SF"
3104,25.0,-27.07,31024,"LELIEFONTEIN, SF"
3105,25.33,-27.18,30977,"SCHWEIZER RENEKE POL, SF"
3106,25.33,-27.18,30977,"SCHWEIZER RENEKE POL, SF"
3107,25.45,-27.07,30894,"KOPPIESVLEI, SF"
3108,25.45,-27.07,30894,"KOPPIESVLEI, SF"
3109,25.6,-27.45,30977,"ZEVENFONTEIN, SF"
