,Longitude,Latitude,Soil Mapping Unit,Country
75,-49.22,-28.18,7001,"GRAO PARA, BR"
76,-49.19,-28.21,12810,"RIO PEQUENO, BR"
77,-49.62,-28.33,12810,"BOM JARDIM DA SERRA, BR"
78,-49.62,-28.33,12810,"BOM JARDIM DA SERRA, BR"
79,-49.84,-28.83,12810,"TIMBE DO SUL, BR"
80,-49.03,-28.61,12633,"JAGUARUNA, BR"
81,-49.58,-27.99,12644,"URUBICI, BR"
82,-49.58,-27.99,12644,"URUBICI, BR"
83,-49.3,-28.72,7001,"ICARA, BR"
84,-49.3,-28.72,12633,"ICARA, BR"
85,-49.8,-28.37,12644,"DESPRAIADO, BR"
86,-49.8,-28.37,12644,"DESPRAIADO, BR"
87,-49.59,-28.85,12633,"FOZ DO MANUEL ALVES, BR"
88,-48.99,-28.47,7001,"TUBARAO PCD, BR"
89,-48.99,-28.47,12633,"TUBARAO PCD, BR"
90,-49.18,-28.43,12633,"PEDRAS GRANDES, BR"
91,-49.18,-28.43,12633,"PEDRAS GRANDES, BR"
92,-49.55,-28.61,12810,"SERRINHA, BR"
93,-49.16,-28.24,12810,"BRACO DO NORTE MONTANTE, BR"
94,-49.12,-28.05,12810,"SANTA ROSA DE LIMA, BR"
95,-49.12,-28.05,12810,"SANTA ROSA DE LIMA, BR"
96,-50.44,-28.15,12644,"COXILHA RICA, BR"
97,-50.3,-28.45,12644,"INVERNADA VELHA, BR"
98,-50.76,-28.21,12644,"PASSO SOCORRO PCD, BR"
99,-50.45,-28.87,12644,"PASSO TAINHAS, BR"
100,-50.45,-28.87,12644,"PASSO TAINHAS, BR"
101,-51.28,-28.85,7001,"ANTONIO PRADO, BR"
102,-51.28,-28.85,12578,"ANTONIO PRADO, BR"
103,-51.45,-28.87,12578,"PASSO DO PRATA, BR"
104,-51.45,-28.87,12578,"PASSO DO PRATA, BR"
105,-51.87,-28.62,12578,"PASSO MIGLIAVACA, BR"
106,-51.87,-28.62,12578,"PASSO MIGLIAVACA, BR"
107,-51.33,-28.32,12644,"PONTE SANTA RITA, BR"
108,-51.33,-28.32,12644,"PONTE SANTA RITA, BR"
109,-51.62,-28.77,12644,"PRATA, BR"
110,-51.62,-28.77,12644,"PRATA, BR"
111,-51.62,-28.77,12644,"PRATA, BR"
112,-51.62,-28.77,12644,"PRATA, BR"
113,-51.19,-28.06,12644,"ESMERALDA, BR"
114,-51.88,-28.84,12578,"GUAPORE, BR"
115,-51.88,-28.84,12578,"GUAPORE, BR"
116,-52.79,-28.29,7001,"CARAZINHO, BR"
117,-52.75,-28.19,12600,"COLONIA XADREZ, BR"
118,-52.0,-28.06,7001,"TAPEJARA, BR"
119,-52.82,-28.46,7001,"NAO ME TOQUE, BR"
120,-52.82,-28.46,7001,"NAO ME TOQUE, BR"
121,-53.97,-28.45,12864,"CONCEICAO, BR"
122,-53.92,-28.37,12864,"IJUI, BR"
123,-53.92,-28.37,12864,"IJUI, BR"
124,-53.92,-28.37,7001,"IJUI, BR"
125,-53.92,-28.37,7001,"IJUI, BR"
126,-53.78,-28.29,12842,"PASSO FAXINAL, BR"
127,-53.78,-28.29,12842,"PASSO FAXINAL, BR"
128,-53.25,-28.35,12600,"SANTA BARBARA DO SUL, BR"
129,-53.19,-28.73,12864,"SANTA CLARA DO INGAI, BR"
130,-54.33,-28.39,12864,"CONDOR, BR"
131,-53.07,-28.06,12864,"CHAPADA, BR"
132,-53.6,-28.66,12600,"ANDERSON CLAYTON, BR"
133,-53.99,-28.11,12864,"BOA VISTA, BR"
134,-54.34,-28.03,12864,"GIRUA, BR"
135,-54.65,-28.73,12577,"PASSO MAJOR ZEFERINO, BR"
136,-54.6,-28.21,12842,"PASSO VIOLA, BR"
137,-54.45,-28.79,12864,"COIMBRA, BR"
138,-54.06,-28.91,12798,"SAO BERNARDO, BR"
139,-55.64,-28.18,12251,"GARRUCHOS, BR"
140,-55.64,-28.18,12577,"GARRUCHOS, BR"
141,-55.32,-28.21,12577,"PASSO DO SARMENTO, BR"
142,-55.32,-28.21,12577,"PASSO DO SARMENTO, BR"
143,-55.58,-28.68,12853,"PASSO DO NOVO, BR"
144,-55.58,-28.68,12853,"PASSO DO NOVO, BR"
145,-55.58,-28.68,12853,"PASSO DO NOVO, BR"
146,-55.58,-28.68,12853,"PASSO DO NOVO, BR"
147,-55.68,-29.0,12853,"FAZENDA SANTA CECILIA DO BUTUI, BR"
148,-55.68,-29.0,12853,"FAZENDA SANTA CECILIA DO BUTUI, BR"
149,-55.65,-28.88,12853,"FAZENDA SAO RAFAEL, BR"
150,-55.23,-28.51,7001,"SANTO ANTONIO DAS MISSOES, BR"
151,-56.03,-28.62,12688,"PASSO SAO BORJA, BR"
152,-56.03,-28.62,7001,"PASSO SAO BORJA, BR"
153,-56.04,-28.63,12688,"PASSO SAO BORJA, BR"
154,-56.32,-28.95,12688,"CUNHA, BR"
155,-56.32,-28.95,12688,"CUNHA, BR"
156,-49.96,-29.2,12633,"PRAIA GRANDE, BR"
157,-49.64,-29.12,12633,"SOMBRIO, BR"
158,-49.64,-29.12,12633,"SOMBRIO, BR"
159,-50.79,-29.88,12622,"GLORINHA, BR"
160,-50.52,-29.82,12622,"SANTO ANTONIO, BR"
161,-50.52,-29.82,12622,"SANTO ANTONIO, BR"
162,-50.52,-29.82,7001,"SANTO ANTONIO, BR"
163,-50.52,-29.82,7001,"SANTO ANTONIO, BR"
164,-50.06,-29.57,12633,"TERRA DE AREIA, BR"
165,-50.06,-29.57,12633,"TERRA DE AREIA, BR"
166,-50.66,-29.28,12644,"SALTO, BR"
167,-50.07,-29.25,12810,"MAE DOS HOMENS, BR"
168,-50.74,-29.82,12622,"AGROPECUARIA ANJU, BR"
169,-50.74,-29.82,12622,"AGROPECUARIA ANJU, BR"
170,-50.51,-29.82,12622,"SANTO ANTONIO DA PATRULHA, BR"
171,-50.51,-29.82,12622,"SANTO ANTONIO DA PATRULHA, BR"
172,-50.91,-29.85,12622,"MORUNGAVA, BR"
173,-50.63,-29.9,12622,"FAZENDA N.SRA.CONCEI AO, BR"
174,-51.85,-29.23,12578,"ENCANTADO, BR"
175,-51.97,-29.47,12611,"LAJEADO, BR"
176,-51.97,-29.47,12611,"LAJEADO, BR"
177,-51.43,-29.67,12622,"MONTENEGRO, BR"
178,-51.19,-29.33,12578,"NOVA PALMIRA, BR"
179,-51.38,-29.82,12622,"PORTO GARIBALDI, BR"
180,-51.38,-29.82,12622,"PORTO GARIBALDI, BR"
181,-51.38,-29.82,12622,"PORTO GARIBALDI, BR"
182,-51.38,-29.82,12622,"PORTO GARIBALDI, BR"
183,-51.72,-29.95,12611,"SAO JERONIMO, BR"
184,-51.72,-29.95,12611,"SAO JERONIMO, BR"
185,-51.37,-29.37,12578,"SAO VENDELINO, BR"
186,-51.37,-29.37,12578,"SAO VENDELINO, BR"
187,-51.5,-29.82,12622,"SAPUCAIA DO SUL, BR"
188,-51.5,-29.82,12622,"SAPUCAIA DO SUL, BR"
189,-51.0,-29.63,7001,"TOCA, BR"
190,-51.63,-29.95,7001,"CHARQUEADAS, BR"
191,-51.87,-29.17,12578,"MUCUM, BR"
192,-52.37,-28.98,12864,"BARROS CASSAL, BR"
193,-52.89,-29.72,12611,"BOTUCARAI, BR"
194,-52.89,-29.72,12611,"BOTUCARAI, BR"
195,-52.35,-29.98,12611,"RIO PARDO, BR"
196,-52.77,-29.67,12611,"CANDELARIA, BR"
197,-53.35,-29.63,12611,"DONA FRANCISCA PCD, BR"
198,-53.82,-29.09,12864,"TUPANCIRETA, BR"
199,-53.82,-29.09,12864,"TUPANCIRETA, BR"
200,-53.02,-30.01,12622,"PASSO SAO LOURENCO, BR"
201,-53.02,-30.01,12622,"PASSO SAO LOURENCO, BR"
202,-54.82,-29.88,12798,"CACEQUI, BR"
203,-54.82,-29.88,12798,"CACEQUI, BR"
204,-54.73,-29.37,12578,"ERNESTO ALVES, BR"
205,-54.73,-29.37,12578,"ERNESTO ALVES, BR"
206,-54.5,-29.36,12798,"FURNAS DO SEGREDO, BR"
207,-54.69,-29.49,12578,"JAGUARI, BR"
208,-54.47,-29.67,12798,"PONTE TOROPI, BR"
209,-54.07,-29.85,12820,"QUEVEDOS, BR"
210,-54.86,-29.19,12589,"SANTIAGO, BR"
211,-54.6,-29.25,12578,"FLORIDA, BR"
212,-54.51,-29.08,12600,"ESQUINA DOS LIMA STA.BARBARA, BR"
213,-54.43,-29.65,12798,"PONTE TOROPI II, BR"
214,-55.47,-29.2,12809,"CACHOEIRA SANTA CECILIA, BR"
215,-55.78,-29.5,12577,"ESTA AO DO TIGRE, BR"
216,-55.78,-29.5,12577,"ESTA AO DO TIGRE, BR"
217,-55.29,-29.46,12809,"PONTE DO MIRACATU, BR"
218,-55.15,-29.05,12809,"UNISTALDA, BR"
219,-55.48,-29.59,12577,"MANOEL VIANA PCD, BR"
220,-55.48,-29.59,12577,"MANOEL VIANA PCD, BR"
221,-55.77,-29.78,12577,"ALEGRETE ELETROSUL, BR"
222,-56.03,-29.77,12577,"ESTANCIA POSTO VELHO, BR"
223,-56.03,-29.77,12577,"ESTANCIA POSTO VELHO, BR"
224,-56.1,-29.6,12577,"FAZENDA TRES CAPOES, BR"
225,-56.56,-29.12,12688,"ITAQUI, BR"
226,-56.56,-29.12,7001,"ITAQUI, BR"
227,-56.05,-29.31,12688,"PASSO MARIANO PINTO PCD, BR"
228,-56.52,-29.77,12577,"PLANO ALTO, BR"
229,-56.52,-29.77,12577,"PLANO ALTO, BR"
230,-56.52,-29.77,12577,"PLANO ALTO, BR"
231,-56.52,-29.77,12577,"PLANO ALTO, BR"
232,-56.68,-29.47,12688,"JOAO ARREGUI, BR"
233,-56.68,-29.47,12688,"JOAO ARREGUI, BR"
234,-56.68,-29.47,12688,"JOAO ARREGUI, BR"
235,-56.68,-29.47,12688,"JOAO ARREGUI, BR"
236,-56.09,-29.64,12577,"FAZENDA TRES CAPOES, BR"
237,-50.51,-30.25,12633,"PALMARES DO SUL, BR"
238,-50.54,-30.67,12633,"SOLIDAO, BR"
239,-50.7,-30.05,12622,"LOMBAS, BR"
240,-51.78,-30.88,12622,"BANHADO DO COLEGIO, BR"
241,-51.78,-30.88,12622,"BANHADO DO COLEGIO, BR"
242,-51.75,-30.6,12622,"CERRO GRANDE, BR"
243,-51.65,-30.11,12611,"GUAIBA COUNTRY CLUB, BR"
244,-51.79,-30.87,12622,"CAMAQUA, BR"
245,-51.79,-30.87,12622,"CAMAQUA, BR"
246,-51.66,-30.77,12622,"FAZENDA DA BOA VISTA, BR"
247,-51.66,-30.77,12622,"FAZENDA DA BOA VISTA, BR"
248,-51.86,-30.82,12622,"BARRAGEM DO DURO, BR"
249,-51.86,-30.82,12622,"BARRAGEM DO DURO, BR"
250,-51.31,-30.3,12622,"BARRA DO RIBEIRO, BR"
251,-51.94,-30.16,12655,"BUTIA, BR"
252,-51.05,-30.38,12622,"FAROL DE ITAPUA, BR"
253,-52.07,-30.42,12655,"QUITERIA, BR"
254,-52.07,-30.42,12655,"QUITERIA, BR"
255,-52.81,-30.62,12655,"SERRA DOS PEDROSAS, BR"
256,-52.81,-30.62,12655,"SERRA DOS PEDROSAS, BR"
257,-52.37,-30.2,12611,"PANTANO GRANDE, BR"
258,-53.49,-30.96,12655,"PASSO DO CA AO, BR"
259,-53.55,-30.18,12820,"SAO SEPE, BR"
260,-53.55,-30.18,12820,"SAO SEPE, BR"
261,-53.71,-30.44,12820,"PASSO DOS FREIRES, BR"
262,-53.12,-30.49,12655,"IRAPUAZINHO, BR"
263,-53.12,-30.49,12655,"IRAPUAZINHO, BR"
264,-53.93,-30.0,12831,"COLONIA PAVAO, BR"
265,-53.56,-30.19,12820,"SAO SEPE MONTANTE, BR"
266,-53.16,-30.14,12611,"BARRO VERMELHO, BR"
267,-53.54,-30.33,12820,"CACAPAVA DO SUL, BR"
268,-54.68,-30.98,7001,"DOM PEDRITO, BR"
269,-54.68,-30.98,7001,"DOM PEDRITO, BR"
270,-54.03,-30.72,12820,"PERI SOUZA, BR"
271,-54.03,-30.72,12820,"PERI SOUZA, BR"
272,-54.92,-30.25,7001,"ROSARIO DO SUL PCD, BR"
273,-54.92,-30.25,7001,"ROSARIO DO SUL PCD, BR"
274,-54.77,-30.51,12831,"GRANJA UMBU, BR"
275,-54.32,-30.36,12831,"SAO GABRIEL, BR"
276,-54.32,-30.36,12831,"SAO GABRIEL, BR"
277,-55.84,-30.7,12577,"FAZENDA ENCERRA, BR"
278,-55.09,-30.03,12820,"SAICA, BR"
279,-55.13,-30.53,12820,"SANTA RITA, BR"
280,-55.49,-30.2,12577,"SAO CARLOS, BR"
281,-55.98,-30.29,12577,"PASSO DA GUARDA, BR"
282,-55.98,-30.29,12577,"PASSO DA GUARDA, BR"
283,-56.25,-30.48,12577,"FAZENDA DO SILENCIO, BR"
284,-56.48,-30.38,12577,"QUARAI, BR"
285,-56.48,-30.38,12577,"QUARAI, BR"
286,-56.82,-30.02,12787,"FAZENDA JUNCO, BR"
287,-56.82,-30.02,12787,"FAZENDA JUNCO, BR"
288,-56.82,-30.02,12787,"FAZENDA JUNCO, BR"
289,-56.82,-30.02,12787,"FAZENDA JUNCO, BR"
290,-56.16,-30.07,12577,"HARMONIA, BR"
291,-56.16,-30.07,12577,"HARMONIA, BR"
292,-56.2,-30.52,12577,"CATY, BR"
293,-56.2,-30.52,12577,"CATY, BR"
294,-57.55,-30.21,12787,"BARRA DO QUARAI, BR"
295,-51.42,-31.62,12633,"BOJURU, BR"
296,-51.42,-31.62,12633,"BOJURU, BR"
297,-51.42,-31.62,12633,"BOJURU, BR"
298,-51.42,-31.62,12633,"BOJURU, BR"
299,-51.79,-31.13,12622,"PACHECA, BR"
300,-51.99,-31.37,12622,"SAO LOURENCO DO SUL, BR"
301,-51.99,-31.37,12622,"SAO LOURENCO DO SUL, BR"
302,-51.09,-31.29,12633,"TAVARES, BR"
303,-52.08,-31.28,12622,"BOQUEIRAO, BR"
304,-52.08,-31.28,12622,"BOQUEIRAO, BR"
305,-52.7,-31.39,12820,"CANGUCU, BR"
306,-52.8,-31.65,12820,"VILA FREIRE, BR"
307,-52.22,-31.67,12622,"GRANJA COTOVELO, BR"
308,-52.22,-31.67,12622,"GRANJA COTOVELO, BR"
309,-52.13,-31.63,12622,"GRANJA DONA CECILIA, BR"
310,-52.18,-31.67,12622,"GRANJA SAO PEDRO, BR"
311,-52.18,-31.67,12622,"GRANJA SAO PEDRO, BR"
312,-52.05,-31.0,12622,"PASSO DO MENDONCA, BR"
313,-52.65,-31.9,12622,"PASSO DO RICARDO, BR"
314,-52.81,-31.88,12622,"PEDRO OSORIO, BR"
315,-52.46,-31.57,12622,"PONTE CORDEIRO DE FARIAS, BR"
316,-52.46,-31.57,12622,"PONTE CORDEIRO DE FARIAS, BR"
317,-52.9,-31.72,12820,"PONTE DO IMPERIO, BR"
318,-52.9,-31.72,12820,"PONTE DO IMPERIO, BR"
319,-53.27,-31.85,12820,"CERRO CHATO, BR"
320,-53.05,-31.74,12820,"FERRARIA, BR"
321,-53.05,-31.13,12655,"PASSO DA CAPELA, BR"
322,-53.59,-31.74,12820,"PEDRAS ALTAS, BR"
323,-53.38,-31.58,12655,"PINHEIRO MACHADO, BR"
324,-53.38,-31.58,12655,"PINHEIRO MACHADO, BR"
325,-53.1,-31.43,12820,"PIRATINI, BR"
326,-53.5,-31.31,12655,"TORRINHAS, BR"
327,-53.11,-31.43,12820,"ESTACAO EXPERIMENTAL, BR"
328,-54.18,-31.03,12820,"TORQUATO SEVERO, BR"
329,-54.18,-31.03,12820,"TORQUATO SEVERO, BR"
330,-55.04,-31.27,12820,"TRES VENDAS, BR"
331,-55.04,-31.27,12820,"TRES VENDAS, BR"
332,-52.1,-32.03,7001,"BARRA DO RIO GRANDE, BR"
333,-52.6,-32.43,12633,"ESTANCIA DO CURTUME, BR"
334,-52.65,-32.01,12633,"GRANJA CORONEL PEDRO OSORIO, BR"
335,-52.54,-32.35,12633,"GRANJA CERRITO, BR"
336,-52.56,-32.4,12633,"GRANJA SANTA MARIA, BR"
337,-52.58,-32.48,12633,"TAIM, BR"
338,-52.58,-32.48,12633,"TAIM, BR"
339,-53.09,-32.24,12622,"ARROIO GRANDE, BR"
340,-53.12,-32.95,12875,"GRANJA OSORIO, BR"
341,-53.12,-32.95,12875,"GRANJA OSORIO, BR"
342,-53.4,-32.03,12820,"HERVAL, BR"
343,-50.75,0.51,12769,"CARMO, BR"
344,-51.63,0.83,12767,"LEONIDAS, BR"
345,-51.13,0.3,12768,"PORTO ARIRI, BR"
346,-51.75,0.34,12758,"ACAMPAMENTO ICOMI, BR"
347,-52.01,0.9,12759,"SERRA DO NAVIO PCD, BR"
348,-59.65,0.88,12758,"FAZENDA CASTANHAL, BR"
349,-59.65,0.88,12758,"FAZENDA CASTANHAL, BR"
350,-59.34,0.78,12758,"SITIO SANTA MARIA, BR"
351,-60.47,0.52,12758,"FAZENDA SAO JOSE, BR"
352,-60.47,0.52,12758,"FAZENDA SAO JOSE, BR"
353,-62.62,0.88,12737,"POSTO AJURICABA, BR"
354,-62.62,0.88,12737,"POSTO AJURICABA, BR"
355,-62.62,0.88,12737,"POSTO AJURICABA, BR"
356,-62.62,0.88,12737,"POSTO AJURICABA, BR"
357,-63.96,0.13,12721,"VILA CONCEICAO, BR"
358,-66.65,0.39,12734,"BALAIO, BR"
359,-67.31,0.37,12734,"SAO FELIPE, BR"
360,-67.95,0.17,12731,"MALOCA SAO TOME, BR"
361,-67.95,0.17,12731,"MALOCA SAO TOME, BR"
362,-68.83,0.43,12731,"MARABITANA IAUARETE, BR"
363,-69.78,0.25,12730,"PARI CACHOEIRA, BR"
364,-69.78,0.25,12730,"PARI CACHOEIRA, BR"
365,-69.21,0.14,12730,"PIRARARA POCO, BR"
366,-50.9,1.23,12768,"APOREMA, BR"
367,-50.84,1.58,12769,"ITAUBAL DO AMAPA, BR"
368,-54.66,1.22,12758,"APALAI, BR"
369,-54.66,1.22,12758,"APALAI, BR"
370,-60.4,1.13,12758,"FAZENDA PARANA ANAUA, BR"
371,-60.77,1.46,12752,"AGROPECUARIA BOA VISTA, BR"
372,-62.28,1.75,12738,"MISSAO CATRIMANI, BR"
373,-62.28,1.75,12738,"MISSAO CATRIMANI, BR"
374,-66.85,1.21,12734,"CUCUI PCD, BR"
375,-67.59,1.07,12731,"MISSAO ICANA, BR"
376,-67.59,1.07,12731,"MISSAO ICANA, BR"
377,-68.15,1.39,12731,"TUNUI, BR"
378,-68.69,1.34,12731,"LOURO POCO, BR"
379,-50.95,2.5,12769,"CALCOENE, BR"
380,-51.36,2.7,12767,"CUNANI, BR"
381,-51.64,2.31,12767,"LOURENCO, BR"
382,-59.92,2.42,12754,"FAZENDA VERDUN, BR"
383,-59.92,2.42,12754,"FAZENDA VERDUN, BR"
384,-59.92,2.42,12754,"FAZENDA VERDUN, BR"
385,-59.92,2.42,12754,"FAZENDA VERDUN, BR"
386,-60.67,2.41,12752,"BOA ESPERANCA, BR"
387,-60.33,2.76,12752,"FAZENDA CASTELAO, BR"
388,-61.44,2.87,12752,"FE E ESPERANCA, BR"
389,-60.97,2.26,12753,"FAZENDA TRES PODERES, BR"
390,-63.64,2.84,12793,"MISSAO SURUCUCU PCD, BR"
391,-51.86,3.81,12767,"CLEVELANDIA PCD, BR"
392,-59.82,3.36,12751,"BOM FIM PCD, BR"
393,-59.82,3.36,12751,"BOM FIM PCD, BR"
394,-60.53,4.17,12748,"MALOCA DO CONTAO, BR"
395,-60.53,4.17,12748,"MALOCA DO CONTAO, BR"
396,-60.57,3.21,12751,"FAZENDA PASSARAO, BR"
397,-60.91,3.46,12751,"MOCIDADE, BR"
398,-60.23,3.17,12752,"FAZENDA ALTAMIRA, BR"
399,-60.23,3.17,12752,"FAZENDA ALTAMIRA, BR"
400,-61.38,3.66,12752,"FAZENDA SAO JOAO, BR"
401,-61.38,3.66,12752,"FAZENDA SAO JOAO, BR"
402,-61.29,3.29,12752,"BOQUEIRAO, BR"
403,-61.09,3.29,12752,"COLONIA DO TAIANO, BR"
404,-61.72,3.76,12747,"TEPEQUEM, BR"
405,-61.72,3.76,12747,"TEPEQUEM, BR"
406,-62.4,3.63,12748,"MALOCA DO ERICO, BR"
407,-63.17,3.55,12747,"UAICAS, BR"
408,-64.49,4.0,12794,"MISSAO AUARIS, BR"
409,-59.86,4.45,12748,"MUTUM, BR"
410,-60.79,4.2,12750,"VILA SURUMU, BR"
411,-60.45,4.37,12748,"SAO JOAO DO COTINGO, BR"
412,-61.15,4.48,12748,"MARCO BV 8, BR"
413,-60.47,4.63,12748,"FAZENDA BANDEIRA BRANCA, BR"
414,-49.67,-19.95,12700,"RIOLANDIA, BR"
415,-50.53,-19.93,12700,"POPULINA, BR"
416,-50.28,-19.98,12700,"INDIAPORA, BR"
417,-50.28,-19.98,12700,"INDIAPORA, BR"
418,-50.42,-19.88,12700,"ARABA, BR"
419,-50.42,-19.88,12700,"ARABA, BR"
420,-50.42,-19.88,12700,"ARABA, BR"
421,-50.42,-19.88,12700,"ARABA, BR"
422,-50.18,-19.9,12700,"FAZENDA PADUA DINIZ, BR"
423,-50.18,-19.9,12700,"FAZENDA PADUA DINIZ, BR"
424,-47.4,-20.52,7001,"FRANCA, BR"
425,-47.4,-20.52,7001,"FRANCA, BR"
426,-47.72,-20.18,12864,"BURITIZAL, BR"
427,-47.72,-20.18,12864,"BURITIZAL, BR"
428,-47.72,-20.18,12864,"BURITIZAL, BR"
429,-47.72,-20.18,12864,"BURITIZAL, BR"
430,-47.68,-20.65,12864,"USINA DOURADOS CPFL B4 003, BR"
431,-47.68,-20.65,12864,"USINA DOURADOS CPFL B4 003, BR"
432,-47.0,-20.0,12812,"USINA SAO JOAQUIM CPFL, BR"
433,-47.3,-20.83,12864,"USINA ESMERIL CPFL B4 005, BR"
434,-47.82,-20.35,12864,"ITUVERAVA ACCO, BR"
435,-47.82,-20.35,12864,"ITUVERAVA ACCO, BR"
436,-47.88,-20.9,12864,"CORONEL PEREIRA LIMA CMEF, BR"
437,-47.88,-20.9,12864,"CORONEL PEREIRA LIMA CMEF, BR"
438,-47.88,-20.63,12864,"FAZENDA JUSSARA, BR"
439,-47.88,-20.63,12864,"FAZENDA JUSSARA, BR"
440,-47.97,-20.72,12864,"FAZENDA DO AGUDO, BR"
441,-47.97,-20.72,12864,"FAZENDA DO AGUDO, BR"
442,-47.77,-20.8,12864,"FAZENDA CONQUISTA, BR"
443,-47.88,-20.73,12864,"ORLANDIA, BR"
444,-47.88,-20.73,12864,"ORLANDIA, BR"
445,-47.9,-20.68,12864,"FAZENDA BOA ESPERANCA, BR"
446,-47.9,-20.68,12864,"FAZENDA BOA ESPERANCA, BR"
447,-47.97,-20.52,12864,"FAZENDA SANTA CECILIA, BR"
448,-47.97,-20.52,12864,"FAZENDA SANTA CECILIA, BR"
449,-47.48,-20.6,12864,"RESTINGA, BR"
450,-47.48,-20.6,12864,"RESTINGA, BR"
