,index,Country,Region,Rating,Nratings,Label,Winery,Price,Wine_Variety
1053,1053,Argentina,Mendoza,3.9,617,Punto Final Reserva Malbec 2010,Renacer,"53,230",['Malbec']
1054,1054,Chile,Limarí Valley,3.9,614,Reserva Especial Syrah 2012,Tabali,"45,991",['Shiraz/Syrah']
1055,1055,New Zealand,Central Otago,3.9,597,Pinot Noir 2022,Sato,"56,782",['Pinot Noir']
1056,1056,Italy,Barolo,3.9,577,Tortoniano Barolo 2009,Michele Chiarlo,"106,460",['Nebbiolo']
1057,1057,France,Saint-Julien,3.9,577,Saint-Julien 2009,Château du Glana,"74,654","['Cabernet Sauvignon', 'Merlot']"
1058,1058,New Zealand,Central Otago,3.9,576,Pinot Noir 2022,Hawkshead,"42,372",['Pinot Noir']
1059,1059,France,Gigondas,3.9,546,Gigondas La Gille 2014,Famille Perrin,"70,263",['Grenache']
1060,1060,Spain,Rioja,3.9,540,Reserva 2004,Bodegas Marqués de Cáceres,"51,101","['Tempranillo', 'Graciano', 'Garnacha Tinta']"
1061,1061,New Zealand,Central Otago,3.9,520,Pinot Noir 2020,Domaine Rewa,"44,915",['Pinot Noir']
1062,1062,New Zealand,Bannockburn,3.9,519,Single Block Shingle Beach Pinot Noir 2022,Terra Sancta,"50,849",['Pinot Noir']
1063,1063,New Zealand,Marlborough,3.9,518,Pinot Noir 2019,Clos Marguerite,"47,458",['Pinot Noir']
1064,1064,United States,Central Coast,3.9,501,Ranchero Red 2010,Silver Buckle,"31,938","['Shiraz/Syrah', 'Malbec', 'Merlot']"
1065,1065,New Zealand,Waiheke Island,3.9,482,The Strip Single Vineyard Cabernet - Merlot 2019,Dunleavy,"42,372","['Merlot', 'Cabernet Sauvignon']"
1066,1066,New Zealand,Hawke's Bay,3.9,440,The Barnstormer Syrah 2021,Alpha Domus,"27,031",['Shiraz/Syrah']
1067,1067,New Zealand,Hawke's Bay,3.9,425,Sun Dried Malbec 2022,Brookfields,"25,420",['Malbec']
1068,1068,Australia,Barossa Valley,3.9,404,Clarry's Barossa Red Grenache - Shiraz 2016,Kalleske,"68,134","['Grenache', 'Shiraz/Syrah']"
1069,1069,Italy,Toscana,3.9,390,Cum Laude 2009,Banfi,"51,101",['Cabernet Sauvignon']
1070,1070,Chile,Colchagua Valley,3.9,356,Syrah 2007,Montes,"41,732",['Shiraz/Syrah']
1071,1071,Portugal,Dão,3.9,344,Dão Tinto 2012,Dom Bella,"68,986",['Touriga Nacional']
1072,1072,France,Margaux,3.9,342,Chevalier de Rauzan-Gassies Margaux 2002,Château Rauzan-Gassies,"74,522","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
1073,1073,Australia,Coonawarra,3.9,337,Terra Rossa Merlot 2001,Parker Coonawarra Estate,"68,134",['Merlot']
1074,1074,Italy,Barbaresco,3.9,329,Barbaresco 1967,Francesco Rinaldi & Figli,"248,851",['Nebbiolo']
1075,1075,France,Châteauneuf-du-Pape,3.9,323,La Mystèriale Châteauneuf-du-Pape 2016,Maison de Grand Esprit,"78,394","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1076,1076,New Zealand,Waiheke Island,3.9,316,Estate Montepulciano 2020,Obsidian,"43,008",['Montepulciano']
1077,1077,Spain,Ribera del Duero,3.9,314,Reserva 2001,Balbas,"69,919","['Cabernet Sauvignon', 'Tempranillo']"
1078,1078,France,Vacqueyras,3.9,314,Le Clos Vacqueyras 2016,Montirius,"54,483","['Shiraz/Syrah', 'Grenache']"
1079,1079,Australia,McLaren Vale,3.9,303,Woodhenge Shiraz 2014,Wirra Wirra,"61,444",['Shiraz/Syrah']
1080,1080,New Zealand,Central Otago,3.9,289,Northburn Pinot Noir 2020,Sato,"56,504",['Pinot Noir']
1081,1081,Hungary,Eger,3.9,281,Egri Bikavér Superior 2009,Thummerer,"122,041","['Cabernet Franc', 'Merlot', 'Kékfrankos', 'Shiraz/Syrah', 'Cabernet Sauvignon']"
1082,1082,New Zealand,Gimblett Gravels,3.9,279,Cellar Selection Gimblett Gravels Syrah 2021,Villa Maria,"42,165",['Shiraz/Syrah']
1083,1083,Italy,Toscana,3.9,277,Antico Feudo della Trappola 2020,Ricasoli,"14,783","['Cabernet Sauvignon', 'Merlot', 'Sangiovese']"
1084,1084,New Zealand,Waiheke Island,3.9,274,Onetangi Valley Syrah 2022,Mudbrick Vineyard,"32,887",['Shiraz/Syrah']
1085,1085,Australia,Margaret River,3.9,274,Cabernet Sauvignon 2010,Vasse Felix,"80,513",['Cabernet Sauvignon']
1086,1086,France,Côtes de Bourg,3.9,257,Cuvée Prestige Côtes de Bourg 2010,Château Mercier,"65,258","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1087,1087,Italy,Rosso Veronese,3.9,256,Campofiorin Rosso Veronese 2004,Masi,"42,375","['Corvina', 'Rondinella', 'Molinara']"
1088,1088,Spain,Aragón,3.9,254,Garnacha 2016,Solar de Urbezo,"38,138",['Garnacha']
1089,1089,New Zealand,Central Otago,3.9,244,Estate Pinot Noir 2021,Terra Sancta,"36,261",['Pinot Noir']
1090,1090,New Zealand,Central Otago,3.9,244,Estate Pinot Noir 2022,Terra Sancta,"36,261",['Pinot Noir']
1091,1091,United States,California,3.9,220,Cabernet Sauvignon 2009,Forefront,"61,444",['Cabernet Sauvignon']
1092,1092,New Zealand,Waiheke Island,3.9,217,The Grafter Single Vineyard Syrah 2021,Dunleavy,"50,600",['Shiraz/Syrah']
1093,1093,New Zealand,Waiheke Island,3.9,216,Voilé Reserve 2019,Tantalus,"80,121",['Shiraz/Syrah']
1094,1094,New Zealand,Waiheke Island,3.9,216,Voilé Reserve 2017,Tantalus,"80,121",['Shiraz/Syrah']
1095,1095,France,Cairanne,3.9,213,Cairanne Les Hautes Rives Rouge 2018,Pierre Amadieu,"53,817","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1096,1096,France,Saint-Julien,3.9,213,Saint-Julien (Grand Cru Classé) 1993,Château Talbot,"148,576","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
1097,1097,United States,Arroyo Seco,3.9,211,Riva Ranch Pinot Noir 2012,Wente Vineyards,"58,478",['Pinot Noir']
1098,1098,Italy,Barbaresco,3.9,208,Barbaresco Reyna 2007,Michele Chiarlo,"88,988",['Nebbiolo']
1099,1099,France,Saint-Julien,3.9,198,Sarget de Gruaud Larose Saint-Julien 1998,Château Gruaud Larose,"80,484","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1100,1100,France,Margaux,3.9,194,Margaux 1995,Château Labégorce,"89,584","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
1101,1101,Spain,Rioja,3.9,184,Rioja Gran Reserva 2012,Viña Real,"83,039",['Tempranillo']
1102,1102,New Zealand,Auckland,3.9,182,Mokoroa 2019,Puriri Hills,"31,353","['Cabernet Franc', 'Malbec', 'Merlot', 'Carménère', 'Cabernet Sauvignon']"
1103,1103,Chile,Colchagua Valley,3.9,176,Gran Terroir de Los Andes Los Lingues Cabernet Sauvignon 2014,Casa Silva,"45,991",['Cabernet Sauvignon']
1104,1104,Australia,South Australia,3.9,176,Bin 28 Shiraz 2003,Penfolds,"55,359",['Shiraz/Syrah']
1105,1105,Italy,Barbaresco,3.9,174,Barbaresco 2000,Guasti Clemente,"93,685",['Nebbiolo']
1106,1106,Argentina,San Carlos,3.9,171,Altitude Series 1100 Red 2012,Doña Paula,"76,651","['Malbec', 'Shiraz/Syrah', 'Cabernet Sauvignon']"
1107,1107,France,Bordeaux Supérieur,3.9,168,Château Trocard Bordeaux Supérieur 2016,Jean-Louis Trocard,"51,101","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1108,1108,New Zealand,Martinborough,3.9,164,The Hawk Pinot Noir 2014,Te Muna Valley,"55,934",['Pinot Noir']
1109,1109,New Zealand,Marlborough,3.9,161,Zweigelt 2016,Hans Herzog - Hans Family Estate,"58,477",['Zweigelt']
1110,1110,Spain,Aragón,3.9,159,Pi - 3.1415 Concejon Tinto 2009,Bodegas Langa,"33,215",['Moristel']
1111,1111,France,Saint-Julien,3.9,145,Saint-Julien 1988,Château Gloria,"171,704","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1112,1112,Australia,McLaren Vale,3.9,145,GSM 2016,Yangarra,"70,689",['Grenache']
1113,1113,France,Bordeaux,3.9,143,Château Haut Dambert Cuvée Clémence Bordeaux Rouge 2015,Buffeteau,"25,550","['Cabernet Sauvignon', 'Merlot']"
1114,1114,South Africa,Swartland,3.9,133,Basson Pinotage 2015,Cape of Good Hope,"51,101",['Pinotage']
1115,1115,France,Cahors,3.9,128,Little Fuck Malbec 2018,Vignobles Vellas,"40,455",['Malbec']
1116,1116,New Zealand,Central Otago,3.9,123,Pinot Noir 2022,Nanny Goat,"35,592",['Pinot Noir']
1117,1117,Chile,Central Valley,3.9,122,Carménère 2015,Tussock Jumper,"28,957",['Carménère']
1118,1118,Italy,Vesuvio,3.9,119,Lacryma Christi del Vesuvio Rosso 2006,Mastroberardino,"46,842",['Piedirosso']
1119,1119,Spain,Penedès,3.9,117,Cabernet Franc - Merlot Mas Irene 2010,Parés Baltà,"89,426","['Cabernet Franc', 'Merlot']"
1120,1120,New Zealand,Gimblett Gravels,3.9,114,Cabernet Sauvignon 2020,Stonecroft,"38,134",['Cabernet Sauvignon']
1121,1121,Chile,Maipo Valley,3.9,113,Tinto 2007,Zardoz,"76,651",['Cabernet Sauvignon']
1122,1122,New Zealand,Marlborough,3.9,113,Tempranillo 2018,Hans Herzog - Hans Family Estate,"58,477",['Tempranillo']
1123,1123,Italy,Langhe,3.9,105,Solo Per Amore 2020,Sori della Sorba,"109,867","['Nebbiolo', 'Dolcetto']"
1124,1124,Israel,Galilee,3.9,103,Old Vines Carignan (םךג הןמקד בשרןעמשמ) 2009,Carmel (יקבי כרמל),"54,507",['Carignan']
1125,1125,Spain,Somontano,3.9,91,Blecua Somontano 2002,Viñas del Vero,"149,044","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Tempranillo', 'Garnacha']"
1126,1126,France,Morey-Saint-Denis,3.9,90,Morey-Saint-Denis 2014,Domaine Stephane Magnien,"68,986",['Pinot Noir']
1127,1127,Italy,Chianti Colli Fiorentini,3.9,87,Castello di Poppiano Chianti Colli Fiorentini Riserva 2011,Conte Ferdinando Guicciardini,"68,986","['Sangiovese', 'Cabernet Sauvignon', 'Merlot']"
1128,1128,France,Bordeaux Supérieur,3.9,83,Cuvée de L'Etoile Bordeaux Supérieur 2002,Château de Brague,"41,732","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1129,1129,France,Côtes-du-Rhône,3.9,83,Côtes du Rhône Premier Terroir 2020,Château Beauchene,"18,663",['Grenache']
1130,1130,New Zealand,Central Otago,3.9,80,Defiance Pinot Noir 2018,Domain Road Vineyard,"59,325",['Pinot Noir']
1131,1131,Australia,McLaren Vale,3.9,79,Serpico Cabernet Sauvignon 2005,Mitolo,"106,460",['Cabernet Sauvignon']
1132,1132,Argentina,Lujan de Cuyo,3.9,79,Privada Family Blend 2005,Bodega Norton,"76,651","['Malbec', 'Merlot', 'Cabernet Sauvignon']"
1133,1133,Italy,Barolo,3.9,75,Barolo 2006,Biancospino,"135,417",['Nebbiolo']
1134,1134,Chile,Maule Valley,3.9,75,1810 Cabernet Sauvignon - Carmenère 2009,Casa Donoso,"71,541","['Cabernet Sauvignon', 'Carménère']"
1135,1135,France,Puisseguin-Saint-Émilion,3.9,72,La Fourvieille  Puisseguin-Saint-Émilion 2011,Château Guibot,"63,876","['Cabernet Franc', 'Merlot']"
1136,1136,Australia,McLaren Vale,3.9,72,Luna Shiraz 2012,Chalk Hill,"42,158",['Shiraz/Syrah']
1137,1137,France,Gigondas,3.9,70,Confidentiel Gigondas 2015,Montirius,"75,893","['Grenache', 'Mourvedre']"
1138,1138,New Zealand,Central Otago,3.9,69,Pinot Noir 2018,Mt Rosa,"46,611",['Pinot Noir']
1139,1139,France,Saint-Estèphe,3.9,69,Saint-Estèphe 1975,Château Phélan Ségur,"141,842","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1140,1140,New Zealand,Central Otago,3.9,67,Pinot Noir 2021,Nanny Goat,"110,182",['Pinot Noir']
1141,1141,France,Pessac-Léognan,3.9,64,Pessac-Léognan (Grand Cru Classé de Graves) 1983,Château de Fieuzal,"118,207","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1142,1142,New Zealand,Waiheke Island,3.9,62,Five Hills 2019,Cable Bay,"45,763","['Merlot', 'Malbec']"
1143,1143,Portugal,Tejo,3.9,61,Ikon Touriga Nacional 2011,Fiuza,"136,269",['Touriga Nacional']
1144,1144,France,Fleurie,3.9,59,Fleurie Clos Vernay 2016,Domaine Lafarge Vial,"59,723",['Gamay']
1145,1145,New Zealand,Marlborough,3.9,54,Pinot Noir 2006,Cloudy Bay,"63,876",['Pinot Noir']
1146,1146,Australia,Barossa Valley,3.9,53,Single Vineyard Shiraz 2017,Ubertas,"63,876",['Shiraz/Syrah']
1147,1147,Australia,Barossa Valley,3.9,52,The Eleventh Hour 2005,Massena,"80,909",['Shiraz/Syrah']
1148,1148,Italy,Chianti Classico,3.9,51,Chianti Classico Riserva 2005,Coltibuono,"89,426",['Sangiovese']
1149,1149,Italy,Toscana,3.9,50,Toscana Dogajolo Rosso 2004,Carpineto,"36,196","['Cabernet Sauvignon', 'Sangiovese']"
1150,1150,New Zealand,Central Otago,3.9,50,Finla Mor Pinot Noir 2021,Chard Farm,"37,948",['Pinot Noir']
1151,1151,New Zealand,Hawke's Bay,3.9,49,Syrah 2020,Bilancia,"29,513",['Shiraz/Syrah']
1152,1152,United States,Alexander Valley,3.9,47,Merlot 2002,Stonestreet,"63,563",['Merlot']
1153,1153,Australia,Piccadilly Valley,3.9,45,The Reserve Pinot Noir 2010,Barratt,"114,413",['Pinot Noir']
1154,1154,France,Gigondas,3.9,45,Confidentiel Gigondas 2011,Montirius,"92,860","['Grenache', 'Mourvedre']"
1155,1155,New Zealand,Gimblett Gravels,3.9,44,The Gimblett 2021,Trinity Hill,"33,730",['Cabernet Sauvignon']
1156,1156,Argentina,Mendoza,3.9,44,Ultra Malbec 2005,Kaiken,"38,138",['Malbec']
1157,1157,Chile,Maipo Valley,3.9,43,Cabernet Sauvignon Reserva 2005,Perez Cruz,"27,544",['Cabernet Sauvignon']
1158,1158,New Zealand,Hawke's Bay,3.9,43,Red Blend 2021,Black Barn,"30,356","['Cabernet Sauvignon', 'Malbec', 'Merlot']"
1159,1159,Argentina,Uco Valley,3.9,42,El Salvaje Malbec 2019,Casa de Uco,"31,781",['Malbec']
1160,1160,Australia,South Australia,3.9,40,Single Vineyard Series McLaren Vines Vineyard Shiraz - Grenache 2006,Rosemount,"23,306","['Shiraz/Syrah', 'Grenache']"
1161,1161,France,Lalande-de-Pomerol,3.9,39,Chateau La Croix Le Coeur du Bellevue Lalande-de-Pomerol 2010,Jean-Louis Trocard,"118,651","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1162,1162,Australia,Mornington Peninsula,3.9,39,Pinot Noir 2006,Stonier,"50,850",['Pinot Noir']
1163,1163,France,Côtes-du-Rhône,3.9,39,Linteau Côtes du Rhône 2019,L . Tramier & Fils,"31,146","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1164,1164,France,Lalande-de-Pomerol,3.9,39,Chateau La Croix Le Coeur du Bellevue Lalande-de-Pomerol 2009,Jean-Louis Trocard,"105,938","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1165,1165,New Zealand,Auckland,3.9,38,Airfield Red Blend 2022,Stonyridge Vineyard,"64,938","['Cabernet Sauvignon', 'Malbec', 'Merlot']"
1166,1166,France,Saint-Georges-Saint-Émilion,3.9,37,Saint-Georges-Saint-Émilion 1985,Château St. Georges,"105,236","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1167,1167,New Zealand,Hawke's Bay,3.9,37,Cru Heretaunga Syrah 2020,Smith Sheth,"33,730",['Shiraz/Syrah']
1168,1168,France,Pauillac,3.9,36,Pauillac (Grand Cru Classé) 1977,Château Lynch-Bages,"216,668","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1169,1169,France,Pauillac,3.9,36,Pauillac (Grand Cru Classé) 1980,Château Pichon Baron,"260,008","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
1170,1170,Italy,Barbaresco,3.9,35,Barbaresco 2002,Mirafiore,"71,190",['Nebbiolo']
1171,1171,France,Saint-Émilion Grand Cru,3.9,35,Château La Boisserie Saint-Émilion Grand Cru 1998,,"37,290","['Cabernet Sauvignon', 'Merlot']"
1172,1172,New Zealand,Marlborough,3.9,34,Syrah 2019,Fromm Winery,"71,686",['Shiraz/Syrah']
1173,1173,New Zealand,Gimblett Gravels,3.9,34,Gimblett Gravels Vineyard Te Kahu 2021,Craggy Range,"29,513","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']"
1174,1174,Australia,McLaren Vale,3.9,32,Barbera 2014,Chalk Hill,"61,444",['Barbera']
1175,1175,Spain,Costers del Segre,3.9,31,Tinto 2014,Cérvoles,"71,541","['Merlot', 'Garnacha', 'Tempranillo', 'Cabernet Sauvignon']"
1176,1176,France,Moulis-en-Médoc,3.9,31,Moulis-en-Médoc 1975,Château Poujeaux,"136,870","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
1177,1177,New Zealand,Central Otago,3.9,30,Surveyor Thomson Single Vineyard Pinot Noir 2019,Domaine Thomson,"46,611",['Pinot Noir']
1178,1178,Spain,Castilla,3.9,28,Crianza Tempranillo 2015,Vidal del Saz,"31,938",['Tempranillo']
1179,1179,Spain,Cariñena,3.9,28,Dance del Mar 2020,Solar de Urbezo,"20,866","['Merlot', 'Tempranillo']"
1180,1180,Argentina,Lujan de Cuyo,3.9,28,Kinién Cabernet Sauvignon 2003,Ruca Malen,"57,488",['Cabernet Sauvignon']
1181,1181,France,Haut-Médoc,3.9,26,Haut-Médoc 2013,Château Moulin de Blanchon,"41,732","['Merlot', 'Cabernet Sauvignon']"
1182,1182,Australia,Coonawarra,3.9,26,Triple Crown 2006,Punters Corner,"63,876","['Merlot', 'Shiraz/Syrah', 'Cabernet Sauvignon']"
1183,1183,New Zealand,Waiheke Island,3.9,25,Syrah 2020,Passage Rock,"33,896",['Shiraz/Syrah']
1184,1184,Italy,Pompeiano,3.9,25,Pompeiano Villa Dei Misteri Rosso 2003,Mastroberardino,"340,671",['Piedirosso']
1185,1185,Italy,Toscana,3.8,70062,Memoro Rosso N.V.,Piccini,"27,680","['Primitivo', 'Montepulciano', ""Nero d'Avola"", 'Merlot']"
1186,1186,Argentina,Lujan de Cuyo,3.8,30141,Malbec D.O.C. 2007,Bodega Norton,"20,440",['Malbec']
1187,1187,France,Médoc,3.8,17626,Médoc 1975,Château La Tour de By,"105,754","['Cabernet Sauvignon', 'Merlot']"
1188,1188,United States,Dry Creek Valley,3.8,10110,Zinfandel Sonoma Heritage Vines 2001,Rancho Zabaco,"51,101",['Zinfandel']
1189,1189,France,Médoc,3.8,9722,Médoc 1994,Château Patache d'Aux,"33,215","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1190,1190,Argentina,Uco Valley,3.8,8937,Reserve Malbec Mendoza 2006,Bodega Piedra Negra,"23,847",['Malbec']
1191,1191,Italy,Chianti Rùfina,3.8,6879,Chianti Rùfina Riserva 2014,Castello Nipozzano,"76,651",['Sangiovese']
1192,1192,Italy,Rosso Conero,3.8,6461,Rosso Conero Piancarda 2004,Garofoli,"37,900",['Montepulciano']
1193,1193,Argentina,San Juan,3.8,6090,Signos Malbec 2003,Callia,"14,904",['Malbec']
1194,1194,Italy,Rubicone,3.8,5928,Moma Rosso 2004,Umberto Cesari,"36,196","['Cabernet Sauvignon', 'Merlot', 'Sangiovese']"
1195,1195,United States,Central Coast,3.8,5471,Sandstone Merlot 2005,Wente Vineyards,"28,957",['Merlot']
1196,1196,United States,California,3.8,5383,Diamond Collection Syrah - Shiraz 2004,Francis Ford Coppola Winery,"48,972",['Shiraz/Syrah']
1197,1197,France,Côtes-du-Rhône,3.8,4817,Saint-Esprit Côtes-du-Rhône 2017,Delas,"34,067","['Shiraz/Syrah', 'Grenache']"
1198,1198,United States,Paso Robles,3.8,4609,Cabernet Sauvignon (Founder's) 2003,Concannon,"31,938",['Cabernet Sauvignon']
1199,1199,Chile,Maipo Valley,3.8,4587,Cabernet Sauvignon Reserva 2016,Perez Cruz,"31,938","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Carménère']"
1200,1200,Italy,Rosso Veronese,3.8,3936,Campofiorin Rosso Veronese 2017,Masi,"54,507",['Corvina']
1201,1201,Australia,McLaren Vale,3.8,3753,Jester Cabernet Sauvignon 2006,Mitolo,"41,732",['Cabernet Sauvignon']
1202,1202,United States,Sonoma County,3.8,3261,Vintner's Reserve Cabernet Sauvignon 2016,Kendall-Jackson,"63,876",['Cabernet Sauvignon']
1203,1203,Italy,Sicilia,3.8,3188,Lamùri Nero d'Avola 2014,Tenuta Regaleali,"46,842","[""Nero d'Avola""]"
1204,1204,Chile,Maipo Valley,3.8,2982,Gran Reserva 2017,Escudo Rojo,"51,101","['Carménère', 'Cabernet Sauvignon', 'Shiraz/Syrah', 'Cabernet Franc']"
1205,1205,Australia,Western Victoria,3.8,2842,Bin No 1 Shiraz 2004,Best's,"76,651",['Shiraz/Syrah']
1206,1206,Chile,Maipo Valley,3.8,2647,Gran Reserva Cabernet Sauvignon 2012,Carmen,"36,196",['Cabernet Sauvignon']
1207,1207,Chile,Aconcagua Valley,3.8,2267,Max Reserva Carmenère 2015,Errazuriz,"53,230",['Carménère']
1208,1208,Italy,Chianti Classico,3.8,2242,Chianti Classico 2013,Fonterutoli,"80,909","['Sangiovese', 'Merlot', 'Malvasia Nera']"
1209,1209,Australia,South Australia,3.8,2177,Max's Shiraz - Cabernet 2015,Penfolds,"68,134",['Shiraz/Syrah']
1210,1210,New Zealand,Marlborough,3.8,2145,Pinot Noir 2014,Cloudy Bay,"123,493",['Pinot Noir']
1211,1211,Spain,Rioja,3.8,2021,Crianza 2021,Lacrimus,"14,856","['Graciano', 'Tempranillo']"
1212,1212,United States,Napa Valley,3.8,1740,Napa Valley Cabernet Sauvignon 2014,Sterling Vineyards,"71,541",['Cabernet Sauvignon']
1213,1213,Italy,Langhe,3.8,1709,Nebbiolo 2016,Pio Cesare,"76,651",['Nebbiolo']
1214,1214,Australia,Barossa,3.8,1606,THE Barossan Shiraz 2016,Peter Lehmann,"40,455",['Shiraz/Syrah']
1215,1215,Italy,Langhe,3.8,1549,Langhe Nebbiolo 2006,Erbaluna,"53,230",['Nebbiolo']
1216,1216,Chile,Colchagua Valley,3.8,1541,Limited Selection Syrah - Carmenère - Cabernet Sauvignon 2005,Ravanal,"51,101","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Carménère']"
1217,1217,United States,Los Carneros,3.8,1514,Pinot Noir 2013,Robert Mondavi Winery,"93,685",['Pinot Noir']
1218,1218,France,Saint-Estèphe,3.8,1467,Tronquoy de Sainte-Anne Saint-Estèphe 2001,Château Tronquoy,"51,101","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
1219,1219,Italy,Langhe,3.8,1409,Nebbiolo 2015,Pio Cesare,"76,651",['Nebbiolo']
1220,1220,Italy,Etna,3.8,1199,Sul Vulcano Etna Rosso 2016,Donnafugata,"68,134",['Nerello Mascalese']
1221,1221,United States,San Francisco Bay,3.8,1197,Petite Sirah (Founder's) 2003,Concannon,"31,938",['Petite Sirah']
1222,1222,Italy,Valtellina Superiore,3.8,1172,Grumello Valtellina Superiore 2001,Aldo Rainoldi,"42,584",['Nebbiolo']
1223,1223,Italy,Toscana,3.8,1170,Rosso Toscano 2011,Lornano,"33,641","['Merlot', 'Sangiovese']"
1224,1224,Australia,Clare Valley,3.8,1124,Blocks Road Cabernet Sauvignon 2002,Kilikanoon,"59,617",['Cabernet Sauvignon']
1225,1225,United States,Arroyo Seco,3.8,1106,Reliz Creek Pinot Noir 2005,Wente Vineyards,"44,713",['Pinot Noir']
1226,1226,France,Bordeaux Supérieur,3.8,1094,Bordeaux Supérieur 2004,Château de Brague,"24,699","['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']"
1227,1227,New Zealand,Central Otago,3.8,1065,Pinot Noir 2022,Quartz Reef,"50,001",['Pinot Noir']
1228,1228,New Zealand,Gimblett Gravels,3.8,1008,Merlot Gimblett Gravels Vineyard 2021,Craggy Range,"34,744",['Merlot']
1229,1229,France,Castillon - Côtes de Bordeaux,3.8,952,Castillon - Côtes de Bordeaux 2004,Clos de la Vieille Eglise,"51,101","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1230,1230,France,Castillon - Côtes de Bordeaux,3.8,952,Castillon - Côtes de Bordeaux 2006,Clos de la Vieille Eglise,"76,651","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1231,1231,France,Castillon - Côtes de Bordeaux,3.8,952,Castillon - Côtes de Bordeaux 2003,Clos de la Vieille Eglise,"25,550","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1232,1232,Italy,Montepulciano d'Abruzzo,3.8,924,Il Vino dal Tralcetto Montepulciano d'Abruzzo 2008,Cantina Zaccagnini,"38,326",['Montepulciano']
1233,1233,Australia,McLaren Vale,3.8,913,Jester Shiraz 2017,Mitolo,"46,842",['Shiraz/Syrah']
