"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"ASN00059051","1966-04","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","8",",a","4",",a","2",",a","","","","","","","19660424",",,a","","","101.6",",,a,24,","","","206.8",",,,a","",""
"ASN00059051","1966-05","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5",",a","5",",a","1",",a","","","","","","","19660519",",,a","","","32.0",",,a,19,","","","69.3",",,,a","",""
"ASN00059051","1966-06","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7",",a","4",",a","1",",a","","","","","","","19660611",",,a","","","93.5",",,a,11,","","","139.6",",,,a","",""
"ASN00059051","1966-07","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","3",",a","0",",a","0",",a","","","","","","","19660705",",,a","","","2.3",",,a,05,","","","3.1",",,,a","",""
"ASN00059051","1966-08","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","9",",a","7",",a","3",",a","","","","","","","19660820",",,a","","","29.5",",,a,20,","","","141.8",",,,a","",""
"ASN00059051","1966-09","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7",",a","4",",a","0",",a","","","","","","","19660901",",,a","","","11.2",",,a,01,","","","23.5",",,,a","",""
"ASN00059051","1966-10","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","9","5,a","5","5,a","1","5,a","","","","","","","19661014",",5,a","","","48.8","5,,a,14,","","","160.1",",a,,a","",""
"ASN00059051","1966-11","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","10",",a","6",",a","1",",a","","","","","","","19661108",",,a","","","86.4",",,a,08,","","","140.8",",,,a","",""
"ASN00059051","1966-12","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7","5,a","6","5,a","0","5,a","","","","","","","19661206",",5,a","","","19.3","5,,a,06,","","","79.8",",a,,a","",""
"ASN00059051","1967-01","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","12","3,a","8","3,a","3","3,a","","","","","","","19670105",",3,a","","","76.2","3,,a,05,","","","333.1",",a,,a","",""
"ASN00059051","1967-02","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","9",",a","5",",a","0",",a","","","","","","","19670222",",,a","","","22.9",",,a,22,","","","55.8",",,,a","",""
"ASN00059051","1967-03","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","","","","","","","","","","","","","","","","","","","","","263.1",",a,,a","",""
"ASN00059051","1967-04","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","","","","","","","","","","","","","","","","","","","","","161.3",",a,,a","",""
"ASN00059051","1967-05","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","8","3,a","5","3,a","0","3,a","","","","","","","19670515",",3,a","","","20.6","3,,a,15,","","","99.9",",a,,a","",""
"ASN00059051","1967-06","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","19",",a","16",",a","7",",a","","","","","","","19670611",",,a","","","104.1",",,a,11,","","","494.0",",,,a","",""
"ASN00059051","1967-07","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","6",",a","2",",a","0",",a","","","","","","","19670727",",,a","","","14.0",",,a,27,","","","26.2",",,,a","",""
"ASN00059051","1967-08","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5","2,a","2","2,a","0","2,a","","","","","","","19670823",",2,a","","","16.0","2,,a,23,","","","118.9",",a,,a","",""
"ASN00059051","1967-09","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5",",a","2",",a","0",",a","","","","","","","19670907",",,a","","","15.7",",,a,07,","","","25.7",",,,a","",""
"ASN00059051","1967-11","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","","","","","","","0","5,a","24","5,a","3","5,a","","","19671123",",5,a","","","35.6","5,a,23,","","","25.58","5,,,a"
"ASN00059051","1967-12","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","10",",a","8",",a","1",",a","","","","","","","19671206",",,a","","","32.3",",,a,06,","","","107.2",",,,a","",""
"ASN00059051","1968-01","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","13",",a","10",",a","2",",a","","","","","","","19680106",",,a","","","29.0",",,a,06,","","","116.9",",,,a","",""
"ASN00059051","1968-02","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7","5,a","6","5,a","1","5,a","0","5,a","24","5,a","1","5,a","19680213",",5,a","19680202",",5,a","33.0","5,,a,13,","33.3","5,a,02,","220.8",",a,,a","27.59","5,,,a"
"ASN00059051","1968-03","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","12",",a","7",",a","1",",a","","","","","","","19680318",",,a","","","27.9",",,a,18,","","","84.8",",,,a","",""
"ASN00059051","1968-04","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5",",a","2",",a","0",",a","","","","","","","19680410",",,a","","","11.4",",,a,10,","","","20.8",",,,a","",""
"ASN00059051","1968-05","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","8",",a","5",",a","0",",a","","","","","","","19680509",",,a","","","14.0",",,a,09,","","","49.6",",,,a","",""
"ASN00059051","1968-06","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","6",",a","4",",a","0",",a","","","","","","","19680617",",,a","","","11.4",",,a,17,","","","22.9",",,,a","",""
"ASN00059051","1968-07","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7",",a","2",",a","0",",a","","","","","","","19680718",",,a","","","16.0",",,a,18,","","","34.9",",,,a","",""
"ASN00059051","1968-08","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","7","2,a","4","2,a","1","2,a","","","","","","","19680814",",2,a","","","78.2","2,,a,14,","","","141.8",",a,,a","",""
"ASN00059051","1968-09","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5",",a","1",",a","0",",a","","","","","","","19680910",",,a","","","10.4",",,a,10,","","","15.0",",,,a","",""
"ASN00059051","1968-10","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","3",",a","2",",a","1",",a","","","","","","","19681006",",,a","","","29.5",",,a,06,","","","48.8",",,,a","",""
"ASN00059051","1968-11","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","5",",a","2",",a","1",",a","","","","","","","19681109",",,a","","","69.9",",,a,09,","","","79.3",",,,a","",""
"ASN00059051","1968-12","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","10",",a","7",",a","1",",a","","","","","","","19681204",",,a","","","40.9",",,a,04,","","","126.5",",,,a","",""
"ASN00059051","1969-02","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","","","","","","","","","","","","","","","","","","","","","207.0",",a,,a","",""
"ASN00059051","1969-06","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","8","3,a","4","3,a","2","3,a","","","","","","","19690605",",3,a","","","88.1","3,,a,05,","","","162.6",",a,,a","",""
"ASN00059051","1969-08","-30.1167","153.1833","30.5","WOOLGOOLGA STATE FOREST, AS","8","2,a","5","2,a","1","2,a","","","","","","","19690825",",2,a","","","35.1","2,,a,25,","","","145.3",",a,,a","",""
