"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00056006","1750-03","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","11","2,a","6","2,a","0","2,a","","","","","","","","","","","","","17500301",",2,a","","","","","18.0","2,,a,01,","","","55.2","2,,,a","","","","","",""
"ASN00056006","1750-05","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","8","1,a","7","1,a","2","1,a","","","","","","","","","","","","","17500506",",1,a","","","","","35.8","1,,a,06,","","","120.2","1,,,a","","","","","",""
"ASN00056006","1883-03","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18830328",",,a","","","","","14.0",",,a,28,","","","16.5",",,,a","","","","","",""
"ASN00056006","1883-04","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","6",",a","5",",a","1",",a","","","","","","","","","","","","","18830423",",,a","","","","","31.5",",,a,23,","","","86.6",",,,a","","","","","",""
"ASN00056006","1883-05","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","8",",a","6",",a","1",",a","","","","","","","","","","","","","18830507",",,a","","","","","28.2",",,a,07,","","","84.6",",,,a","","","","","",""
"ASN00056006","1883-06","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","2",",a","1",",a","0",",a","","","","","","","","","","","","","18830620",",,a","","","","","2.5",",,a,20,","","","4.5",",,,a","","","","","",""
"ASN00056006","1883-07","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18830704",",,a","","","","","2.5",",,a,04,","","","2.5",",,,a","","","","","",""
"ASN00056006","1883-08","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18830819",",,a","","","","","5.1",",,a,19,","","","5.1",",,,a","","","","","",""
"ASN00056006","1883-09","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","4",",a","3",",a","0",",a","","","","","","","","","","","","","18830912",",,a","","","","","17.3",",,a,12,","","","47.3",",,,a","","","","","",""
"ASN00056006","1883-10","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","11",",a","10",",a","0",",a","","","","","","","","","","","","","18831027",",,a","","","","","23.6",",,a,27,","","","110.3",",,,a","","","","","",""
"ASN00056006","1883-11","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","5",",a","4",",a","0",",a","","","","","","","","","","","","","18831108",",,a","","","","","16.3",",,a,08,","","","39.7",",,,a","","","","","",""
"ASN00056006","1883-12","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","3",",a","3",",a","2",",a","","","","","","","","","","","","","18831204",",,a","","","","","34.8",",,a,04,","","","64.2",",,,a","","","","","",""
"ASN00056006","1884-01","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18840120",",,a","","","","","13.7",",,a,20,","","","22.3",",,,a","","","","","",""
"ASN00056006","1884-02","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","2",",a","2",",a","1",",a","","","","","","","","","","","","","18840201",",,a","","","","","28.7",",,a,01,","","","38.9",",,,a","","","","","",""
"ASN00056006","1884-03","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","18840301",",,a","","","","","1.5",",,a,01,","","","2.5",",,,a","","","","","",""
"ASN00056006","1884-04","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","3",",a","2",",a","1",",a","","","","","","","","","","","","","18840420",",,a","","","","","25.4",",,a,20,","","","32.8",",,,a","","","","","",""
"ASN00056006","1884-05","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","7",",a","5",",a","0",",a","","","","","","","","","","","","","18840511",",,a","","","","","12.2",",,a,11,","","","38.5",",,,a","","","","","",""
"ASN00056006","1884-06","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","6",",a","5",",a","0",",a","","","","","","","","","","","","","18840615",",,a","","","","","20.1",",,a,15,","","","47.0",",,,a","","","","","",""
"ASN00056006","1884-07","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","10",",a","7",",a","0",",a","","","","","","","","","","","","","18840702",",,a","","","","","15.2",",,a,02,","","","74.9",",,,a","","","","","",""
"ASN00056006","1884-08","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","4",",a","3",",a","0",",a","","","","","","","","","","","","","18840807",",,a","","","","","5.6",",,a,07,","","","12.2",",,,a","","","","","",""
"ASN00056006","1884-09","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","10",",a","5",",a","2",",a","","","","","","","","","","","","","18840910",",,a","","","","","35.6",",,a,10,","","","103.6",",,,a","","","","","",""
"ASN00056006","1884-10","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","4",",a","3",",a","0",",a","","","","","","","","","","","","","18841002",",,a","","","","","15.7",",,a,02,","","","27.9",",,,a","","","","","",""
"ASN00056006","1884-11","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","11",",a","9",",a","0",",a","","","","","","","","","","","","","18841107",",,a","","","","","19.1",",,a,07,","","","85.2",",,,a","","","","","",""
"ASN00056006","1884-12","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","4",",a","3",",a","0",",a","","","","","","","","","","","","","18841215","+,,a","","","","","9.4",",,a,15,+","","","21.8",",,,a","","","","","",""
"ASN00056006","1885-01","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","11",",a","8",",a","0",",a","","","","","","","","","","","","","18850109",",,a","","","","","16.8",",,a,09,","","","71.4",",,,a","","","","","",""
"ASN00056006","1885-02","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","8",",a","8",",a","3",",a","","","","","","","","","","","","","18850218",",,a","","","","","41.9",",,a,18,","","","156.0",",,,a","","","","","",""
"ASN00056006","1885-03","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18850302",",,a","","","","","21.8",",,a,02,","","","39.6",",,,a","","","","","",""
"ASN00056006","1885-04","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","5",",a","2",",a","1",",a","","","","","","","","","","","","","18850416",",,a","","","","","28.2",",,a,16,","","","46.0",",,,a","","","","","",""
"ASN00056006","1885-05","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","3",",a","2",",a","0",",a","","","","","","","","","","","","","18850508",",,a","","","","","10.9",",,a,08,","","","16.5",",,,a","","","","","",""
"ASN00056006","1885-06","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","9",",a","5",",a","2",",a","","","","","","","","","","","","","18850613",",,a","","","","","57.2",",,a,13,","","","101.4",",,,a","","","","","",""
"ASN00056006","1885-07","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","4",",a","2",",a","0",",a","","","","","","","","","","","","","18850723",",,a","","","","","12.7",",,a,23,","","","18.3",",,,a","","","","","",""
"ASN00056006","1885-08","-30.1711","151.0757","654.0","BUNDARRA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18850823",",,a","","","","","13.0",",,a,23,","","","16.8",",,,a","","","","","",""
