"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AU000006306","1874-01","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","27",",E","7",",E","0",",E","0",",E","18740111",",,E","","","","","18740122","+,,E","-15.9",",E,11,","","","","","6.1",",E,22,+","","","629.1",",E","","","-1.96",",E","1.08",",,,E","-5.01",",,,E"
"AU000006306","1874-02","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","2",",E","27",",E","5",",E","0",",E","0",",E","18740211",",,E","","","","","18740227","+,,E","-19.0",",E,11,","","","","","6.4",",E,27,+","","","559.2",",E","","","-1.64",",E","2.12",",,,E","-5.40",",,,E"
"AU000006306","1874-03","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","19",",E","0",",E","0",",E","0",",E","18740305",",,E","","","","","18740328",",,E","-9.1",",E,05,","","","","","17.5",",E,28,","","","481.3",",E","","","2.81",",E","7.12",",,,E","-1.50",",,,E"
"AU000006306","1874-04","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","0",",E","0",",E","4",",E","0",",E","18740429",",,E","","","","","18740423",",,E","0.2",",E,29,","","","","","24.2",",E,23,","","","217.6",",E","","","11.08",",E","15.67",",,,E","6.49",",,,E"
"AU000006306","1874-05","47.8","13.0","437.0","SALZBURG, AU","4.4","E","4.4",",E","","","","","","","","","0",",E","3",",E","0",",E","3",",E","0",",E","18740516",",,E","","","","","18740531",",,E","-1.7",",E,16,","","","","","27.3",",E,31,","","","274.3",",E","","","9.63",",E","14.01",",,,E","5.25",",,,E"
"AU000006306","1874-06","47.8","13.0","437.0","SALZBURG, AU","37.0","E","32.6",",E","","","","","","","","","0",",E","0",",E","0",",E","18",",E","0",",E","18740614",",,E","","","","","18740603",",,E","4.5",",E,14,","","","","","29.4",",E,03,","","","61.1",",E","","","17.38",",E","21.95",",,,E","12.81",",,,E"
"AU000006306","1874-07","47.8","13.0","437.0","SALZBURG, AU","154.9","E","117.9",",E","","","","","","","","","0",",E","0",",E","0",",E","28",",E","1",",E","18740726",",,E","","","","","18740704",",,E","11.1",",E,26,","","","","","32.5",",E,04,","11.2","E","11.2",",E","","","21.78",",E","26.76",",,,E","16.79",",,,E"
"AU000006306","1874-08","47.8","13.0","437.0","SALZBURG, AU","167.2","E","12.3",",E","","","","","","","","","0",",E","0",",E","0",",E","9",",E","0",",E","18740816",",,E","","","","","18740803",",,E","7.3",",E,16,","","","","","27.7",",E,03,","99.8","E","88.6",",E","","","15.87",",E","19.67",",,,E","12.07",",,,E"
"AU000006306","1874-09","47.8","13.0","437.0","SALZBURG, AU","173.5","E","6.3",",E","","","","","","","","","0",",E","0",",E","0",",E","18",",E","0",",E","18740916","+,,E","","","","","18740903",",,E","5.3",",E,16,+","","","","","25.4",",E,03,","167.4","E","67.6",",E","","","16.29",",E","20.78",",,,E","11.80",",,,E"
"AU000006306","1874-10","47.8","13.0","437.0","SALZBURG, AU","173.5","E","0.0",",E","","","","","","","","","0",",E","6",",E","0",",E","1",",E","0",",E","18741028",",,E","","","","","18741001",",,E","-3.7",",E,28,","","","","","21.4",",E,01,","436.9","E","269.5",",E","","","9.64",",E","14.01",",,,E","5.27",",,,E"
"AU000006306","1874-11","47.8","13.0","437.0","SALZBURG, AU","173.5","E","0.0",",E","","","","","","","","","1",",E","24",",E","5",",E","0",",E","0",",E","18741125",",,E","","","","","18741108",",,E","-18.0",",E,25,","","","","","10.1",",E,08,","1009.3","E","572.4",",E","","","-0.75",",E","2.18",",,,E","-3.67",",,,E"
"AU000006306","1874-12","47.8","13.0","437.0","SALZBURG, AU","173.5","E","0.0",",E","","","","","","","","","0",",E","29",",E","14",",E","0",",E","0",",E","18741228","+,,E","","","","","18741201",",,E","-12.0",",E,28,+","","","","","11.1",",E,01,","1665.7","E","656.4",",E","","","-2.84",",E","0.11",",,,E","-5.79",",,,E"
"AU000006306","1875-01","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","1",",E","24",",E","6",",E","0",",E","0",",E","18750102",",,E","","","","","18750119",",,E","-19.7",",E,02,","","","","","7.9",",E,19,","2238.1","E","572.4",",E","","","-0.13",",E","2.90",",,,E","-3.16",",,,E"
"AU000006306","1875-02","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","1",",E","28",",E","18",",E","0",",E","0",",E","18750215",",,E","","","","","18750219",",,E","-18.6",",E,15,","","","","","5.5",",E,19,","2887.2","E","649.1",",E","","","-4.85",",E","-1.17",",,,E","-8.53",",,,E"
"AU000006306","1875-03","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","25",",E","7",",E","0",",E","0",",E","18750306",",,E","","","","","18750315",",,E","-13.4",",E,06,","","","","","10.3",",E,15,","3450.4","E","563.2",",E","","","0.17",",E","4.00",",,,E","-3.67",",,,E"
"AU000006306","1875-04","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","2",",E","0",",E","2",",E","0",",E","18750414",",,E","","","","","18750421",",,E","-2.4",",E,14,","","","","","23.3",",E,21,","3727.8","E","277.4",",E","","","9.09",",E","14.15",",,,E","4.02",",,,E"
"AU000006306","1875-05","47.8","13.0","437.0","SALZBURG, AU","10.5","E","10.5",",E","","","","","","","","","0",",E","0",",E","0",",E","14",",E","0",",E","18750527",",,E","","","","","18750510",",,E","5.2",",E,27,","","","","","27.1",",E,10,","3816.3","E","88.5",",E","","","15.82",",E","20.81",",,,E","10.82",",,,E"
"AU000006306","1875-06","47.8","13.0","437.0","SALZBURG, AU","53.3","E","42.8",",E","","","","","","","","","0",",E","0",",E","0",",E","23",",E","0",",E","18750627",",,E","","","","","18750604",",,E","9.6",",E,27,","","","","","29.2",",E,04,","3849.7","E","33.4",",E","","","18.65",",E","23.11",",,,E","14.19",",,,E"
"AU000006306","1875-07","47.8","13.0","437.0","SALZBURG, AU","90.2","E","36.9",",E","","","","","","","","","0",",E","0",",E","0",",E","21",",E","0",",E","18750713",",,E","","","","","18750708",",,E","9.7",",E,13,","","","","","28.9",",E,08,","34.2","E","34.2",",E","","","18.42",",E","22.68",",,,E","14.16",",,,E"
"AU000006306","1875-08","47.8","13.0","437.0","SALZBURG, AU","142.1","E","51.9",",E","","","","","","","","","0",",E","0",",E","0",",E","22",",E","0",",E","18750824",",,E","","","","","18750819",",,E","11.4",",E,24,","","","","","31.1",",E,19,","64.6","E","30.4",",E","","","19.02",",E","23.39",",,,E","14.66",",,,E"
"AU000006306","1875-09","47.8","13.0","437.0","SALZBURG, AU","142.1","E","0.0",",E","","","","","","","","","0",",E","0",",E","0",",E","6",",E","0",",E","18750925",",,E","","","","","18750912",",,E","2.0",",E,25,","","","","","22.8",",E,12,","213.4","E","148.8",",E","","","13.37",",E","17.47",",,,E","9.27",",,,E"
"AU000006306","1875-10","47.8","13.0","437.0","SALZBURG, AU","142.1","E","0.0",",E","","","","","","","","","0",",E","2",",E","0",",E","0",",E","0",",E","18751027",",,E","","","","","18751009",",,E","-3.5",",E,27,","","","","","16.4",",E,09,","567.3","E","353.9",",E","","","6.92",",E","9.93",",,,E","3.91",",,,E"
"AU000006306","1875-11","47.8","13.0","437.0","SALZBURG, AU","142.1","E","0.0",",E","","","","","","","","","0",",E","13",",E","1",",E","0",",E","0",",E","18751104",",,E","","","","","18751108",",,E","-5.5",",E,04,","","","","","14.5",",E,08,","1017.7","E","450.4",",E","","","3.32",",E","6.10",",,,E","0.54",",,,E"
"AU000006306","1875-12","47.8","13.0","437.0","SALZBURG, AU","142.1","E","0.0",",E","","","","","","","","","0",",E","27",",E","15",",E","0",",E","0",",E","18751210",",,E","","","","","18751223",",,E","-13.5",",E,10,","","","","","5.5",",E,23,","1686.0","E","668.3",",E","","","-3.23",",E","-0.33",",,,E","-6.12",",,,E"
"AU000006306","1876-01","47.8","13.0","437.0","SALZBURG, AU","0.0","E","0.0",",E","","","","","","","","","0",",E","31",",E","19",",E","0",",E","0",",E","18760107",",,E","","","","","18760123","+,,E","-15.4",",E,07,","","","","","4.0",",E,23,+","2391.9","E","705.9",",E","","","-4.44",",E","-1.29",",,,E","-7.59",",,,E"
