"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00081000","1750-03","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","1","2,a","0","2,a","0","2,a","","","","","","","","","","","","","17500314",",2,a","","","","","1.0","2,,a,14,","","","1.0","2,,,a","","","","","",""
"ASN00081000","1750-05","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","5","1,a","3","1,a","1","1,a","","","","","","","","","","","","","17500502",",1,a","","","","","27.4","1,,a,02,","","","35.2","1,,,a","","","","","",""
"ASN00081000","1884-09","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","15",",a","4",",a","0",",a","","","","","","","","","","","","","18840920",",,a","","","","","15.0",",,a,20,","","","44.3",",,,a","","","","","",""
"ASN00081000","1884-10","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","9",",a","4",",a","0",",a","","","","","","","","","","","","","18841020",",,a","","","","","11.2",",,a,20,","","","33.9",",,,a","","","","","",""
"ASN00081000","1884-11","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18841115",",,a","","","","","13.7",",,a,15,","","","28.6",",,,a","","","","","",""
"ASN00081000","1884-12","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","8",",a","5",",a","0",",a","","","","","","","","","","","","","18841209",",,a","","","","","10.4",",,a,09,","","","32.2",",,,a","","","","","",""
"ASN00081000","1885-01","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18850110",",,a","","","","","8.9",",,a,10,","","","8.9",",,,a","","","","","",""
"ASN00081000","1885-02","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","4",",a","3",",a","1",",a","","","","","","","","","","","","","18850217",",,a","","","","","27.9",",,a,17,","","","46.7",",,,a","","","","","",""
"ASN00081000","1885-03","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","2",",a","1",",a","","","","","","","","","","","","","18850326",",,a","","","","","32.5",",,a,26,","","","41.6",",,,a","","","","","",""
"ASN00081000","1885-04","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18850414","+,,a","","","","","10.9",",,a,14,+","","","21.8",",,,a","","","","","",""
"ASN00081000","1885-05","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18850522",",,a","","","","","13.5",",,a,22,","","","30.5",",,,a","","","","","",""
"ASN00081000","1885-06","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","7",",a","6",",a","0",",a","","","","","","","","","","","","","18850614",",,a","","","","","12.7",",,a,14,","","","51.2",",,,a","","","","","",""
"ASN00081000","1885-07","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","6",",a","6",",a","0",",a","","","","","","","","","","","","","18850706",",,a","","","","","25.1",",,a,06,","","","61.9",",,,a","","","","","",""
"ASN00081000","1885-08","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","5",",a","4",",a","0",",a","","","","","","","","","","","","","18850815",",,a","","","","","7.9",",,a,15,","","","28.2",",,,a","","","","","",""
"ASN00081000","1885-09","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","5",",a","5",",a","2",",a","","","","","","","","","","","","","18850912",",,a","","","","","31.8",",,a,12,","","","103.0",",,,a","","","","","",""
"ASN00081000","1885-10","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18851030",",,a","","","","","19.1",",,a,30,","","","25.4",",,,a","","","","","",""
"ASN00081000","1885-11","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","0",",a","0",",a","0",",a","","","","","","","","","","","","","18851130","+,,a","","","","","0.0",",,a,30,+","","","0.0",",,,a","","","","","",""
"ASN00081000","1885-12","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","1",",a","","","","","","","","","","","","","18851223",",,a","","","","","29.5",",,a,23,","","","72.5",",,,a","","","","","",""
"ASN00081000","1886-01","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","2",",a","0",",a","","","","","","","","","","","","","18860118",",,a","","","","","4.1",",,a,18,","","","9.2",",,,a","","","","","",""
"ASN00081000","1886-02","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18860201",",,a","","","","","8.1",",,a,01,","","","15.0",",,,a","","","","","",""
"ASN00081000","1886-03","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18860324",",,a","","","","","12.7",",,a,24,","","","20.8",",,,a","","","","","",""
"ASN00081000","1886-04","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18860422",",,a","","","","","4.3",",,a,22,","","","4.3",",,,a","","","","","",""
"ASN00081000","1886-05","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18860518",",,a","","","","","10.4",",,a,18,","","","19.5",",,,a","","","","","",""
"ASN00081000","1886-06","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18860611",",,a","","","","","6.9",",,a,11,","","","15.8",",,,a","","","","","",""
"ASN00081000","1886-07","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","7",",a","6",",a","0",",a","","","","","","","","","","","","","18860719",",,a","","","","","22.1",",,a,19,","","","63.5",",,,a","","","","","",""
"ASN00081000","1886-08","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","7",",a","7",",a","1",",a","","","","","","","","","","","","","18860820",",,a","","","","","31.8",",,a,20,","","","102.4",",,,a","","","","","",""
"ASN00081000","1886-09","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","5",",a","4",",a","0",",a","","","","","","","","","","","","","18860920",",,a","","","","","11.9",",,a,20,","","","35.7",",,,a","","","","","",""
"ASN00081000","1886-10","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","8",",a","5",",a","0",",a","","","","","","","","","","","","","18861024",",,a","","","","","8.4",",,a,24,","","","25.9",",,,a","","","","","",""
"ASN00081000","1886-11","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","4",",a","3",",a","1",",a","","","","","","","","","","","","","18861103",",,a","","","","","26.2",",,a,03,","","","46.5",",,,a","","","","","",""
"ASN00081000","1886-12","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","4",",a","4",",a","0",",a","","","","","","","","","","","","","18861204",",,a","","","","","6.4",",,a,04,","","","19.1",",,,a","","","","","",""
"ASN00081000","1887-01","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","2",",a","2",",a","0",",a","","","","","","","","","","","","","18870107",",,a","","","","","15.7",",,a,07,","","","18.7",",,,a","","","","","",""
"ASN00081000","1887-02","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","18870216",",,a","","","","","15.7",",,a,16,","","","27.7",",,,a","","","","","",""
"ASN00081000","1887-03","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","0",",a","0",",a","","","","","","","","","","","","","18870324",",,a","","","","","2.0",",,a,24,","","","4.1",",,,a","","","","","",""
"ASN00081000","1887-04","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","6",",a","6",",a","0",",a","","","","","","","","","","","","","18870410",",,a","","","","","14.0",",,a,10,","","","52.3",",,,a","","","","","",""
"ASN00081000","1887-05","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","5",",a","5",",a","0",",a","","","","","","","","","","","","","18870518",",,a","","","","","8.9",",,a,18,","","","30.6",",,,a","","","","","",""
"ASN00081000","1887-06","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","12",",a","11",",a","0",",a","","","","","","","","","","","","","18870602",",,a","","","","","10.7",",,a,02,","","","72.0",",,,a","","","","","",""
"ASN00081000","1887-07","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","8",",a","8",",a","0",",a","","","","","","","","","","","","","18870729",",,a","","","","","15.2",",,a,29,","","","76.7",",,,a","","","","","",""
"ASN00081000","1887-08","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","10",",a","9",",a","1",",a","","","","","","","","","","","","","18870827",",,a","","","","","29.5",",,a,27,","","","67.1",",,,a","","","","","",""
"ASN00081000","1887-09","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","3",",a","2",",a","0",",a","","","","","","","","","","","","","18870912",",,a","","","","","12.7",",,a,12,","","","17.2",",,,a","","","","","",""
"ASN00081000","1887-10","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","6",",a","5",",a","1",",a","","","","","","","","","","","","","18871002",",,a","","","","","38.9",",,a,02,","","","60.7",",,,a","","","","","",""
"ASN00081000","1887-11","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","7",",a","7",",a","1",",a","","","","","","","","","","","","","18871105",",,a","","","","","48.8",",,a,05,","","","125.7",",,,a","","","","","",""
"ASN00081000","1887-12","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","6",",a","6",",a","1",",a","","","","","","","","","","","","","18871218",",,a","","","","","29.0",",,a,18,","","","85.4",",,,a","","","","","",""
"ASN00081000","1888-01","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","7",",a","5",",a","0",",a","","","","","","","","","","","","","18880102",",,a","","","","","6.4",",,a,02,","","","23.1",",,,a","","","","","",""
"ASN00081000","1888-02","-37.0887","143.4747","242.0","AVOCA POST OFFICE, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18880212",",,a","","","","","4.6",",,a,12,","","","4.6",",,,a","","","","","",""
