"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026659","1955-01","54.883","28.7","174.0","LEPEL, BO","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19550112",",,I","","","","","","","8.0",",,I,12,","","","","","","","34.6",",,,I","","","","","",""
"BOM00026659","1955-02","54.883","28.7","174.0","LEPEL, BO","","","17",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19550219",",,I","","","","","","","12.6",",,I,19,","","","","","","","48.4",",,,I","","","","","",""
"BOM00026659","1955-03","54.883","28.7","174.0","LEPEL, BO","","","15",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550328",",,I","","","","","","","9.3",",,I,28,","","","","","","","44.5",",,,I","","","","","",""
"BOM00026659","1955-04","54.883","28.7","174.0","LEPEL, BO","","","16",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19550407",",,I","","","","","","","10.3",",,I,07,","","","","","","","64.6",",,,I","","","","","",""
"BOM00026659","1955-05","54.883","28.7","174.0","LEPEL, BO","","","18",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19550516",",,I","","","","","","","21.3",",,I,16,","","","","","","","91.0",",,,I","","","","","",""
"BOM00026659","1955-06","54.883","28.7","174.0","LEPEL, BO","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19550611",",,I","","","","","","","21.2",",,I,11,","","","","","","","36.0",",,,I","","","","","",""
"BOM00026659","1955-07","54.883","28.7","174.0","LEPEL, BO","","","14",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19550728",",,I","","","","","","","28.1",",,I,28,","","","","","","","93.5",",,,I","","","","","",""
"BOM00026659","1955-08","54.883","28.7","174.0","LEPEL, BO","","","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19550822",",,I","","","","","","","18.8",",,I,22,","","","","","","","29.5",",,,I","","","","","",""
"BOM00026659","1955-09","54.883","28.7","174.0","LEPEL, BO","","","12",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19550919",",,I","","","","","","","18.3",",,I,19,","","","","","","","103.4",",,,I","","","","","",""
"BOM00026659","1955-10","54.883","28.7","174.0","LEPEL, BO","","","11",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19551025",",,I","","","","","","","11.2",",,I,25,","","","","","","","36.2",",,,I","","","","","",""
