"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026666","1936-01","55.167","30.217","208.0","VITEBSK, BO","","","21",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19360123",",,I","","","","","","","11.4",",,I,23,","","","","","","","59.7",",,,I","","","","","",""
"BOM00026666","1936-02","55.167","30.217","208.0","VITEBSK, BO","","","14",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360209",",,I","","","","","","","5.7",",,I,09,","","","","","","","29.6",",,,I","","","","","",""
"BOM00026666","1936-03","55.167","30.217","208.0","VITEBSK, BO","","","13",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360315",",,I","","","","","","","6.2",",,I,15,","","","","","","","29.6",",,,I","","","","","",""
"BOM00026666","1936-04","55.167","30.217","208.0","VITEBSK, BO","","","19",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19360403",",,I","","","","","","","9.4",",,I,03,","","","","","","","40.5",",,,I","","","","","",""
"BOM00026666","1936-05","55.167","30.217","208.0","VITEBSK, BO","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360529",",,I","","","","","","","6.6",",,I,29,","","","","","","","22.3",",,,I","","","","","",""
"BOM00026666","1936-06","55.167","30.217","208.0","VITEBSK, BO","","","11",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360615",",,I","","","","","","","12.8",",,I,15,","","","","","","","43.2",",,,I","","","","","",""
"BOM00026666","1936-07","55.167","30.217","208.0","VITEBSK, BO","","","12",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19360729",",,I","","","","","","","58.5",",,I,29,","","","","","","","108.5",",,,I","","","","","",""
"BOM00026666","1936-08","55.167","30.217","208.0","VITEBSK, BO","","","13",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19360816",",,I","","","","","","","14.4",",,I,16,","","","","","","","75.0",",,,I","","","","","",""
"BOM00026666","1936-09","55.167","30.217","208.0","VITEBSK, BO","","","14",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19360928",",,I","","","","","","","14.8",",,I,28,","","","","","","","76.4",",,,I","","","","","",""
"BOM00026666","1936-10","55.167","30.217","208.0","VITEBSK, BO","","","18",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19361016",",,I","","","","","","","7.4",",,I,16,","","","","","","","48.4",",,,I","","","","","",""
