"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00094140","1904-04","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19040430","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00094140","1905-08","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19050831","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00094140","1908-07","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","6",",a","2",",a","0",",a","","","","","","","","","","","","","19080721","+,,a","","","","","2.8",",,a,21,+","","","","","10.4",",,,a","","","","","",""
"ASN00094140","1908-08","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","11",",a","1",",a","0",",a","","","","","","","","","","","","","19080816",",,a","","","","","5.3",",,a,16,","","","","","14.4",",,,a","","","","","",""
"ASN00094140","1908-09","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","13",",a","5",",a","0",",a","","","","","","","","","","","","","19080902",",,a","","","","","13.5",",,a,02,","","","","","48.8",",,,a","","","","","",""
"ASN00094140","1908-10","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","10",",a","4",",a","0",",a","","","","","","","","","","","","","19081010",",,a","","","","","17.5",",,a,10,","","","","","53.7",",,,a","","","","","",""
"ASN00094140","1908-11","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","6",",a","4",",a","0",",a","","","","","","","","","","","","","19081127",",,a","","","","","10.4",",,a,27,","","","","","29.1",",,,a","","","","","",""
"ASN00094140","1908-12","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","8",",a","2",",a","0",",a","","","","","","","","","","","","","19081209",",,a","","","","","4.1",",,a,09,","","","","","11.5",",,,a","","","","","",""
"ASN00094140","1909-01","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","10",",a","10",",a","0",",a","","","","","","","","","","","","","19090130",",,a","","","","","21.6",",,a,30,","","","","","88.5",",,,a","","","","","",""
"ASN00094140","1909-02","-42.4422","147.2264","275.0","MELTON MOWBRAY LOVELY BANKS, AS","","","5",",a","3",",a","0",",a","","","","","","","","","","","","","19090225",",,a","","","","","9.1",",,a,25,","","","","","25.1",",,,a","","","","","",""
