"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00010554","1949-05","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","3",",a","2",",a","0",",a","","","","","","","","","","","","","19490510",",,a","","","","","8.9",",,a,10,","","","","","","","16.3",",,,a","","","","","",""
"ASN00010554","1949-06","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","13",",a","7",",a","0",",a","","","","","","","","","","","","","19490604",",,a","","","","","19.6",",,a,04,","","","","","","","73.4",",,,a","","","","","",""
"ASN00010554","1949-07","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","22",",a","14",",a","0",",a","","","","","","","","","","","","","19490714",",,a","","","","","17.5",",,a,14,","","","","","","","98.5",",,,a","","","","","",""
"ASN00010554","1949-08","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","19",",a","12",",a","0",",a","","","","","","","","","","","","","19490829",",,a","","","","","22.6",",,a,29,","","","","","","","121.3",",,,a","","","","","",""
"ASN00010554","1949-09","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","12",",a","5",",a","0",",a","","","","","","","","","","","","","19490901",",,a","","","","","8.6",",,a,01,","","","","","","","33.0",",,,a","","","","","",""
"ASN00010554","1949-10","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","16",",a","6",",a","0",",a","","","","","","","","","","","","","19491021",",,a","","","","","22.4",",,a,21,","","","","","","","63.7",",,,a","","","","","",""
"ASN00010554","1949-11","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","10",",a","5",",a","0",",a","","","","","","","","","","","","","19491107",",,a","","","","","14.2",",,a,07,","","","","","","","40.3",",,,a","","","","","",""
"ASN00010554","1949-12","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19491231","+,,a","","","","","0.0",",,a,31,+","","","","","","","0.0",",,,a","","","","","",""
"ASN00010554","1950-01","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","3",",a","1",",a","0",",a","","","","","","","","","","","","","19500105",",,a","","","","","3.3",",,a,05,","","","","","","","4.1",",,,a","","","","","",""
"ASN00010554","1950-02","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","2",",a","0",",a","0",",a","","","","","","","","","","","","","19500217",",,a","","","","","0.5",",,a,17,","","","","","","","0.8",",,,a","","","","","",""
"ASN00010554","1950-03","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19500331","+,,a","","","","","0.0",",,a,31,+","","","","","","","0.0",",,,a","","","","","",""
"ASN00010554","1950-04","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19500417",",,a","","","","","2.8",",,a,17,","","","","","","","2.8",",,,a","","","","","",""
"ASN00010554","1950-05","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","17",",a","10",",a","0",",a","","","","","","","","","","","","","19500530",",,a","","","","","11.2",",,a,30,","","","","","","","69.1",",,,a","","","","","",""
"ASN00010554","1950-06","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","14",",a","8",",a","0",",a","","","","","","","","","","","","","19500629",",,a","","","","","12.7",",,a,29,","","","","","","","83.4",",,,a","","","","","",""
"ASN00010554","1950-07","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","13",",a","9",",a","0",",a","","","","","","","","","","","","","19500716",",,a","","","","","20.3",",,a,16,","","","","","","","89.9",",,,a","","","","","",""
"ASN00010554","1950-08","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","12",",a","7",",a","0",",a","","","","","","","","","","","","","19500823",",,a","","","","","16.3",",,a,23,","","","","","","","61.5",",,,a","","","","","",""
"ASN00010554","1950-09","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","13",",a","10",",a","0",",a","","","","","","","","","","","","","19500913",",,a","","","","","11.2",",,a,13,","","","","","","","58.5",",,,a","","","","","",""
"ASN00010554","1950-10","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","9",",a","5",",a","0",",a","","","","","","","","","","","","","19501003",",,a","","","","","14.0",",,a,03,","","","","","","","36.7",",,,a","","","","","",""
"ASN00010554","1950-11","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","9",",a","5",",a","0",",a","","","","","","","","","","","","","19501107",",,a","","","","","10.4",",,a,07,","","","","","","","44.8",",,,a","","","","","",""
"ASN00010554","1950-12","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","4",",a","1",",a","0",",a","","","","","","","","","","","","","19501227",",,a","","","","","4.8",",,a,27,","","","","","","","7.7",",,,a","","","","","",""
"ASN00010554","1951-01","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","7",",a","4",",a","0",",a","","","","","","","","","","","","","19510117",",,a","","","","","11.2",",,a,17,","","","","","","","29.7",",,,a","","","","","",""
"ASN00010554","1951-02","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","4",",a","3",",a","0",",a","","","","","","","","","","","","","19510214",",,a","","","","","19.6",",,a,14,","","","","","","","31.8",",,,a","","","","","",""
"ASN00010554","1951-03","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19510330",",,a","","","","","4.8",",,a,30,","","","","","","","4.8",",,,a","","","","","",""
"ASN00010554","1951-04","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","10",",a","6",",a","0",",a","","","","","","","","","","","","","19510410",",,a","","","","","8.6",",,a,10,","","","","","","","40.9",",,,a","","","","","",""
"ASN00010554","1951-05","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","16",",a","5",",a","0",",a","","","","","","","","","","","","","19510530",",,a","","","","","9.1",",,a,30,","","","","","","","36.4",",,,a","","","","","",""
"ASN00010554","1951-06","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","17",",a","12",",a","0",",a","","","","","","","","","","","","","19510602",",,a","","","","","24.9",",,a,02,","","","","","","","128.1",",,,a","","","","","",""
"ASN00010554","1951-07","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","18",",a","6",",a","0",",a","","","","","","","","","","","","","19510703",",,a","","","","","13.0",",,a,03,","","","","","","","45.4",",,,a","","","","","",""
"ASN00010554","1951-08","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","17",",a","6",",a","0",",a","","","","","","","","","","","","","19510811",",,a","","","","","18.3",",,a,11,","","","","","","","68.5",",,,a","","","","","",""
"ASN00010554","1951-09","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","10",",a","2",",a","0",",a","","","","","","","","","","","","","19510927","+,,a","","","","","6.1",",,a,27,+","","","","","","","18.8",",,,a","","","","","",""
"ASN00010554","1951-10","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","13",",a","4",",a","0",",a","","","","","","","","","","","","","19511018",",,a","","","","","6.4",",,a,18,","","","","","","","29.7",",,,a","","","","","",""
"ASN00010554","1951-11","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","3",",a","3",",a","0",",a","","","","","","","","","","","","","19511130",",,a","","","","","21.6",",,a,30,","","","","","","","32.2",",,,a","","","","","",""
"ASN00010554","1951-12","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","10",",a","6",",a","0",",a","","","","","","","","","","","","","19511204",",,a","","","","","23.6",",,a,04,","","","","","","","66.0",",,,a","","","","","",""
"ASN00010554","1952-01","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","3",",a","1",",a","0",",a","","","","","","","","","","","","","19520123",",,a","","","","","6.9",",,a,23,","","","","","","","8.4",",,,a","","","","","",""
"ASN00010554","1952-02","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","3",",a","1",",a","0",",a","","","","","","","","","","","","","19520213",",,a","","","","","4.1",",,a,13,","","","","","","","6.1",",,,a","","","","","",""
"ASN00010554","1952-03","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","5",",a","1",",a","0",",a","","","","","","","","","","","","","19520329",",,a","","","","","11.4",",,a,29,","","","","","","","15.3",",,,a","","","","","",""
"ASN00010554","1952-04","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","8",",a","2",",a","0",",a","","","","","","","","","","","","","19520420",",,a","","","","","6.6",",,a,20,","","","","","","","15.7",",,,a","","","","","",""
"ASN00010554","1952-05","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","14",",a","8",",a","0",",a","","","","","","","","","","","","","19520527",",,a","","","","","24.4",",,a,27,","","","","","","","87.2",",,,a","","","","","",""
"ASN00010554","1952-06","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","18",",a","6",",a","1",",a","","","","","","","","","","","","","19520605",",,a","","","","","45.7",",,a,05,","","","","","","","112.1",",,,a","","","","","",""
"ASN00010554","1952-07","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","15",",a","6",",a","0",",a","","","","","","","","","","","","","19520710",",,a","","","","","24.6",",,a,10,","","","","","","","64.2",",,,a","","","","","",""
"ASN00010554","1952-08","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","16",",a","6",",a","0",",a","","","","","","","","","","","","","19520807",",,a","","","","","23.6",",,a,07,","","","","","","","59.4",",,,a","","","","","",""
"ASN00010554","1952-09","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","14",",a","3",",a","0",",a","","","","","","","","","","","","","19520901",",,a","","","","","15.0",",,a,01,","","","","","","","38.2",",,,a","","","","","",""
"ASN00010554","1952-10","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","10",",a","4",",a","0",",a","","","","","","","","","","","","","19521012",",,a","","","","","15.2",",,a,12,","","","","","","","40.3",",,,a","","","","","",""
"ASN00010554","1952-11","-33.8167","117.1667","330.0","GLEN LOSSIE, AS","","","11",",a","4",",a","0",",a","","","","","","","","","","","","","19521114",",,a","","","","","8.9",",,a,14,","","","","","","","32.6",",,,a","","","","","",""
