"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00054004","1750-04","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0","5,a,,a","","","","","",""
"ASN00054004","1878-08","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","18780831",",,a","","","","","1.3",",,a,31,","","","1.8",",,,a","","","","","",""
"ASN00054004","1878-09","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","9",",a","6",",a","2",",a","","","","","","","","","","","","","18780903",",,a","","","","","34.5",",,a,03,","","","111.5",",,,a","","","","","",""
"ASN00054004","1878-10","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","4",",a","4",",a","1",",a","","","","","","","","","","","","","18781010",",,a","","","","","32.5",",,a,10,","","","51.1",",,,a","","","","","",""
"ASN00054004","1878-11","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","6",",a","4",",a","0",",a","","","","","","","","","","","","","18781102",",,a","","","","","24.4",",,a,02,","","","53.3",",,,a","","","","","",""
"ASN00054004","1878-12","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","9",",a","8",",a","2",",a","","","","","","","","","","","","","18781215",",,a","","","","","31.8",",,a,15,","","","99.4",",,,a","","","","","",""
"ASN00054004","1879-01","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","7",",a","4",",a","0",",a","","","","","","","","","","","","","18790118",",,a","","","","","6.4",",,a,18,","","","19.8",",,,a","","","","","",""
"ASN00054004","1879-02","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","10",",a","8",",a","4",",a","","","","","","","","","","","","","18790202",",,a","","","","","80.8",",,a,02,","","","213.7",",,,a","","","","","",""
"ASN00054004","1879-03","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","10",",a","6",",a","3",",a","","","","","","","","","","","","","18790316",",,a","","","","","63.8",",,a,16,","","","153.6",",,,a","","","","","",""
"ASN00054004","1879-04","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","9",",a","8",",a","1",",a","","","","","","","","","","","","","18790410",",,a","","","","","29.2",",,a,10,","","","66.9",",,,a","","","","","",""
"ASN00054004","1879-05","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","15",",a","11",",a","2",",a","","","","","","","","","","","","","18790523",",,a","","","","","72.6",",,a,23,","","","190.3",",,,a","","","","","",""
"ASN00054004","1879-06","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","4",",a","2",",a","0",",a","","","","","","","","","","","","","18790624",",,a","","","","","15.5",",,a,24,","","","21.4",",,,a","","","","","",""
"ASN00054004","1879-07","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","10",",a","7",",a","0",",a","","","","","","","","","","","","","18790725",",,a","","","","","17.8",",,a,25,","","","62.6",",,,a","","","","","",""
"ASN00054004","1879-08","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","15",",a","10",",a","1",",a","","","","","","","","","","","","","18790829",",,a","","","","","36.3",",,a,29,","","","121.1",",,,a","","","","","",""
"ASN00054004","1879-09","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","15",",a","8",",a","1",",a","","","","","","","","","","","","","18790916",",,a","","","","","31.8",",,a,16,","","","116.4",",,,a","","","","","",""
"ASN00054004","1879-10","-29.8673","150.5715","296.0","BINGARA POST OFFICE, AS","8",",a","6",",a","1",",a","","","","","","","","","","","","","18791029",",,a","","","","","27.7",",,a,29,","","","71.3",",,,a","","","","","",""
