"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00039322","1998-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","247.5","1,a","0",",a","0",",a","0","1,a","30","1,a","1","1,a","19980109","+,,a","19980127",",1,a","22.0",",a,09,+","33.0","1,a,27,","0.0","a","0.0","1,a","26.57","1,a","28.57","1,,,a","24.58",",,,a"
"ASN00039322","1998-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","268.0","1,a","0","1,a","0","1,a","0",",a","28",",a","4",",a","19980217",",1,a","19980223","+,,a","22.0","1,a,17,","33.0",",a,23,+","0.0","a","0.0",",a","28.23","1,a","30.68",",,,a","25.78","1,,,a"
"ASN00039322","1998-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","255.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","19980306","+,,a","19980329",",,a","21.0",",a,06,+","32.0",",a,29,","0.0","a","0.0",",a","26.56",",a","28.58",",,,a","24.55",",,,a"
"ASN00039322","1998-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","196.0",",a","0",",a","0",",a","0",",a","30",",a","0",",a","19980427",",,a","19980401",",,a","20.0",",a,27,","32.0",",a,01,","0.0","a","0.0",",a","24.87",",a","26.93",",,,a","22.80",",,,a"
"ASN00039322","1998-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","107.3","2,a","0","1,a","0","1,a","0","1,a","30","1,a","0","1,a","19980526",",1,a","19980520","+,1,a","15.0","1,a,26,","28.0","1,a,20,+","0.0","a","0.0","1,a","22.00","2,a","24.33","1,,,a","19.67","1,,,a"
"ASN00039322","1998-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","43.5","4,a","0","2,a","0","2,a","0","2,a","19","2,a","0","2,a","19980625","+,2,a","19980607",",2,a","12.0","2,a,25,+","26.0","2,a,07,","9.2","a","9.2","2,a","19.73","4,a","22.32","2,,,a","17.14","2,,,a"
"ASN00039322","1998-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","29.3","a","29.3",",a","0",",a","0",",a","0",",a","10",",a","0",",a","19980711",",,a","19980719",",,a","12.0",",a,11,","26.0",",a,19,","25.4","a","16.2",",a","18.76",",a","21.06",",,,a","16.45",",,,a"
"ASN00039322","1998-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","66.5","a","37.2","3,a","0","2,a","0","2,a","0","1,a","12","1,a","0","1,a","19980801",",2,a","19980819",",1,a","10.0","2,a,01,","25.0","1,a,19,","32.4","a","7.0","1,a","19.41","3,a","21.47","1,,,a","17.34","2,,,a"
"ASN00039322","1998-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","157.0","a","90.5",",a","0",",a","0",",a","0",",a","27",",a","0",",a","19980926","+,,a","19980904",",,a","17.0",",a,26,+","26.0",",a,04,","32.4","a","0.0",",a","21.35",",a","23.07",",,,a","19.63",",,,a"
"ASN00039322","1998-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","303.7","a","146.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","19981022",",,a","19981014",",,a","17.0",",a,22,","28.0",",a,14,","32.4","a","0.0",",a","23.06",",a","24.84",",,,a","21.29",",,,a"
"ASN00039322","1998-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","461.4","a","157.7","2,a","0","1,a","0","1,a","0","1,a","29","1,a","0","1,a","19981104",",1,a","19981115","+,1,a","18.0","1,a,04,","29.0","1,a,15,+","32.4","a","0.0","1,a","23.91","2,a","25.79","1,,,a","22.03","1,,,a"
"ASN00039322","1998-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","689.6","a","228.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","19981203","+,,a","19981230",",,a","21.0",",a,03,+","31.0",",a,30,","32.4","a","0.0",",a","25.69",",a","27.45",",,,a","23.94",",,,a"
"ASN00039322","1999-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","943.8","a","254.2",",a","0",",a","0",",a","0",",a","31",",a","1",",a","19990105","+,,a","19990131",",,a","22.0",",a,05,+","33.0",",a,31,","0.0","a","0.0",",a","26.53",",a","28.55",",,,a","24.52",",,,a"
"ASN00039322","1999-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1130.3","a","186.5","4,a","0","2,a","0","2,a","0","2,a","26","2,a","0","2,a","19990226","+,2,a","19990224","+,2,a","20.0","2,a,26,+","31.0","2,a,24,+","0.0","a","0.0","2,a","26.13","4,a","28.23","2,,,a","24.04","2,,,a"
"ASN00039322","1999-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1362.7","a","232.4",",a","0",",a","0",",a","0",",a","31",",a","0",",a","19990326",",,a","19990302",",,a","21.0",",a,26,","31.0",",a,02,","0.0","a","0.0",",a","25.83",",a","27.60",",,,a","24.06",",,,a"
"ASN00039322","1999-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1506.2","a","143.5",",a","0",",a","0",",a","0",",a","30",",a","0",",a","19990427",",,a","19990406",",,a","16.0",",a,27,","30.0",",a,06,","0.0","a","0.0",",a","23.12",",a","25.23",",,,a","21.00",",,,a"
"ASN00039322","1999-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1596.5","a","90.3","2,a","0","1,a","0","1,a","0","1,a","29","1,a","0","1,a","19990502",",1,a","19990531","+,1,a","18.0","1,a,02,","26.0","1,a,31,+","0.0","a","0.0","1,a","21.50","2,a","23.33","1,,,a","19.67","1,,,a"
"ASN00039322","1999-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1628.3","a","31.8",",a","0",",a","0",",a","0",",a","13",",a","0",",a","19990617",",,a","19990610",",,a","13.0",",a,17,","25.0",",a,10,","10.8","a","10.8",",a","19.03",",a","21.23",",,,a","16.83",",,,a"
"ASN00039322","1999-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","12.3","a","12.3",",a","0",",a","0",",a","0",",a","7",",a","0",",a","19990702",",,a","19990720",",,a","13.0",",a,02,","24.0",",a,20,","27.5","a","16.7",",a","18.19",",a","20.48",",,,a","15.90",",,,a"
"ASN00039322","1999-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","28.1","a","15.8",",a","0",",a","0",",a","0",",a","8",",a","0",",a","19990815",",,a","19990821",",,a","13.0",",a,15,","24.0",",a,21,","39.2","a","11.7",",a","18.47",",a","20.32",",,,a","16.61",",,,a"
"ASN00039322","1999-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","86.4","a","58.3","1,a","0",",a","0",",a","0","1,a","21","1,a","0","1,a","19990921",",,a","19990907",",1,a","16.0",",a,21,","25.0","1,a,07,","39.2","a","0.0","1,a","20.33","1,a","22.03","1,,,a","18.63",",,,a"
"ASN00039322","1999-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","","","","","","","0","3,a","28","3,a","0","3,a","","","19991026",",3,a","","","28.0","3,a,26,","","","","","","","25.18","3,,,a","",""
"ASN00039322","1999-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","157.5",",a","0",",a","0",",a","0",",a","30",",a","0",",a","19991130","+,,a","19991109",",,a","19.0",",a,30,+","30.0",",a,09,","","","0.0",",a","23.58",",a","25.43",",,,a","21.73",",,,a"
"ASN00039322","1999-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","176.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","19991201",",,a","19991230",",,a","18.0",",a,01,","30.0",",a,30,","","","0.0",",a","24.02",",a","25.90",",,,a","22.13",",,,a"
"ASN00039322","2000-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","230.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20000112",",,a","20000101",",,a","21.0",",a,12,","30.0",",a,01,","0.0","a","0.0",",a","25.76",",a","27.48",",,,a","24.03",",,,a"
"ASN00039322","2000-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","187.3",",a","0",",a","0",",a","0",",a","29",",a","0",",a","20000216",",,a","20000213",",,a","20.0",",a,16,","29.0",",a,13,","0.0","a","0.0",",a","24.79",",a","26.52",",,,a","23.07",",,,a"
"ASN00039322","2000-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","215.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20000303",",,a","20000306","+,,a","20.0",",a,03,","29.0",",a,06,+","0.0","a","0.0",",a","25.27",",a","26.97",",,,a","23.58",",,,a"
"ASN00039322","2000-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","147.3","1,a","0",",a","0",",a","0","1,a","29","1,a","0","1,a","20000423",",,a","20000418","+,1,a","18.0",",a,23,","30.0","1,a,18,+","0.0","a","0.0","1,a","23.40","1,a","25.28","1,,,a","21.53",",,,a"
"ASN00039322","2000-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","88.8","2,a","0","1,a","0","1,a","0","1,a","26","1,a","0","1,a","20000531",",1,a","20000527","+,1,a","12.0","1,a,31,","26.0","1,a,27,+","7.5","a","7.5","1,a","21.17","2,a","23.00","1,,,a","19.33","1,,,a"
"ASN00039322","2000-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","10.2",",a","0",",a","0",",a","0",",a","4",",a","0",",a","20000601",",,a","20000622",",,a","11.0",",a,01,","25.0",",a,22,","32.2","a","24.7",",a","17.85",",a","19.93",",,,a","15.77",",,,a"
"ASN00039322","2000-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","7.5","a","7.5",",a","0",",a","0",",a","0",",a","7",",a","0",",a","20000729","+,,a","20000726","+,,a","13.0",",a,29,+","24.0",",a,26,+","57.0","a","24.8",",a","17.77",",a","20.45",",,,a","15.10",",,,a"
"ASN00039322","2000-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","31.7","a","24.2",",a","0",",a","0",",a","0",",a","10",",a","0",",a","20000817",",,a","20000829",",,a","14.0",",a,17,","25.0",",a,29,","67.5","a","10.5",",a","18.77",",a","20.97",",,,a","16.58",",,,a"
"ASN00039322","2000-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","124.4","a","92.7","2,a","0","1,a","0","1,a","0","1,a","28","1,a","0","1,a","20000904",",1,a","20000902",",1,a","17.0","1,a,04,","28.0","1,a,02,","67.5","a","0.0","1,a","21.67","2,a","23.76","1,,,a","19.59","1,,,a"
"ASN00039322","2000-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","271.1","a","146.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20001031",",,a","20001008",",,a","15.0",",a,31,","28.0",",a,08,","67.5","a","0.0",",a","23.06",",a","25.00",",,,a","21.13",",,,a"
"ASN00039322","2000-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","413.3","a","142.2","2,a","0","1,a","0","1,a","0","1,a","29","1,a","0","1,a","20001107","+,1,a","20001130","+,1,a","19.0","1,a,07,+","27.0","1,a,30,+","67.5","a","0.0","1,a","23.41","2,a","25.21","1,,,a","21.62","1,,,a"
"ASN00039322","2000-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","621.0","a","207.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20001229","+,,a","20001226","+,,a","21.0",",a,29,+","29.0",",a,26,+","67.5","a","0.0",",a","25.03",",a","26.74",",,,a","23.32",",,,a"
"ASN00039322","2001-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","848.7","a","227.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20010104",",,a","20010131","+,,a","20.0",",a,04,","30.0",",a,31,+","0.0","a","0.0",",a","25.68",",a","27.55",",,,a","23.81",",,,a"
"ASN00039322","2001-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","266.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20010331","+,,a","20010324",",,a","23.0",",a,31,+","32.0",",a,24,","","","0.0",",a","26.94",",a","28.77",",,,a","25.10",",,,a"
"ASN00039322","2001-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","159.5",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20010408",",,a","20010427","+,,a","19.0",",a,08,","28.0",",a,27,+","","","0.0",",a","23.65",",a","25.63",",,,a","21.67",",,,a"
"ASN00039322","2001-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","117.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20010530",",,a","20010524","+,,a","15.0",",a,30,","27.0",",a,24,+","","","0.0",",a","22.11",",a","24.74",",,,a","19.48",",,,a"
"ASN00039322","2001-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","46.3",",a","0",",a","0",",a","0",",a","14",",a","0",",a","20010616",",,a","20010614",",,a","12.0",",a,16,","26.0",",a,14,","","","4.3",",a","19.73",",a","21.73",",,,a","17.73",",,,a"
"ASN00039322","2001-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","17.5","a","17.5",",a","0",",a","0",",a","0",",a","8",",a","0",",a","20010728","+,,a","20010716",",,a","13.0",",a,28,+","24.0",",a,16,","","","8.8",",a","18.61",",a","21.03",",,,a","16.19",",,,a"
"ASN00039322","2001-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","38.5","a","21.0",",a","0",",a","0",",a","0",",a","13",",a","0",",a","20010828",",,a","20010831",",,a","14.0",",a,28,","24.0",",a,31,","","","0.8",",a","18.98",",a","21.42",",,,a","16.55",",,,a"
"ASN00039322","2001-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","111.0","a","72.5",",a","0",",a","0",",a","0",",a","28",",a","0",",a","20010915","+,,a","20010914","+,,a","17.0",",a,15,+","25.0",",a,14,+","","","0.0",",a","20.75",",a","22.67",",,,a","18.83",",,,a"
"ASN00039322","2001-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","263.7","a","152.7",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20011005",",,a","20011031",",,a","19.0",",a,05,","29.0",",a,31,","","","0.0",",a","23.26",",a","25.23",",,,a","21.29",",,,a"
"ASN00039322","2001-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","454.7","a","191.0",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20011128","+,,a","20011101",",,a","19.0",",a,28,+","31.0",",a,01,","","","0.0",",a","24.70",",a","26.77",",,,a","22.63",",,,a"
"ASN00039322","2001-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","718.7","a","264.0",",a","0",",a","0",",a","0",",a","31",",a","1",",a","20011218",",,a","20011211",",,a","21.0",",a,18,","34.0",",a,11,","","","0.0",",a","26.85",",a","28.45",",,,a","25.25",",,,a"
"ASN00039322","2002-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","992.9","a","274.2",",a","0",",a","0",",a","0",",a","31",",a","1",",a","20020118",",,a","20020109",",,a","19.0",",a,18,","33.0",",a,09,","0.0","a","0.0",",a","27.18",",a","29.16",",,,a","25.19",",,,a"
"ASN00039322","2002-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1258.1","a","265.2",",a","0",",a","0",",a","0",",a","28",",a","1",",a","20020228","+,,a","20020203",",,a","23.0",",a,28,+","33.0",",a,03,","0.0","a","0.0",",a","27.80",",a","29.89",",,,a","25.71",",,,a"
"ASN00039322","2002-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1462.1","a","204.0","4,a","0","2,a","0","2,a","0","2,a","29","2,a","0","2,a","20020329",",2,a","20020322",",2,a","21.0","2,a,29,","32.0","2,a,22,","0.0","a","0.0","2,a","25.95","4,a","27.86","2,,,a","24.03","2,,,a"
"ASN00039322","2002-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1627.1","a","165.0",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20020429","+,,a","20020423","+,,a","20.0",",a,29,+","29.0",",a,23,+","0.0","a","0.0",",a","23.83",",a","25.77",",,,a","21.90",",,,a"
"ASN00039322","2002-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1724.1","a","97.0",",a","0",",a","0",",a","0",",a","28",",a","0",",a","20020531",",,a","20020520",",,a","15.0",",a,31,","27.0",",a,20,","0.3","a","0.3",",a","21.45",",a","23.48",",,,a","19.42",",,,a"
"ASN00039322","2002-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1765.1","a","41.0",",a","0",",a","0",",a","0",",a","13",",a","0",",a","20020630","+,,a","20020617",",,a","12.0",",a,30,+","27.0",",a,17,","7.8","a","7.5",",a","19.45",",a","21.90",",,,a","17.00",",,,a"
"ASN00039322","2002-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","7.8","a","7.8",",a","0",",a","0",",a","0",",a","6",",a","0",",a","20020706","+,,a","20020725","+,,a","14.0",",a,06,+","23.0",",a,25,+","15.5","a","7.7",",a","18.34",",a","20.65",",,,a","16.03",",,,a"
"ASN00039322","2002-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","24.6","a","16.8","3,a","0","2,a","0","2,a","0","2,a","7","2,a","0","2,a","20020814",",2,a","20020812",",2,a","14.0","2,a,14,","25.0","2,a,12,","26.2","a","10.7","2,a","18.59","3,a","20.76","2,,,a","16.41","2,,,a"
"ASN00039322","2002-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","109.4","a","84.8",",a","0",",a","0",",a","0",",a","24",",a","0",",a","20020918","+,,a","20020919",",,a","16.0",",a,18,+","28.0",",a,19,","26.5","a","0.3",",a","21.15",",a","23.13",",,,a","19.17",",,,a"
"ASN00039322","2002-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","254.6","a","145.2",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20021004","+,,a","20021021",",,a","18.0",",a,04,+","30.0",",a,21,","26.5","a","0.0",",a","23.02",",a","24.68",",,,a","21.35",",,,a"
"ASN00039322","2002-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","442.1","a","187.5",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20021117",",,a","20021128",",,a","18.0",",a,17,","30.0",",a,28,","26.5","a","0.0",",a","24.58",",a","26.63",",,,a","22.53",",,,a"
"ASN00039322","2002-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","666.3","a","224.2",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20021227","+,,a","20021211",",,a","19.0",",a,27,+","31.0",",a,11,","26.5","a","0.0",",a","25.56",",a","27.55",",,,a","23.58",",,,a"
"ASN00039322","2003-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","895.6","a","229.3",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20030123","+,,a","20030122","+,,a","22.0",",a,23,+","30.0",",a,22,+","0.0","a","0.0",",a","25.73",",a","27.49",",,,a","23.97",",,,a"
"ASN00039322","2003-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","","","0","4,a","0","4,a","0","4,a","27","4,a","0","4,a","20030313",",4,a","20030330",",4,a","20.8","4,a,13,","29.4","4,a,30,","","","","","25.37","7,a","27.04","4,,,a","23.70","4,,,a"
"ASN00039322","2003-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","165.0",",a","0",",a","0",",a","0",",a","30",",a","0",",a","20030423",",,a","20030413",",,a","18.7",",a,23,","29.3",",a,13,","","","0.0",",a","23.83",",a","25.71",",,,a","21.96",",,,a"
"ASN00039322","2003-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","95.8",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20030527",",,a","20030517",",,a","17.9",",a,27,","26.1",",a,17,","","","0.0",",a","21.42",",a","23.24",",,,a","19.61",",,,a"
"ASN00039322","2003-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","","","47.2","2,a","0","1,a","0","1,a","0","1,a","20","1,a","0","1,a","20030627",",1,a","20030605",",1,a","14.5","1,a,27,","26.4","1,a,05,","","","2.4","1,a","19.90","2,a","21.97","1,,,a","17.83","1,,,a"
"ASN00039322","2003-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","14.4","a","14.4","2,a","0","1,a","0","1,a","0","1,a","4","1,a","0","1,a","20030727",",1,a","20030702",",1,a","12.5","1,a,27,","23.7","1,a,02,","","","14.7","1,a","18.43","2,a","20.49","1,,,a","16.37","1,,,a"
"ASN00039322","2003-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","48.5","a","34.1",",a","0",",a","0",",a","0",",a","17",",a","0",",a","20030801",",,a","20030806",",,a","11.8",",a,01,","24.7",",a,06,","","","8.0",",a","19.17",",a","21.32",",,,a","17.02",",,,a"
"ASN00039322","2003-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","151.0","a","102.5",",a","0",",a","0",",a","0",",a","27",",a","0",",a","20030903",",,a","20030915",",,a","14.4",",a,03,","26.5",",a,15,","","","1.8",",a","21.69",",a","23.68",",,,a","19.70",",,,a"
"ASN00039322","2003-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","300.3","a","149.3",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20031008",",,a","20031003",",,a","17.0",",a,08,","29.6",",a,03,","","","0.0",",a","23.15",",a","25.06",",,,a","21.24",",,,a"
"ASN00039322","2003-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","460.7","a","160.4","2,a","0","1,a","0","1,a","0","1,a","29","1,a","0","1,a","20031129",",1,a","20031119",",1,a","19.0","1,a,29,","28.4","1,a,19,","","","0.0","1,a","24.07","2,a","25.88","1,,,a","22.26","1,,,a"
"ASN00039322","2003-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","685.2","a","224.5",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20031207",",,a","20031224",",,a","20.2",",a,07,","30.2",",a,24,","","","0.0",",a","25.58",",a","27.50",",,,a","23.65",",,,a"
"ASN00039322","2004-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","950.1","a","264.9",",a","0",",a","0",",a","0",",a","31",",a","0",",a","20040131",",,a","20040118",",,a","21.1",",a,31,","31.3",",a,18,","0.0","a","0.0",",a","26.88",",a","28.85",",,,a","24.91",",,,a"
"ASN00039322","2004-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","1201.2","a","251.1","1,a","0",",a","0",",a","0","1,a","28","1,a","0","1,a","20040207",",,a","20040213",",1,a","22.4",",a,07,","31.3","1,a,13,","0.0","a","0.0","1,a","27.31","1,a","29.22","1,,,a","25.40",",,,a"
