"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BMM00048008","1993-11","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","4,S","26","4,S","1","4,S","","","","","19931127",",4,S","","","","","36.6","4,S,27,","","","","","","","","","29.30","4,,,S","",""
"BMM00048008","1995-12","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","19951201",",5,S","","","","","26.3","5,S,01,","","","","","","","","","24.91","5,,,S","",""
"BMM00048008","1996-11","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","0","4,S","0","4,S","","","","","","","19961126",",4,S","","","","","12.1","4,S,26,","","","","","","","","","","","","","","","17.04","4,,,S"
"BMM00048008","2000-01","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","1,S","30","1,S","1","1,S","","","","","20000107",",1,S","","","","","35.0","1,S,07,","","","","","","","","","26.92","1,,,S","",""
"BMM00048008","2000-02","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","2,S","26","2,S","0","2,S","","","","","20000217",",2,S","","","","","30.7","2,S,17,","","","","","","","","","27.14","2,,,S","",""
"BMM00048008","2000-03","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","0","5,S","0","5,S","0","3,S","27","3,S","8","3,S","20000301",",5,S","","","20000329",",3,S","11.7","5,S,01,","","","37.0","3,S,29,","","","","","","","22.31","8,S","28.95","3,,,S","15.67","5,,,S"
"BMM00048008","2000-06","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","2,S","28","2,S","8","2,S","","","","","20000603",",2,S","","","","","37.0","2,S,03,","","","","","","","","","31.53","2,,,S","",""
"BMM00048008","2000-09","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","4,S","26","4,S","17","4,S","","","","","20000912",",4,S","","","","","36.8","4,S,12,","","","","","","","","","32.35","4,,,S","",""
"BMM00048008","2000-10","25.367","97.4","147.0","MYITKYINA, BM","","","","","","","","","","","","","","","0","3,S","28","3,S","18","3,S","","","","","20001013",",3,S","","","","","36.0","3,S,13,","","","","","","","","","31.99","3,,,S","",""
"BMM00048008","2001-01","25.367","97.4","147.0","MYITKYINA, BM","7.2","S","7.2","3,S","","","","","","","0","1,S","0","1,S","0","2,S","29","2,S","0","2,S","20010108",",1,S","","","20010131","+,2,S","0.9","1,S,08,","","","27.5","2,S,31,+","","","20.3","2,S","","","17.94","3,S","26.38","2,,,S","9.50","1,,,S"
