"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00088015","1750-03","-37.3049","143.7776","332.0","CLUNES, AS","0","2,a","0","2,a","0","2,a","","","","","","","","","","","","","17500331","+,2,a","","","","","0.0","2,,a,31,+","","","0.0","2,,,a","","","","","",""
"ASN00088015","1750-05","-37.3049","143.7776","332.0","CLUNES, AS","6","1,a","3","1,a","1","1,a","","","","","","","","","","","","","17500502",",1,a","","","","","30.0","1,,a,02,","","","47.6","1,,,a","","","","","",""
"ASN00088015","1879-07","-37.3049","143.7776","332.0","CLUNES, AS","11",",a","5",",a","0",",a","","","","","","","","","","","","","18790706","+,,a","","","","","4.8",",,a,06,+","","","27.4",",,,a","","","","","",""
"ASN00088015","1879-08","-37.3049","143.7776","332.0","CLUNES, AS","15",",a","5",",a","0",",a","","","","","","","","","","","","","18790817",",,a","","","","","11.9",",,a,17,","","","45.5",",,,a","","","","","",""
"ASN00088015","1879-09","-37.3049","143.7776","332.0","CLUNES, AS","11",",a","6",",a","0",",a","","","","","","","","","","","","","18790912",",,a","","","","","15.5",",,a,12,","","","51.9",",,,a","","","","","",""
"ASN00088015","1879-10","-37.3049","143.7776","332.0","CLUNES, AS","14",",a","4",",a","0",",a","","","","","","","","","","","","","18791007",",,a","","","","","17.0",",,a,07,","","","51.2",",,,a","","","","","",""
"ASN00088015","1879-11","-37.3049","143.7776","332.0","CLUNES, AS","12",",a","6",",a","0",",a","","","","","","","","","","","","","18791111",",,a","","","","","17.3",",,a,11,","","","48.5",",,,a","","","","","",""
"ASN00088015","1879-12","-37.3049","143.7776","332.0","CLUNES, AS","6",",a","4",",a","0",",a","","","","","","","","","","","","","18791215",",,a","","","","","14.7",",,a,15,","","","38.4",",,,a","","","","","",""
"ASN00088015","1880-01","-37.3049","143.7776","332.0","CLUNES, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18800108",",,a","","","","","3.8",",,a,08,","","","3.8",",,,a","","","","","",""
"ASN00088015","1880-02","-37.3049","143.7776","332.0","CLUNES, AS","6",",a","5",",a","0",",a","","","","","","","","","","","","","18800226",",,a","","","","","23.4",",,a,26,","","","57.3",",,,a","","","","","",""
"ASN00088015","1880-03","-37.3049","143.7776","332.0","CLUNES, AS","8",",a","6",",a","0",",a","","","","","","","","","","","","","18800321",",,a","","","","","18.0",",,a,21,","","","58.1",",,,a","","","","","",""
"ASN00088015","1880-04","-37.3049","143.7776","332.0","CLUNES, AS","13",",a","12",",a","1",",a","","","","","","","","","","","","","18800426",",,a","","","","","37.6",",,a,26,","","","132.2",",,,a","","","","","",""
"ASN00088015","1880-05","-37.3049","143.7776","332.0","CLUNES, AS","13",",a","8",",a","0",",a","","","","","","","","","","","","","18800503",",,a","","","","","6.9",",,a,03,","","","36.0",",,,a","","","","","",""
"ASN00088015","1880-06","-37.3049","143.7776","332.0","CLUNES, AS","15",",a","9",",a","1",",a","","","","","","","","","","","","","18800625",",,a","","","","","26.7",",,a,25,","","","70.9",",,,a","","","","","",""
"ASN00088015","1880-07","-37.3049","143.7776","332.0","CLUNES, AS","7",",a","2",",a","0",",a","","","","","","","","","","","","","18800702",",,a","","","","","9.1",",,a,02,","","","19.5",",,,a","","","","","",""
"ASN00088015","1880-08","-37.3049","143.7776","332.0","CLUNES, AS","13",",a","8",",a","0",",a","","","","","","","","","","","","","18800821",",,a","","","","","8.9",",,a,21,","","","41.7",",,,a","","","","","",""
"ASN00088015","1880-09","-37.3049","143.7776","332.0","CLUNES, AS","11",",a","6",",a","0",",a","","","","","","","","","","","","","18800907",",,a","","","","","23.1",",,a,07,","","","66.7",",,,a","","","","","",""
