"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00023013","1750-03","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","152.0","2,a","0","2,a","0","2,a","0","2,a","0","2,a","0","2,a","0","2,a","29","2,a","12","2,a","17500307",",2,a","17500331","+,2,a","17500304",",2,a","9.8","2,a,07,","0.0","2,,a,31,+","41.5","2,a,04,","","","0.8","2,a","0.0","2,,,a","23.55","2,a","31.46","2,,,a","15.63","2,,,a"
"ASN00023013","1750-05","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","2.0","1,a","4","2,a","1","2,a","0","2,a","0","1,a","0","1,a","0","1,a","21","1,a","0","1,a","17500522",",1,a","17500519",",2,a","17500523",",1,a","2.5","1,a,22,","3.6","2,,a,19,","27.3","1,a,23,","","","93.7","1,a","6.6","2,,,a","15.28","1,a","21.96","1,,,a","8.59","1,,,a"
"ASN00023013","1929-09","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","9",",a","5",",a","0",",a","","","","","","","","","","","","","19290928",",,a","","","","","12.2",",,a,28,","","","","","","","37.0",",,,a","","","","","",""
"ASN00023013","1929-10","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","6","2,a","0","2,a","0","2,a","","","","","","","","","","","","","19291028",",2,a","","","","","2.0","2,,a,28,","","","","","","","14.7",",a,,a","","","","","",""
"ASN00023013","1929-11","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","7",",a","2",",a","0",",a","","","","","","","","","","","","","19291113",",,a","","","","","11.4",",,a,13,","","","","","","","20.6",",,,a","","","","","",""
"ASN00023013","1929-12","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","3","2,a","2","2,a","2","2,a","","","","","","","","","","","","","19291228",",2,a","","","","","47.0","2,,a,28,","","","","","","","99.3",",a,,a","","","","","",""
"ASN00023013","1930-01","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","1",",a","0",",a","0",",a","","","","","","","","","","","","","19300102",",,a","","","","","0.8",",,a,02,","","","","","","","0.8",",,,a","","","","","",""
"ASN00023013","1930-02","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","2",",a","1",",a","0",",a","","","","","","","","","","","","","19300221",",,a","","","","","6.4",",,a,21,","","","","","","","8.2",",,,a","","","","","",""
"ASN00023013","1930-03","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","1",",a","0",",a","0",",a","","","","","","","","","","","","","19300313",",,a","","","","","0.5",",,a,13,","","","","","","","0.5",",,,a","","","","","",""
"ASN00023013","1930-04","-34.7977","138.6281","9.5","PARAFIELD AIRPORT, AS","","","","","8",",a","4",",a","0",",a","","","","","","","","","","","","","19300424",",,a","","","","","8.1",",,a,24,","","","","","","","23.6",",,,a","","","","","",""
