"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026759","1955-01","54.267","28.5","189.0","BORISOV, BO","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550112",",,I","","","","","","","13.8",",,I,12,","","","","","","","47.4",",,,I","","","","","",""
"BOM00026759","1955-02","54.267","28.5","189.0","BORISOV, BO","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19550222",",,I","","","","","","","10.6",",,I,22,","","","","","","","43.6",",,,I","","","","","",""
"BOM00026759","1955-03","54.267","28.5","189.0","BORISOV, BO","","","10",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19550322",",,I","","","","","","","13.2",",,I,22,","","","","","","","40.7",",,,I","","","","","",""
"BOM00026759","1955-04","54.267","28.5","189.0","BORISOV, BO","","","14",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19550418",",,I","","","","","","","8.5",",,I,18,","","","","","","","59.1",",,,I","","","","","",""
"BOM00026759","1955-05","54.267","28.5","189.0","BORISOV, BO","","","13",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19550504",",,I","","","","","","","9.4",",,I,04,","","","","","","","35.9",",,,I","","","","","",""
"BOM00026759","1955-06","54.267","28.5","189.0","BORISOV, BO","","","10",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19550611",",,I","","","","","","","24.5",",,I,11,","","","","","","","38.6",",,,I","","","","","",""
"BOM00026759","1955-07","54.267","28.5","189.0","BORISOV, BO","","","12",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","19550710",",,I","","","","","","","49.6",",,I,10,","","","","","","","114.8",",,,I","","","","","",""
"BOM00026759","1955-08","54.267","28.5","189.0","BORISOV, BO","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19550824",",,I","","","","","","","4.1",",,I,24,","","","","","","","13.8",",,,I","","","","","",""
"BOM00026759","1955-09","54.267","28.5","189.0","BORISOV, BO","","","9",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550917",",,I","","","","","","","20.8",",,I,17,","","","","","","","91.9",",,,I","","","","","",""
"BOM00026759","1955-10","54.267","28.5","189.0","BORISOV, BO","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19551018",",,I","","","","","","","14.0",",,I,18,","","","","","","","39.6",",,,I","","","","","",""
"BOM00026759","1955-11","54.267","28.5","189.0","BORISOV, BO","","","13",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19551124",",,I","","","","","","","5.7",",,I,24,","","","","","","","28.6",",,,I","","","","","",""
