"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BR000560000","1972-08","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","13",",I","13",",I","1",",I","19720826",",,I","28.8",",,I,26,","141.2",",,,I"
"BR000560000","1972-09","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","3",",I","3",",I","1",",I","19720902",",,I","32.0",",,I,02,","70.0",",,,I"
"BR000560000","1972-10","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","10",",I","8",",I","3",",I","19721016",",,I","70.2",",,I,16,","192.0",",,,I"
"BR000560000","1972-11","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","7",",I","7",",I","2",",I","19721113",",,I","46.1",",,I,13,","121.7",",,,I"
"BR000560000","1972-12","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","15",",I","14",",I","4",",I","19721222",",,I","75.0",",,I,22,","265.0",",,,I"
"BR000560000","1973-01","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","10",",I","9",",I","5",",I","19730124",",,I","56.3",",,I,24,","232.1",",,,I"
"BR000560000","1973-02","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","14",",I","13",",I","5",",I","19730215",",,I","90.0",",,I,15,","361.9",",,,I"
"BR000560000","1973-03","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","14",",I","13",",I","5",",I","19730304",",,I","126.2",",,I,04,","449.5",",,,I"
"BR000560000","1973-04","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","10",",I","10",",I","4",",I","19730403",",,I","84.2",",,I,03,","264.4",",,,I"
"BR000560000","1973-05","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","13",",I","12",",I","5",",I","19730508",",,I","80.0",",,I,08,","378.2",",,,I"
"BR000560000","1973-06","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","8",",I","8",",I","3",",I","19730618",",,I","83.0",",,I,18,","250.9",",,,I"
"BR000560000","1973-07","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","9",",I","9",",I","2",",I","19730729",",,I","33.0",",,I,29,","156.8",",,,I"
"BR000560000","1973-08","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","9",",I","8",",I","1",",I","19730810",",,I","27.0",",,I,10,","123.4",",,,I"
"BR000560000","1973-09","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","3",",I","3",",I","1",",I","19730915",",,I","40.5",",,I,15,","51.5",",,,I"
"BR000560000","1973-10","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","8",",I","7",",I","1",",I","19731003",",,I","34.4",",,I,03,","129.0",",,,I"
"BR000560000","1973-11","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","8",",I","7",",I","1",",I","19731116",",,I","77.0",",,I,16,","128.7",",,,I"
"BR000560000","1973-12","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","11",",I","10",",I","3",",I","19731204",",,I","57.0",",,I,04,","223.1",",,,I"
"BR000560000","1974-01","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","7",",I","7",",I","4",",I","19740104",",,I","65.4",",,I,04,","226.2",",,,I"
"BR000560000","1974-02","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","8",",I","8",",I","5",",I","19740211",",,I","97.6",",,I,11,","448.9",",,,I"
"BR000560000","1974-03","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","9",",I","8",",I","5",",I","19740326",",,I","90.1",",,I,26,","244.4",",,,I"
"BR000560000","1974-04","-5.12","-60.38","0.0","NOVO ARIPUANA, BR","8",",I","7",",I","4",",I","19740417",",,I","124.7",",,I,17,","422.3",",,,I"
