"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR000956000","1981-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","0",",I","0",",I","","","","","","","19810602",",,I","","","1.0",",,I,02,","1.0",",,,I","",""
"BR000956000","1981-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19810731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1981-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19810823",",,I","","","12.4",",,I,23,","12.4",",,,I","",""
"BR000956000","1981-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","4",",I","3",",I","2",",I","","","","","","","19810919",",,I","","","37.4",",,I,19,","85.0",",,,I","",""
"BR000956000","1981-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","13",",I","10",",I","2",",I","","","","","","","19811025",",,I","","","44.0",",,I,25,","175.4",",,,I","",""
"BR000956000","1981-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","27",",I","23",",I","7",",I","","","","","","","19811110",",,I","","","78.2",",,I,10,","539.0",",,,I","",""
"BR000956000","1981-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","16",",I","1",",I","","","","","","","19811210",",,I","","","40.2",",,I,10,","184.0",",,,I","",""
"BR000956000","1982-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","28",",I","23",",I","7",",I","","","","","","","19820128",",,I","","","33.0",",,I,28,","450.6",",,,I","",""
"BR000956000","1982-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","18",",I","14",",I","5",",I","","","","","","","19820217",",,I","","","81.2",",,I,17,","357.2",",,,I","",""
"BR000956000","1982-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","15",",I","5",",I","","","","","","","19820302",",,I","","","57.2",",,I,02,","320.4",",,,I","",""
"BR000956000","1982-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","12",",I","3",",I","","","","","","","19820417",",,I","","","43.2",",,I,17,","221.3",",,,I","",""
"BR000956000","1982-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","5",",I","4",",I","0",",I","","","","","","","19820522",",,I","","","23.2",",,I,22,","57.0",",,,I","",""
"BR000956000","1982-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19820627",",,I","","","7.4",",,I,27,","7.6",",,,I","",""
"BR000956000","1982-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19820731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1982-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","2",",I","0",",I","0",",I","","","","","","","19820824",",,I","","","2.1",",,I,24,","3.5",",,,I","",""
"BR000956000","1982-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","15",",I","12",",I","6",",I","","","","","","","19820919",",,I","","","54.0",",,I,19,","279.8",",,,I","",""
"BR000956000","1982-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","14",",I","7",",I","2",",I","","","","","","","19821029",",,I","","","66.4",",,I,29,","178.1",",,,I","",""
"BR000956000","1982-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","25",",I","14",",I","1",",I","","","","","","","19821115",",,I","","","57.2",",,I,15,","234.6",",,,I","",""
"BR000956000","1982-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","24",",I","16",",I","4",",I","","","","","","","19821219",",,I","","","61.0",",,I,19,","347.4",",,,I","",""
"BR000956000","1983-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23",",I","16",",I","4",",I","","","","","","","19830124",",,I","","","56.8",",,I,24,","338.6",",,,I","",""
"BR000956000","1983-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","15",",I","8",",I","","","","","","","19830207",",,I","","","81.0",",,I,07,","405.6",",,,I","",""
"BR000956000","1983-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","24",",I","19",",I","4",",I","","","","","","","19830320",",,I","","","64.0",",,I,20,","332.4",",,,I","",""
"BR000956000","1983-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","12",",I","7",",I","1",",I","","","","","","","19830404",",,I","","","27.0",",,I,04,","103.1",",,,I","",""
"BR000956000","1983-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","4",",I","3",",I","1",",I","","","","","","","19830525",",,I","","","35.0",",,I,25,","45.0",",,,I","",""
"BR000956000","1983-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","5",",I","4",",I","1",",I","","","","","","","19830606",",,I","","","39.2",",,I,06,","62.0",",,,I","",""
"BR000956000","1983-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19830720",",,I","","","8.0",",,I,20,","8.0",",,,I","",""
"BR000956000","1983-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19830831","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1983-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","10",",I","7",",I","0",",I","","","","","","","19830917",",,I","","","19.0",",,I,17,","71.7",",,,I","",""
"BR000956000","1983-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","20",",I","16",",I","2",",I","","","","","","","19831014",",,I","","","89.6",",,I,14,","284.8",",,,I","",""
"BR000956000","1983-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","15",",I","2",",I","","","","","","","19831130",",,I","","","44.0",",,I,30,","202.2",",,,I","",""
"BR000956000","1983-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","16",",I","4",",I","","","","","","","19831209",",,I","","","61.2",",,I,09,","272.6",",,,I","",""
"BR000956000","1984-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","24",",I","16",",I","1",",I","","","","","","","19840102",",,I","","","44.4",",,I,02,","186.2",",,,I","",""
"BR000956000","1984-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","17",",I","5",",I","","","","","","","19840227",",,I","","","63.0",",,I,27,","340.2",",,,I","",""
"BR000956000","1984-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","15",",I","3",",I","","","","","","","19840322","+,,I","","","34.2",",,I,22,+","257.4",",,,I","",""
"BR000956000","1984-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23",",I","16",",I","1",",I","","","","","","","19840407",",,I","","","63.0",",,I,07,","253.8",",,,I","",""
"BR000956000","1984-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","14",",I","8",",I","0",",I","","","","","","","19840519",",,I","","","20.6",",,I,19,","71.8",",,,I","",""
"BR000956000","1984-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","1",",I","","","","","","","19840610",",,I","","","55.2",",,I,10,","55.2",",,,I","",""
"BR000956000","1984-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19840731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1984-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","4",",I","2",",I","0",",I","","","","","","","19840826",",,I","","","9.2",",,I,26,","15.2",",,,I","",""
"BR000956000","1984-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","11",",I","10",",I","1",",I","","","","","","","19840928",",,I","","","29.8",",,I,28,","140.2",",,,I","",""
"BR000956000","1984-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","13",",I","3",",I","","","","","","","19841027",",,I","","","36.0",",,I,27,","219.6",",,,I","",""
"BR000956000","1984-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","14",",I","7",",I","1",",I","","","","","","","19841125",",,I","","","48.0",",,I,25,","131.6",",,,I","",""
"BR000956000","1984-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","15",",I","2",",I","","","","","","","19841208",",,I","","","61.6",",,I,08,","236.2",",,,I","",""
"BR000956000","1985-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","28",",I","25",",I","4",",I","","","","","","","19850103",",,I","","","74.0",",,I,03,","384.8",",,,I","",""
"BR000956000","1985-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","18",",I","13",",I","7",",I","","","","","","","19850204",",,I","","","51.6",",,I,04,","305.6",",,,I","",""
"BR000956000","1985-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","25",",I","16",",I","3",",I","","","","","","","19850302",",,I","","","49.0",",,I,02,","270.0",",,,I","",""
"BR000956000","1985-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","16",",I","3",",I","","","","","","","19850421",",,I","","","98.6",",,I,21,","259.6",",,,I","",""
"BR000956000","1985-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","8",",I","3",",I","1",",I","","","","","","","19850515",",,I","","","52.0",",,I,15,","70.4",",,,I","",""
"BR000956000","1985-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19850630","+,,I","","","0.0",",,I,30,+","0.0",",,,I","",""
"BR000956000","1985-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19850706",",,I","","","2.6",",,I,06,","2.6",",,,I","",""
"BR000956000","1985-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19850826",",,I","","","4.0",",,I,26,","4.0",",,,I","",""
"BR000956000","1985-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","15",",I","11",",I","1",",I","","","","","","","19850928",",,I","","","44.1",",,I,28,","136.1",",,,I","",""
"BR000956000","1985-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","20",",I","15",",I","1",",I","","","","","","","19851012",",,I","","","31.0",",,I,12,","149.0",",,,I","",""
"BR000956000","1985-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","15",",I","15",",I","5",",I","","","","","","","19851124",",,I","","","30.8",",,I,24,","243.0",",,,I","",""
"BR000956000","1985-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23",",I","19",",I","4",",I","","","","","","","19851215",",,I","","","72.2",",,I,15,","293.0",",,,I","",""
"BR000956000","1986-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23","2,I","14","2,I","4","2,I","","","","","","","19860105",",2,I","","","57.6","2,,I,05,","288.8","2,,,I","",""
"BR000956000","1986-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","6",",I","6",",I","1",",I","","","","","","","19860531",",,I","","","31.0",",,I,31,","94.4",",,,I","",""
"BR000956000","1986-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19860601",",,I","","","10.0",",,I,01,","10.0",",,,I","",""
"BR000956000","1986-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","1",",I","1",",I","0",",I","","","","","","","19860704",",,I","","","25.0",",,I,04,","25.0",",,,I","",""
"BR000956000","1986-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","6",",I","4",",I","2",",I","","","","","","","19860826",",,I","","","75.0",",,I,26,","150.7",",,,I","",""
"BR000956000","1986-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","10",",I","9",",I","1",",I","","","","","","","19860926",",,I","","","30.2",",,I,26,","140.4",",,,I","",""
"BR000956000","1986-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","11",",I","2",",I","","","","","","","19861013",",,I","","","50.0",",,I,13,","240.0",",,,I","",""
"BR000956000","1986-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","15",",I","5",",I","","","","","","","19861114",",,I","","","84.0",",,I,14,","342.8",",,,I","",""
"BR000956000","1986-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","12",",I","3",",I","","","","","","","19861230",",,I","","","48.2",",,I,30,","215.5",",,,I","",""
"BR000956000","1987-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","24",",I","17",",I","5",",I","","","","","","","19870125",",,I","","","43.0",",,I,25,","304.3",",,,I","",""
"BR000956000","1987-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","16",",I","5",",I","","","","","","","19870212",",,I","","","62.0",",,I,12,","347.6",",,,I","",""
"BR000956000","1987-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","14",",I","4",",I","","","","","","","19870310",",,I","","","108.3",",,I,10,","368.1",",,,I","",""
"BR000956000","1987-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","9",",I","5",",I","0",",I","","","","","","","19870404",",,I","","","17.6",",,I,04,","60.0",",,,I","",""
"BR000956000","1987-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","3",",I","2",",I","0",",I","","","","","","","19870507",",,I","","","18.0",",,I,07,","31.1",",,,I","",""
"BR000956000","1987-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19870630","+,,I","","","0.0",",,I,30,+","0.0",",,,I","",""
"BR000956000","1987-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19870731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1987-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","2",",I","2",",I","0",",I","","","","","","","19870826",",,I","","","12.0",",,I,26,","14.8",",,,I","",""
"BR000956000","1987-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","7",",I","6",",I","2",",I","","","","","","","19870904",",,I","","","27.0",",,I,04,","118.6",",,,I","",""
"BR000956000","1987-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","5",",I","3",",I","1",",I","","","","","","","19871005",",,I","","","65.0",",,I,05,","89.0",",,,I","",""
"BR000956000","1987-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","18",",I","11",",I","3",",I","","","","","","","19871126",",,I","","","55.0",",,I,26,","245.0",",,,I","",""
"BR000956000","1987-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","16",",I","11",",I","4",",I","","","","","","","19871202",",,I","","","100.0",",,I,02,","315.2",",,,I","",""
"BR000956000","1988-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","13",",I","11",",I","4",",I","","","","","","","19880124",",,I","","","54.0",",,I,24,","245.2",",,,I","",""
"BR000956000","1988-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","20",",I","8",",I","","","","","","","19880219",",,I","","","80.4",",,I,19,","515.6",",,,I","",""
"BR000956000","1988-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","19",",I","15",",I","6",",I","","","","","","","19880303",",,I","","","71.0",",,I,03,","380.4",",,,I","",""
"BR000956000","1988-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","17",",I","17",",I","4",",I","","","","","","","19880411",",,I","","","61.6",",,I,11,","311.3",",,,I","",""
"BR000956000","1988-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","5",",I","3",",I","1",",I","","","","","","","19880506",",,I","","","41.0",",,I,06,","68.3",",,,I","",""
"BR000956000","1988-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","2",",I","2",",I","0",",I","","","","","","","19880604",",,I","","","16.0",",,I,04,","20.2",",,,I","",""
"BR000956000","1988-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19880731","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1988-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","0",",I","0",",I","0",",I","","","","","","","19880831","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR000956000","1988-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","5",",I","5",",I","3",",I","","","","","","","19880927",",,I","","","43.0",",,I,27,","110.2",",,,I","",""
"BR000956000","1988-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","16",",I","10",",I","3",",I","","","","","","","19881028",",,I","","","56.6",",,I,28,","228.3",",,,I","",""
"BR000956000","1988-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","18",",I","13",",I","3",",I","","","","","","","19881109",",,I","","","31.5",",,I,09,","214.4",",,,I","",""
"BR000956000","1988-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","26",",I","20",",I","1",",I","","","","","","","19881221",",,I","","","33.8",",,I,21,","218.9",",,,I","",""
"BR000956000","1989-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","19",",I","5",",I","","","","","","","19890128",",,I","","","146.7",",,I,28,","506.8",",,,I","",""
"BR000956000","1989-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","20",",I","15",",I","2",",I","","","","","","","19890211",",,I","","","39.5",",,I,11,","257.7",",,,I","",""
"BR000956000","1989-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","21",",I","18",",I","2",",I","","","","","","","19890308",",,I","","","34.6",",,I,08,","277.7",",,,I","",""
"BR000956000","1989-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","20",",I","15",",I","2",",I","","","","","","","19890403",",,I","","","44.0",",,I,03,","204.6",",,,I","",""
"BR000956000","1989-05","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","6",",I","5",",I","2",",I","","","","","","","19890501",",,I","","","46.3",",,I,01,","102.0",",,,I","",""
"BR000956000","1989-06","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","2",",I","2",",I","1",",I","","","","","","","19890615",",,I","","","46.8",",,I,15,","50.1",",,,I","",""
"BR000956000","1989-07","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","2",",I","0",",I","0",",I","0","4,","0","4,S","19890707",",4,S","19890731","+,,I","9.7","4,S,07,","0.5",",,I,31,+","1.0",",,,I","17.40","4,,,S"
"BR000956000","1989-08","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","7",",I","6",",I","1",",I","","","","","","","19890831",",,I","","","34.3",",,I,31,","85.7",",,,I","",""
"BR000956000","1989-09","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","10",",I","4",",I","0",",I","","","","","","","19890927",",,I","","","13.1",",,I,27,","41.0",",,,I","",""
"BR000956000","1989-10","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","13",",I","8",",I","5",",I","","","","","","","19891025",",,I","","","99.2",",,I,25,","295.7",",,,I","",""
"BR000956000","1989-11","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","16",",I","14",",I","3",",I","","","","","","","19891102",",,I","","","44.0",",,I,02,","249.9",",,,I","",""
"BR000956000","1989-12","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","27",",I","21",",I","9",",I","","","","","","","19891211",",,I","","","95.4",",,I,11,","596.3",",,,I","",""
"BR000956000","1990-01","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23",",I","14",",I","3",",I","","","","","","","19900115",",,I","","","58.2",",,I,15,","256.4",",,,I","",""
"BR000956000","1990-02","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","23",",I","20",",I","9",",I","","","","","","","19900214",",,I","","","106.0",",,I,14,","565.7",",,,I","",""
"BR000956000","1990-03","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","22",",I","15",",I","4",",I","","","","","","","19900305",",,I","","","43.2",",,I,05,","254.0",",,,I","",""
"BR000956000","1990-04","-9.867","-56.1","289.0","ALTA FLORESTA AERO, BR","15",",I","8",",I","2",",I","","","","","","","19900414",",,I","","","90.6",",,I,14,","209.6",",,,I","",""
