"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026657","1955-01","54.883","27.75","193.0","DOKSHITSY, BO","","","14","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","19550105",",1,I","","","","","","","7.6","1,,I,05,","","","","","","","22.6","1,,,I","","","","","",""
"BOM00026657","1955-02","54.883","27.75","193.0","DOKSHITSY, BO","","","15",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19550219",",,I","","","","","","","8.3",",,I,19,","","","","","","","33.2",",,,I","","","","","",""
"BOM00026657","1955-03","54.883","27.75","193.0","DOKSHITSY, BO","","","10","2,I","2","2,I","0","2,I","","","","","","","","","","","","","","","","","19550327",",2,I","","","","","","","3.2","2,,I,27,","","","","","","","17.1","2,,,I","","","","","",""
"BOM00026657","1955-04","54.883","27.75","193.0","DOKSHITSY, BO","","","16","1,I","8","1,I","0","1,I","","","","","","","","","","","","","","","","","19550414",",1,I","","","","","","","7.2","1,,I,14,","","","","","","","49.4","1,,,I","","","","","",""
"BOM00026657","1955-05","54.883","27.75","193.0","DOKSHITSY, BO","","","19","3,I","11","3,I","0","3,I","","","","","","","","","","","","","","","","","19550502",",3,I","","","","","","","17.2","3,,I,02,","","","","","","","77.3","3,,,I","","","","","",""
"BOM00026657","1955-06","54.883","27.75","193.0","DOKSHITSY, BO","","","10","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","19550611",",1,I","","","","","","","9.1","1,,I,11,","","","","","","","29.5","1,,,I","","","","","",""
"BOM00026657","1955-07","54.883","27.75","193.0","DOKSHITSY, BO","","","8","3,I","7","3,I","3","3,I","","","","","","","","","","","","","","","","","19550708",",3,I","","","","","","","49.3","3,,I,08,","","","","","","","150.9","3,,,I","","","","","",""
"BOM00026657","1955-08","54.883","27.75","193.0","DOKSHITSY, BO","","","3",",I","2",",I","1",",I","","","","","","","","","","","","","","","","","19550801",",,I","","","","","","","46.6",",,I,01,","","","","","","","60.1",",,,I","","","","","",""
"BOM00026657","1955-09","54.883","27.75","193.0","DOKSHITSY, BO","","","12",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19550919",",,I","","","","","","","37.6",",,I,19,","","","","","","","102.5",",,,I","","","","","",""
"BOM00026657","1955-10","54.883","27.75","193.0","DOKSHITSY, BO","","","9","2,I","6","2,I","0","2,I","","","","","","","","","","","","","","","","","19551025",",2,I","","","","","","","8.4","2,,I,25,","","","","","","","32.1","2,,,I","","","","","",""
"BOM00026657","1955-11","54.883","27.75","193.0","DOKSHITSY, BO","","","16","4,I","4","4,I","0","4,I","","","","","","","","","","","","","","","","","19551111",",4,I","","","","","","","6.3","4,,I,11,","","","","","","","25.0","4,,,I","","","","","",""
"BOM00026657","1955-12","54.883","27.75","193.0","DOKSHITSY, BO","","","19",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19551204",",,I","","","","","","","5.4",",,I,04,","","","","","","","38.7",",,,I","","","","","",""
"BOM00026657","1956-01","54.883","27.75","193.0","DOKSHITSY, BO","","","15","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19560124",",1,I","","","","","","","8.0","1,,I,24,","","","","","","","30.5","1,,,I","","","","","",""
