"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00033105","1967-11","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19671105",",,I","","","","","","","10.9",",,I,05,","","","","","64.4",",,,I","","","","","",""
"BOM00033105","1967-12","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19671210",",,I","","","","","","","12.2",",,I,10,","","","","","65.1",",,,I","","","","","",""
"BOM00033105","1968-01","51.783","28.333","141.0","LELOIOV, BO","","","19",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19680102",",,I","","","","","","","8.7",",,I,02,","","","","","64.3",",,,I","","","","","",""
"BOM00033105","1968-02","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19680225",",,I","","","","","","","11.1",",,I,25,","","","","","34.1",",,,I","","","","","",""
"BOM00033105","1968-03","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19680309",",,I","","","","","","","2.1",",,I,09,","","","","","9.0",",,,I","","","","","",""
"BOM00033105","1968-04","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19680410",",,I","","","","","","","13.9",",,I,10,","","","","","35.6",",,,I","","","","","",""
"BOM00033105","1968-05","51.783","28.333","141.0","LELOIOV, BO","","","16","1,I","9","1,I","0","1,I","","","","","","","","","","","","","","","","","19680501",",1,I","","","","","","","17.9","1,,I,01,","","","","","72.5","1,,,I","","","","","",""
"BOM00033105","1968-06","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","1",",I","","","","","","","","","","","","","","","","","19680624",",,I","","","","","","","36.2",",,I,24,","","","","","86.6",",,,I","","","","","",""
"BOM00033105","1968-07","51.783","28.333","141.0","LELOIOV, BO","","","17","2,I","8","2,I","0","2,I","","","","","","","","","","","","","","","","","19680703",",2,I","","","","","","","19.9","2,,I,03,","","","","","91.3","2,,,I","","","","","",""
"BOM00033105","1968-08","51.783","28.333","141.0","LELOIOV, BO","","","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19680819",",,I","","","","","","","9.5",",,I,19,","","","","","15.2",",,,I","","","","","",""
"BOM00033105","1968-09","51.783","28.333","141.0","LELOIOV, BO","","","12","2,I","5","2,I","0","2,I","","","","","","","","","","","","","","","","","19680917",",2,I","","","","","","","22.1","2,,I,17,","","","","","48.3","2,,,I","","","","","",""
"BOM00033105","1968-10","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19681003",",,I","","","","","","","20.0",",,I,03,","","","","","62.0",",,,I","","","","","",""
"BOM00033105","1968-11","51.783","28.333","141.0","LELOIOV, BO","","","10","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","19681118",",1,I","","","","","","","12.2","1,,I,18,","","","","","28.3","1,,,I","","","","","",""
"BOM00033105","1968-12","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19681231",",,I","","","","","","","8.4",",,I,31,","","","","","47.4",",,,I","","","","","",""
"BOM00033105","1969-01","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19690128",",,I","","","","","","","13.7",",,I,28,","","","","","47.7",",,,I","","","","","",""
"BOM00033105","1969-03","51.783","28.333","141.0","LELOIOV, BO","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19690314",",,I","","","","","","","15.0",",,I,14,","","","","","29.3",",,,I","","","","","",""
"BOM00033105","1969-04","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19690419",",,I","","","","","","","12.2",",,I,19,","","","","","54.8",",,,I","","","","","",""
"BOM00033105","1969-05","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19690517",",,I","","","","","","","8.7",",,I,17,","","","","","27.7",",,,I","","","","","",""
"BOM00033105","1969-06","51.783","28.333","141.0","LELOIOV, BO","","","13","2,I","5","2,I","0","2,I","","","","","","","","","","","","","","","","","19690603",",2,I","","","","","","","21.0","2,,I,03,","","","","","77.4","2,,,I","","","","","",""
"BOM00033105","1969-08","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","9",",I","1",",I","","","","","","","","","","","","","","","","","19690824",",,I","","","","","","","65.3",",,I,24,","","","","","158.5",",,,I","","","","","",""
"BOM00033105","1969-09","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","19690917",",,I","","","","","","","26.6",",,I,17,","","","","","41.3",",,,I","","","","","",""
"BOM00033105","1969-11","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19691128",",,I","","","","","","","15.7",",,I,28,","","","","","73.1",",,,I","","","","","",""
"BOM00033105","1970-01","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19700117",",,I","","","","","","","10.9",",,I,17,","","","","","57.7",",,,I","","","","","",""
"BOM00033105","1970-02","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19700215",",,I","","","","","","","51.4",",,I,15,","","","","","86.4",",,,I","","","","","",""
"BOM00033105","1970-03","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19700326",",,I","","","","","","","12.8",",,I,26,","","","","","51.8",",,,I","","","","","",""
"BOM00033105","1970-04","51.783","28.333","141.0","LELOIOV, BO","","","10","1,I","8","1,I","0","1,I","","","","","","","","","","","","","","","","","19700413",",1,I","","","","","","","9.1","1,,I,13,","","","","","53.0","1,,,I","","","","","",""
"BOM00033105","1970-05","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19700523",",,I","","","","","","","16.7",",,I,23,","","","","","71.9",",,,I","","","","","",""
"BOM00033105","1970-06","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","19700606",",,I","","","","","","","31.5",",,I,06,","","","","","98.7",",,,I","","","","","",""
"BOM00033105","1970-07","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19700722",",,I","","","","","","","10.3",",,I,22,","","","","","53.3",",,,I","","","","","",""
"BOM00033105","1970-09","51.783","28.333","141.0","LELOIOV, BO","","","17","1,I","10","1,I","1","1,I","","","","","","","","","","","","","","","","","19700914",",1,I","","","","","","","27.9","1,,I,14,","","","","","100.3","1,,,I","","","","","",""
"BOM00033105","1970-10","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19701004",",,I","","","","","","","22.3",",,I,04,","","","","","100.6",",,,I","","","","","",""
"BOM00033105","1970-11","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19701104",",,I","","","","","","","10.7",",,I,04,","","","","","50.5",",,,I","","","","","",""
"BOM00033105","1970-12","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19701229",",,I","","","","","","","9.1",",,I,29,","","","","","62.4",",,,I","","","","","",""
"BOM00033105","1971-01","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19710104",",,I","","","","","","","13.5",",,I,04,","","","","","38.7",",,,I","","","","","",""
"BOM00033105","1971-02","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19710217",",,I","","","","","","","11.5",",,I,17,","","","","","40.7",",,,I","","","","","",""
"BOM00033105","1971-03","51.783","28.333","141.0","LELOIOV, BO","","","15","3,I","5","3,I","0","3,I","","","","","","","","","","","","","","","","","19710328",",3,I","","","","","","","10.2","3,,I,28,","","","","","34.8","3,,,I","","","","","",""
"BOM00033105","1971-04","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19710428",",,I","","","","","","","14.1",",,I,28,","","","","","31.1",",,,I","","","","","",""
"BOM00033105","1971-05","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19710524",",,I","","","","","","","18.8",",,I,24,","","","","","42.1",",,,I","","","","","",""
"BOM00033105","1971-06","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19710628",",,I","","","","","","","20.4",",,I,28,","","","","","86.7",",,,I","","","","","",""
"BOM00033105","1971-07","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","9",",I","1",",I","","","","","","","","","","","","","","","","","19710702",",,I","","","","","","","41.7",",,I,02,","","","","","102.7",",,,I","","","","","",""
"BOM00033105","1971-08","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19710816",",,I","","","","","","","7.2",",,I,16,","","","","","25.5",",,,I","","","","","",""
"BOM00033105","1971-09","51.783","28.333","141.0","LELOIOV, BO","","","10","2,I","5","2,I","0","2,I","","","","","","","","","","","","","","","","","19710909",",2,I","","","","","","","23.2","2,,I,09,","","","","","80.6","2,,,I","","","","","",""
"BOM00033105","1971-10","51.783","28.333","141.0","LELOIOV, BO","","","17","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","19711016",",1,I","","","","","","","15.0","1,,I,16,","","","","","45.9","1,,,I","","","","","",""
"BOM00033105","1971-11","51.783","28.333","141.0","LELOIOV, BO","","","18","1,I","6","1,I","0","1,I","","","","","","","","","","","","","","","","","19711111",",1,I","","","","","","","11.1","1,,I,11,","","","","","39.3","1,,,I","","","","","",""
"BOM00033105","1971-12","51.783","28.333","141.0","LELOIOV, BO","","","16","3,I","8","3,I","1","3,I","","","","","","","","","","","","","","","","","19711203",",3,I","","","","","","","27.4","3,,I,03,","","","","","71.1","3,,,I","","","","","",""
"BOM00033105","1972-01","51.783","28.333","141.0","LELOIOV, BO","","","7","2,I","4","2,I","0","2,I","","","","","","","","","","","","","","","","","19720129",",2,I","","","","","","","9.8","2,,I,29,","","","","","29.0","2,,,I","","","","","",""
"BOM00033105","1972-02","51.783","28.333","141.0","LELOIOV, BO","","","5","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","19720214",",1,I","","","","","","","6.6","1,,I,14,","","","","","12.5","1,,,I","","","","","",""
"BOM00033105","1972-03","51.783","28.333","141.0","LELOIOV, BO","","","7","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19720309",",1,I","","","","","","","7.9","1,,I,09,","","","","","24.8","1,,,I","","","","","",""
"BOM00033105","1972-04","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19720404",",,I","","","","","","","15.6",",,I,04,","","","","","40.0",",,,I","","","","","",""
"BOM00033105","1972-05","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19720528",",,I","","","","","","","6.8",",,I,28,","","","","","36.5",",,,I","","","","","",""
"BOM00033105","1972-06","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","19720628",",,I","","","","","","","30.5",",,I,28,","","","","","96.8",",,,I","","","","","",""
"BOM00033105","1972-07","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19720711",",,I","","","","","","","23.7",",,I,11,","","","","","80.2",",,,I","","","","","",""
"BOM00033105","1972-08","51.783","28.333","141.0","LELOIOV, BO","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19720830",",,I","","","","","","","5.4",",,I,30,","","","","","19.1",",,,I","","","","","",""
"BOM00033105","1972-09","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19720924",",,I","","","","","","","17.9",",,I,24,","","","","","55.5",",,,I","","","","","",""
"BOM00033105","1972-10","51.783","28.333","141.0","LELOIOV, BO","","","10","1,I","6","1,I","0","1,I","","","","","","","","","","","","","","","","","19721023",",1,I","","","","","","","14.6","1,,I,23,","","","","","52.6","1,,,I","","","","","",""
"BOM00033105","1972-11","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19721106",",,I","","","","","","","14.1",",,I,06,","","","","","54.3",",,,I","","","","","",""
"BOM00033105","1972-12","51.783","28.333","141.0","LELOIOV, BO","","","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19721210",",,I","","","","","","","3.2",",,I,10,","","","","","6.5",",,,I","","","","","",""
"BOM00033105","1973-01","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19730110",",,I","","","","","","","3.8",",,I,10,","","","","","9.3",",,,I","","","","","",""
"BOM00033105","1973-02","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19730211",",,I","","","","","","","21.9",",,I,11,","","","","","84.9",",,,I","","","","","",""
"BOM00033105","1973-03","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19730302",",,I","","","","","","","4.0",",,I,02,","","","","","15.2",",,,I","","","","","",""
"BOM00033105","1973-04","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19730423",",,I","","","","","","","6.1",",,I,23,","","","","","16.9",",,,I","","","","","",""
"BOM00033105","1973-05","51.783","28.333","141.0","LELOIOV, BO","","","13","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","19730526",",1,I","","","","","","","20.9","1,,I,26,","","","","","67.9","1,,,I","","","","","",""
"BOM00033105","1973-06","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","19730617",",,I","","","","","","","29.0",",,I,17,","","","","","62.1",",,,I","","","","","",""
"BOM00033105","1973-07","51.783","28.333","141.0","LELOIOV, BO","","","19",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19730725",",,I","","","","","","","16.6",",,I,25,","","","","","85.5",",,,I","","","","","",""
"BOM00033105","1973-08","51.783","28.333","141.0","LELOIOV, BO","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19730816",",,I","","","","","","","6.1",",,I,16,","","","","","15.3",",,,I","","","","","",""
"BOM00033105","1973-09","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19730925",",,I","","","","","","","14.0",",,I,25,","","","","","64.1",",,,I","","","","","",""
"BOM00033105","1973-10","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19731030",",,I","","","","","","","10.4",",,I,30,","","","","","51.8",",,,I","","","","","",""
"BOM00033105","1973-11","51.783","28.333","141.0","LELOIOV, BO","","","17",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19731125",",,I","","","","","","","9.5",",,I,25,","","","","","55.5",",,,I","","","","","",""
"BOM00033105","1973-12","51.783","28.333","141.0","LELOIOV, BO","","","16","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19731201",",1,I","","","","","","","6.9","1,,I,01,","","","","","37.5","1,,,I","","","","","",""
"BOM00033105","1974-01","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19740118",",,I","","","","","","","3.7",",,I,18,","","","","","10.3",",,,I","","","","","",""
"BOM00033105","1974-02","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19740210",",,I","","","","","","","5.0",",,I,10,","","","","","18.7",",,,I","","","","","",""
"BOM00033105","1974-03","51.783","28.333","141.0","LELOIOV, BO","","","2",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19740318",",,I","","","","","","","1.5",",,I,18,","","","","","2.5",",,,I","","","","","",""
"BOM00033105","1974-04","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19740413",",,I","","","","","","","3.5",",,I,13,","","","","","12.0",",,,I","","","","","",""
"BOM00033105","1974-05","51.783","28.333","141.0","LELOIOV, BO","","","10","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19740527",",1,I","","","","","","","10.7","1,,I,27,","","","","","30.9","1,,,I","","","","","",""
"BOM00033105","1974-06","51.783","28.333","141.0","LELOIOV, BO","","","24",",I","14",",I","1",",I","","","","","","","","","","","","","","","","","19740613",",,I","","","","","","","34.8",",,I,13,","","","","","138.1",",,,I","","","","","",""
"BOM00033105","1974-07","51.783","28.333","141.0","LELOIOV, BO","","","21",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19740710",",,I","","","","","","","20.5",",,I,10,","","","","","95.2",",,,I","","","","","",""
"BOM00033105","1974-08","51.783","28.333","141.0","LELOIOV, BO","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19740805",",,I","","","","","","","12.1",",,I,05,","","","","","23.7",",,,I","","","","","",""
"BOM00033105","1974-09","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19740927",",,I","","","","","","","18.6",",,I,27,","","","","","67.7",",,,I","","","","","",""
"BOM00033105","1974-10","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19741016",",,I","","","","","","","19.8",",,I,16,","","","","","71.2",",,,I","","","","","",""
"BOM00033105","1974-11","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19741102",",,I","","","","","","","34.3",",,I,02,","","","","","75.8",",,,I","","","","","",""
"BOM00033105","1974-12","51.783","28.333","141.0","LELOIOV, BO","","","21",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19741230",",,I","","","","","","","11.9",",,I,30,","","","","","71.3",",,,I","","","","","",""
"BOM00033105","1975-01","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19750105",",,I","","","","","","","5.8",",,I,05,","","","","","36.9",",,,I","","","","","",""
"BOM00033105","1975-02","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19750202",",,I","","","","","","","1.5",",,I,02,","","","","","8.8",",,,I","","","","","",""
"BOM00033105","1975-03","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19750329",",,I","","","","","","","3.8",",,I,29,","","","","","13.5",",,,I","","","","","",""
"BOM00033105","1975-04","51.783","28.333","141.0","LELOIOV, BO","","","13","2,I","11","2,I","1","2,I","","","","","","","","","","","","","","","","","19750412",",2,I","","","","","","","25.4","2,,I,12,","","","","","126.7","2,,,I","","","","","",""
"BOM00033105","1975-05","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","3",",I","1",",I","","","","","","","","","","","","","","","","","19750526",",,I","","","","","","","26.7",",,I,26,","","","","","45.5",",,,I","","","","","",""
"BOM00033105","1975-09","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19750916",",,I","","","","","","","5.6",",,I,16,","","","","","11.5",",,,I","","","","","",""
"BOM00033105","1975-10","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19751004",",,I","","","","","","","7.6",",,I,04,","","","","","40.2",",,,I","","","","","",""
"BOM00033105","1975-11","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19751104",",,I","","","","","","","8.0",",,I,04,","","","","","14.4",",,,I","","","","","",""
"BOM00033105","1976-01","51.783","28.333","141.0","LELOIOV, BO","","","23",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19760129",",,I","","","","","","","7.7",",,I,29,","","","","","56.5",",,,I","","","","","",""
"BOM00033105","1976-02","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19760214",",,I","","","","","","","4.6",",,I,14,","","","","","9.6",",,,I","","","","","",""
"BOM00033105","1976-03","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19760320",",,I","","","","","","","14.5",",,I,20,","","","","","70.7",",,,I","","","","","",""
"BOM00033105","1976-04","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19760409",",,I","","","","","","","15.7",",,I,09,","","","","","65.0",",,,I","","","","","",""
"BOM00033105","1976-05","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19760520",",,I","","","","","","","11.4",",,I,20,","","","","","45.4",",,,I","","","","","",""
"BOM00033105","1976-06","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19760616",",,I","","","","","","","13.9",",,I,16,","","","","","33.2",",,,I","","","","","",""
"BOM00033105","1976-07","51.783","28.333","141.0","LELOIOV, BO","","","11","2,I","7","2,I","0","2,I","","","","","","","","","","","","","","","","","19760727",",2,I","","","","","","","7.6","2,,I,27,","","","","","37.2","2,,,I","","","","","",""
"BOM00033105","1976-08","51.783","28.333","141.0","LELOIOV, BO","","","12",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19760812",",,I","","","","","","","17.3",",,I,12,","","","","","88.9",",,,I","","","","","",""
"BOM00033105","1976-09","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","8",",I","2",",I","","","","","","","","","","","","","","","","","19760905",",,I","","","","","","","49.9",",,I,05,","","","","","136.4",",,,I","","","","","",""
"BOM00033105","1976-10","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19761004",",,I","","","","","","","7.3",",,I,04,","","","","","22.2",",,,I","","","","","",""
"BOM00033105","1976-11","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19761117",",,I","","","","","","","7.1",",,I,17,","","","","","24.4",",,,I","","","","","",""
"BOM00033105","1976-12","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19761231",",,I","","","","","","","10.0",",,I,31,","","","","","39.1",",,,I","","","","","",""
"BOM00033105","1977-01","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19770127",",,I","","","","","","","8.9",",,I,27,","","","","","18.5",",,,I","","","","","",""
"BOM00033105","1977-02","51.783","28.333","141.0","LELOIOV, BO","","","17",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19770209",",,I","","","","","","","5.9",",,I,09,","","","","","47.5",",,,I","","","","","",""
"BOM00033105","1977-03","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19770331",",,I","","","","","","","8.7",",,I,31,","","","","","34.0",",,,I","","","","","",""
"BOM00033105","1977-04","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","11",",I","1",",I","","","","","","","","","","","","","","","","","19770412",",,I","","","","","","","32.1",",,I,12,","","","","","109.9",",,,I","","","","","",""
"BOM00033105","1977-05","51.783","28.333","141.0","LELOIOV, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19770516",",,I","","","","","","","11.4",",,I,16,","","","","","25.4",",,,I","","","","","",""
"BOM00033105","1977-06","51.783","28.333","141.0","LELOIOV, BO","","","14",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","19770621",",,I","","","","","","","22.4",",,I,21,","","","","","67.8",",,,I","","","","","",""
"BOM00033105","1977-07","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","9",",I","2",",I","","","","","","","","","","","","","","","","","19770728",",,I","","","","","","","50.8",",,I,28,","","","","","170.2",",,,I","","","","","",""
"BOM00033105","1977-08","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","19770820",",,I","","","","","","","31.8",",,I,20,","","","","","106.4",",,,I","","","","","",""
"BOM00033105","1977-09","51.783","28.333","141.0","LELOIOV, BO","","","9",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19770910",",,I","","","","","","","18.9",",,I,10,","","","","","41.5",",,,I","","","","","",""
"BOM00033105","1977-11","51.783","28.333","141.0","LELOIOV, BO","","","18",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19771127",",,I","","","","","","","16.0",",,I,27,","","","","","77.5",",,,I","","","","","",""
"BOM00033105","1977-12","51.783","28.333","141.0","LELOIOV, BO","","","20",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19771201",",,I","","","","","","","5.6",",,I,01,","","","","","31.1",",,,I","","","","","",""
"BOM00033105","1978-04","51.783","28.333","141.0","LELOIOV, BO","","","6",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19780417",",,I","","","","","","","8.5",",,I,17,","","","","","20.3",",,,I","","","","","",""
"BOM00033105","1978-06","51.783","28.333","141.0","LELOIOV, BO","","","13",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19780609",",,I","","","","","","","28.7",",,I,09,","","","","","90.9",",,,I","","","","","",""
"BOM00033105","1979-03","51.783","28.333","141.0","LELOIOV, BO","","","16",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19790318",",,I","","","","","","","9.2",",,I,18,","","","","","44.2",",,,I","","","","","",""
"BOM00033105","1979-04","51.783","28.333","141.0","LELOIOV, BO","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19790429",",,I","","","","","","","10.7",",,I,29,","","","","","40.5",",,,I","","","","","",""
"BOM00033105","1979-05","51.783","28.333","141.0","LELOIOV, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19790526",",,I","","","","","","","13.2",",,I,26,","","","","","36.7",",,,I","","","","","",""
"BOM00033105","1979-06","51.783","28.333","141.0","LELOIOV, BO","","","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19790627",",,I","","","","","","","15.9",",,I,27,","","","","","37.7",",,,I","","","","","",""
