"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BN000005344","1941-01","6.35","2.38","4.0","COTONOU, BN","299.4","I","299.4","1,I","2","1,I","1","1,I","0","1,I","0","1,I","0","1,I","0","1,I","30","1,I","6","1,I","19410103",",1,I","19410108",",1,I","19410110",",1,I","21.0","1,I,03,","6.6","1,,I,08,","36.1","1,I,10,","","","0.0","1,I","7.1","1,,,I","28.31","1,I","31.91","1,,,I","24.72","1,,,I"
"BN000005344","1941-02","6.35","2.38","4.0","COTONOU, BN","598.5","I","299.1",",I","3",",I","2",",I","0",",I","0",",I","0",",I","0",",I","28",",I","15",",I","19410223","+,,I","19410211",",,I","19410228","+,,I","23.4",",I,23,+","6.5",",,I,11,","34.0",",I,28,+","","","0.0",",I","12.9",",,,I","29.01",",I","32.39",",,,I","25.64",",,,I"
"BN000005344","1941-03","6.35","2.38","4.0","COTONOU, BN","943.7","I","345.2",",I","6",",I","5",",I","1",",I","0",",I","0",",I","0",",I","31",",I","28",",I","19410317",",,I","19410317",",,I","19410329",",,I","22.0",",I,17,","26.9",",,I,17,","34.6",",I,29,","","","0.0",",I","72.5",",,,I","29.47",",I","33.18",",,,I","25.76",",,,I"
"BN000005344","1941-04","6.35","2.38","4.0","COTONOU, BN","1267.3","I","323.6",",I","10",",I","7",",I","1",",I","0",",I","0",",I","0",",I","30",",I","22",",I","19410420",",,I","19410420",",,I","19410417",",,I","20.9",",I,20,","49.0",",,I,20,","34.5",",I,17,","","","0.0",",I","102.7",",,,I","29.12",",I","32.76",",,,I","25.48",",,,I"
"BN000005344","1941-05","6.35","2.38","4.0","COTONOU, BN","1581.4","I","314.1",",I","12",",I","8",",I","3",",I","0",",I","0",",I","0",",I","31",",I","15",",I","19410519",",,I","19410518",",,I","19410502",",,I","22.7",",I,19,","63.5",",,I,18,","34.3",",I,02,","","","0.0",",I","199.1",",,,I","28.46",",I","31.99",",,,I","24.94",",,,I"
"BN000005344","1941-06","6.35","2.38","4.0","COTONOU, BN","1862.5","I","281.1","1,I","14",",I","9",",I","2",",I","0",",I","0",",I","0","1,I","29","1,I","3","1,I","19410619",",,I","19410618",",,I","19410615",",1,I","21.8",",I,19,","61.9",",,I,18,","32.6","1,I,15,","","","0.0","1,I","171.9",",,,I","28.02","1,I","30.99","1,,,I","25.06",",,,I"
"BN000005344","1941-07","6.35","2.38","4.0","COTONOU, BN","2121.3","I","258.8","1,I","17",",I","9",",I","0",",I","0",",I","0",",I","0","1,I","30","1,I","0","1,I","19410702",",,I","19410701",",,I","19410705",",1,I","22.3",",I,02,","23.2",",,I,01,","31.1","1,I,05,","0.0","","0.0","1,I","84.8",",,,I","26.96","1,I","29.23","1,,,I","24.69",",,,I"
"BN000005344","1941-08","6.35","2.38","4.0","COTONOU, BN","2388.8","I","267.5",",I","12",",I","2",",I","0",",I","0",",I","0",",I","0",",I","31",",I","0",",I","19410811",",,I","19410815",",,I","19410808",",,I","22.2",",I,11,","12.3",",,I,15,","31.1",",I,08,","0.0","","0.0",",I","28.5",",,,I","26.96",",I","29.56",",,,I","24.36",",,,I"
"BN000005344","1941-09","6.35","2.38","4.0","COTONOU, BN","2644.7","I","255.9",",I","19",",I","10",",I","1",",I","0",",I","0",",I","0",",I","30",",I","0",",I","19410926",",,I","19410925",",,I","19410929",",,I","22.2",",I,26,","83.6",",,I,25,","31.6",",I,29,","0.0","","0.0",",I","171.0",",,,I","26.86",",I","29.67",",,,I","24.05",",,,I"
"BN000005344","1941-10","6.35","2.38","4.0","COTONOU, BN","2921.2","I","276.5",",I","14",",I","12",",I","4",",I","0",",I","0",",I","0",",I","31",",I","3",",I","19411007",",,I","19411004",",,I","19411017",",,I","21.8",",I,07,","88.2",",,I,04,","32.4",",I,17,","0.0","","0.0",",I","295.9",",,,I","27.25",",I","30.41",",,,I","24.10",",,,I"
"BN000005344","1941-11","6.35","2.38","4.0","COTONOU, BN","3210.2","I","289.0",",I","8",",I","2",",I","1",",I","0",",I","0",",I","0",",I","30",",I","8",",I","19411105",",,I","19411105",",,I","19411119",",,I","21.0",",I,05,","29.6",",,I,05,","33.0",",I,19,","0.0","","0.0",",I","45.5",",,,I","27.97",",I","31.33",",,,I","24.60",",,,I"
"BN000005344","1941-12","6.35","2.38","4.0","COTONOU, BN","3517.0","I","306.8",",I","1",",I","0",",I","0",",I","0",",I","0",",I","0",",I","31",",I","15",",I","19411217",",,I","19411207",",,I","19411206","+,,I","21.6",",I,17,","1.4",",,I,07,","32.8",",I,06,+","0.0","","0.0",",I","1.4",",,,I","28.23",",I","31.88",",,,I","24.58",",,,I"
"BN000005344","1942-01","6.35","2.38","4.0","COTONOU, BN","288.8","I","288.8","2,I","2","2,I","1","2,I","1","2,I","0","2,I","0","2,I","0","2,I","29","2,I","8","2,I","19420128",",2,I","19420106",",2,I","19420127",",2,I","22.1","2,I,28,","59.2","2,,I,06,","34.2","2,I,27,","0.0","I","0.0","2,I","61.0","2,,,I","28.29","2,I","31.73","2,,,I","24.85","2,,,I"
"BN000005344","1942-02","6.35","2.38","4.0","COTONOU, BN","598.1","I","309.3","1,I","3","1,I","2","1,I","0","1,I","0","1,I","0","1,I","0","1,I","27","1,I","25","1,I","19420227",",1,I","19420214",",1,I","19420223",",1,I","24.0","1,I,27,","12.2","1,,I,14,","34.2","1,I,23,","0.0","I","0.0","1,I","18.4","1,,,I","29.79","1,I","33.04","1,,,I","26.53","1,,,I"
