"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00097072","1750-03","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","13.1","2,a","10","2,a","7","2,a","0","2,a","0","2,a","0","2,a","0","2,a","9","2,a","1","2,a","17500308",",2,a","17500301",",2,a","17500322",",2,a","6.0","2,a,08,","6.6","2,,a,01,","32.9","2,a,22,","","","73.4","2,a","35.8","2,,,a","16.25","2,a","21.08","2,,,a","11.42","2,,,a"
"ASN00097072","1750-05","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","0.0","2,a","11","4,a","7","4,a","0","4,a","0","1,a","0","1,a","0","2,a","1","2,a","0","2,a","17500519",",1,a","17500503",",4,a","17500506",",2,a","4.9","1,a,19,","16.0","4,,a,03,","21.9","2,a,06,","","","159.4","2,a","65.0","4,,,a","12.80","2,a","16.38","2,,,a","9.22","1,,,a"
"ASN00097072","1981-11","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","2.7",",a","14",",a","9",",a","1",",a","0",",a","0",",a","0",",a","7",",a","0",",a","19811116",",,a","19811112",",,a","19811123",",,a","2.3",",a,16,","32.4",",,a,12,","27.3",",a,23,","","","142.7",",a","118.0",",,,a","13.67",",a","19.01",",,,a","8.32",",,,a"
"ASN00097072","1981-12","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","2.5",",a","8",",a","5",",a","0",",a","0",",a","0",",a","0",",a","8",",a","0",",a","19811215",",,a","19811208",",,a","19811227",",,a","4.8",",a,15,","12.8",",,a,08,","27.2",",a,27,","","","112.0",",a","46.2",",,,a","14.80",",a","19.80",",,,a","9.80",",,,a"
"ASN00097072","1982-01","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","17.9","1,a","12","5,a","7","5,a","0","5,a","0","1,a","0","1,a","0",",a","11",",a","1",",a","19820106",",1,a","19820107",",5,a","19820124",",,a","5.0","1,a,06,","15.0","5,,a,07,","33.9",",a,24,","73.8","a","73.8",",a","72.8",",a,,a","16.45","1,a","21.30",",,,a","11.61","1,,,a"
"ASN00097072","1982-02","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","29.4",",a","15",",a","6",",a","1",",a","0",",a","0",",a","0",",a","8",",a","2",",a","19820227",",,a","19820226",",,a","19820214",",,a","4.0",",a,27,","27.4",",,a,26,","38.6",",a,14,","146.9","a","73.1",",a","55.6",",,,a","16.77",",a","21.75",",,,a","11.79",",,,a"
"ASN00097072","1982-03","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","12.7",",a","14",",a","10",",a","2",",a","0",",a","0",",a","0",",a","15",",a","0",",a","19820324",",,a","19820308",",,a","19820315",",,a","4.9",",a,24,","76.4",",,a,08,","31.6",",a,15,","232.9","a","86.0",",a","185.2",",,,a","15.97",",a","21.47",",,,a","10.46",",,,a"
"ASN00097072","1982-04","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","0.9",",a","16",",a","11",",a","0",",a","0",",a","0",",a","0",",a","3",",a","0",",a","19820408",",,a","19820426",",,a","19820413",",,a","4.3",",a,08,","17.8",",,a,26,","25.5",",a,13,","386.4","a","153.5",",a","83.8",",,,a","13.25",",a","16.94",",,,a","9.56",",,,a"
"ASN00097072","1982-05","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","","","0.0",",a","26",",a","22",",a","0",",a","0",",a","0",",a","0",",a","0",",a","0",",a","19820521",",,a","19820506",",,a","19820503",",,a","4.0",",a,21,","25.0",",,a,06,","20.4",",a,03,","591.0","a","204.6",",a","221.9",",,,a","11.73",",a","14.27",",,,a","9.20",",,,a"
"ASN00097072","1982-07","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","0.0","a","0.0",",a","17",",a","10",",a","0",",a","0",",a","6",",a","0",",a","0",",a","0",",a","19820719",",,a","19820704",",,a","19820727",",,a","-2.7",",a,19,","10.0",",,a,04,","14.4",",a,27,","","","345.1",",a","66.2",",,,a","7.20",",a","11.06",",,,a","3.35",",,,a"
