"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BC008033530","1921-09","-22.38","26.7","1140.0","SEROWE, BC","1",",I","0",",I","0",",I","19210908",",,I","0.8",",,I,08,","0.8",",,,I"
"BC008033530","1921-10","-22.38","26.7","1140.0","SEROWE, BC","5",",I","4",",I","0",",I","19211018",",,I","16.3",",,I,18,","32.5",",,,I"
"BC008033530","1921-11","-22.38","26.7","1140.0","SEROWE, BC","16",",I","10",",I","1",",I","19211128",",,I","38.4",",,I,28,","113.5",",,,I"
"BC008033530","1921-12","-22.38","26.7","1140.0","SEROWE, BC","9",",I","8",",I","1",",I","19211209",",,I","45.7",",,I,09,","130.6",",,,I"
"BC008033530","1922-01","-22.38","26.7","1140.0","SEROWE, BC","4",",I","2",",I","0",",I","19220111",",,I","19.3",",,I,11,","25.9",",,,I"
"BC008033530","1922-02","-22.38","26.7","1140.0","SEROWE, BC","4",",I","2",",I","1",",I","19220223",",,I","29.2",",,I,23,","39.9",",,,I"
"BC008033530","1922-03","-22.38","26.7","1140.0","SEROWE, BC","9",",I","6",",I","0",",I","19220322",",,I","12.7",",,I,22,","36.4",",,,I"
"BC008033530","1922-04","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19220430","+,,I","0.0",",,I,30,+","0.0",",,,I"
"BC008033530","1922-05","-22.38","26.7","1140.0","SEROWE, BC","3",",I","2",",I","0",",I","19220507",",,I","9.1",",,I,07,","18.2",",,,I"
"BC008033530","1922-06","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19220630","+,,I","0.0",",,I,30,+","0.0",",,,I"
"BC008033530","1922-07","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19220731","+,,I","0.0",",,I,31,+","0.0",",,,I"
"BC008033530","1922-08","-22.38","26.7","1140.0","SEROWE, BC","3",",I","2",",I","0",",I","19220827",",,I","8.1",",,I,27,","14.0",",,,I"
"BC008033530","1922-09","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19220930","+,,I","0.0",",,I,30,+","0.0",",,,I"
"BC008033530","1922-10","-22.38","26.7","1140.0","SEROWE, BC","3",",I","3",",I","0",",I","19221010",",,I","14.2",",,I,10,","25.4",",,,I"
"BC008033530","1922-11","-22.38","26.7","1140.0","SEROWE, BC","6",",I","4",",I","1",",I","19221125",",,I","76.0",",,I,25,","109.7",",,,I"
"BC008033530","1922-12","-22.38","26.7","1140.0","SEROWE, BC","5",",I","3",",I","0",",I","19221228",",,I","12.5",",,I,28,","25.7",",,,I"
"BC008033530","1923-01","-22.38","26.7","1140.0","SEROWE, BC","18",",I","13",",I","5",",I","19230120",",,I","90.9",",,I,20,","338.2",",,,I"
"BC008033530","1923-02","-22.38","26.7","1140.0","SEROWE, BC","9",",I","6",",I","1",",I","19230225",",,I","25.9",",,I,25,","92.5",",,,I"
"BC008033530","1923-03","-22.38","26.7","1140.0","SEROWE, BC","8",",I","6",",I","2",",I","19230302",",,I","72.4",",,I,02,","161.5",",,,I"
"BC008033530","1923-04","-22.38","26.7","1140.0","SEROWE, BC","1",",I","0",",I","0",",I","19230420",",,I","1.3",",,I,20,","1.3",",,,I"
"BC008033530","1923-05","-22.38","26.7","1140.0","SEROWE, BC","1",",I","1",",I","0",",I","19230505",",,I","6.4",",,I,05,","6.4",",,,I"
"BC008033530","1923-06","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19230630","+,,I","0.0",",,I,30,+","0.0",",,,I"
"BC008033530","1923-07","-22.38","26.7","1140.0","SEROWE, BC","1",",I","1",",I","0",",I","19230703",",,I","2.8",",,I,03,","2.8",",,,I"
"BC008033530","1923-08","-22.38","26.7","1140.0","SEROWE, BC","0",",I","0",",I","0",",I","19230831","+,,I","0.0",",,I,31,+","0.0",",,,I"
"BC008033530","1923-09","-22.38","26.7","1140.0","SEROWE, BC","1",",I","1",",I","0",",I","19230919",",,I","5.1",",,I,19,","5.1",",,,I"
"BC008033530","1923-10","-22.38","26.7","1140.0","SEROWE, BC","1",",I","0",",I","0",",I","19231024",",,I","0.5",",,I,24,","0.5",",,,I"
"BC008033530","1923-11","-22.38","26.7","1140.0","SEROWE, BC","6",",I","3",",I","0",",I","19231112",",,I","8.1",",,I,12,","18.1",",,,I"
