"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00058037","1884-06","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","6",",a","4",",a","0",",a","","","","","","","","","","","","","18840615",",,a","","","","","19.1",",,a,15,","","","","","","","34.1",",,,a","","","","","",""
"ASN00058037","1884-07","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","17",",a","12",",a","2",",a","","","","","","","","","","","","","18840707",",,a","","","","","43.4",",,a,07,","","","","","","","217.6",",,,a","","","","","",""
"ASN00058037","1884-08","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","6",",a","3",",a","0",",a","","","","","","","","","","","","","18840801",",,a","","","","","16.8",",,a,01,","","","","","","","34.8",",,,a","","","","","",""
"ASN00058037","1884-09","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","8",",a","5",",a","0",",a","","","","","","","","","","","","","18840919",",,a","","","","","9.7",",,a,19,","","","","","","","36.5",",,,a","","","","","",""
"ASN00058037","1884-10","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","7",",a","3",",a","1",",a","","","","","","","","","","","","","18841031",",,a","","","","","25.4",",,a,31,","","","","","","","48.9",",,,a","","","","","",""
"ASN00058037","1884-11","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","11",",a","9",",a","1",",a","","","","","","","","","","","","","18841101",",,a","","","","","31.2",",,a,01,","","","","","","","98.8",",,,a","","","","","",""
"ASN00058037","1884-12","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","6",",a","5",",a","0",",a","","","","","","","","","","","","","18841215",",,a","","","","","9.1",",,a,15,","","","","","","","24.8",",,,a","","","","","",""
"ASN00058037","1885-01","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","8",",a","3",",a","1",",a","","","","","","","","","","","","","18850128",",,a","","","","","35.6",",,a,28,","","","","","","","59.8",",,,a","","","","","",""
"ASN00058037","1885-02","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","13",",a","10",",a","4",",a","","","","","","","","","","","","","18850225",",,a","","","","","45.7",",,a,25,","","","","","","","222.0",",,,a","","","","","",""
"ASN00058037","1885-03","-28.807","153.2628","11.0","LISMORE CENTRE STREET, AS","","","","","9",",a","4",",a","0",",a","","","","","","","","","","","","","18850302",",,a","","","","","21.1",",,a,02,","","","","","","","44.6",",,,a","","","","","",""
