"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085196","1988-02","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","","","","","0","5,S","24","5,S","3","5,S","","","","","19880212",",5,S","","","","","33.2","5,S,12,","","","","","","","","","29.43","5,,,S","",""
"BLM00085196","1990-12","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19901230",",3,S","","","","","15.3","3,S,30,","","","","","","","","","","","","","","","19.80","3,,,S"
"BLM00085196","1991-01","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","5,S","0","5,S","","","","","","","19910131",",5,S","","","","","14.5","5,S,31,","","","","","","","","","","","","","","","20.79","5,,,S"
"BLM00085196","1991-03","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","19910329","+,5,S","","","19910306",",5,S","16.5","5,S,29,+","","","31.5","5,S,06,","","","","","","","24.91","7,S","29.41","5,,,S","20.41","5,,,S"
"BLM00085196","1991-04","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19910420","+,3,S","","","","","10.8","3,S,20,+","","","","","","","","","","","","","","","18.38","3,,,S"
"BLM00085196","1991-05","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","4,S","0","4,S","0","4,S","24","4,S","0","4,S","19910506",",4,S","","","19910520",",4,S","11.0","4,S,06,","","","30.6","4,S,20,","","","","","","","22.79","7,S","27.96","4,,,S","17.61","4,,,S"
"BLM00085196","1991-06","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","5,S","0","5,S","","","","","","","19910630",",5,S","","","","","7.5","5,S,30,","","","","","","","","","","","","","","","14.57","5,,,S"
"BLM00085196","1991-07","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","","","","","0","4,S","23","4,S","0","4,S","","","","","19910728","+,4,S","","","","","30.0","4,S,28,+","","","","","","","","","26.86","4,,,S","",""
"BLM00085196","1991-08","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","19910804",",4,S","","","","","5.2","4,S,04,","","","","","","","","","","","","","","","13.05","4,,,S"
"BLM00085196","1991-09","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","0","4,S","0","4,S","0","5,S","23","5,S","8","5,S","19910920",",4,S","","","19910902",",5,S","12.0","4,S,20,","","","35.2","5,S,02,","","","","","","","24.28","8,S","30.60","5,,,S","17.96","4,,,S"
"BLM00085196","1991-10","-16.25","-62.1","497.0","CONCEPCION, BL","","","","","","","","","","","","","","","0","5,S","26","5,S","11","5,S","","","","","19911014",",5,S","","","","","34.6","5,S,14,","","","","","","","","","31.24","5,,,S","",""
