"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00051042","1750-03","-30.9252","147.869","152.0","QUAMBONE STATION, AS","2","2,a","2","2,a","0","2,a","","","","","","","","","","","","","17500316",",2,a","","","","","9.8","2,,a,16,","","","18.6","2,,,a","","","","","",""
"ASN00051042","1750-05","-30.9252","147.869","152.0","QUAMBONE STATION, AS","7","1,a","6","1,a","0","1,a","","","","","","","","","","","","","17500518",",1,a","","","","","14.6","1,,a,18,","","","45.6","1,,,a","","","","","",""
"ASN00051042","1900-04","-30.9252","147.869","152.0","QUAMBONE STATION, AS","5",",a","3",",a","0",",a","","","","","","","","","","","","","19000429",",,a","","","","","9.1",",,a,29,","","","21.3",",,,a","","","","","",""
"ASN00051042","1900-05","-30.9252","147.869","152.0","QUAMBONE STATION, AS","6",",a","4",",a","1",",a","","","","","","","","","","","","","19000517",",,a","","","","","41.1",",,a,17,","","","65.0",",,,a","","","","","",""
"ASN00051042","1900-06","-30.9252","147.869","152.0","QUAMBONE STATION, AS","11",",a","4",",a","0",",a","","","","","","","","","","","","","19000605",",,a","","","","","12.4",",,a,05,","","","37.2",",,,a","","","","","",""
"ASN00051042","1900-07","-30.9252","147.869","152.0","QUAMBONE STATION, AS","8",",a","4",",a","0",",a","","","","","","","","","","","","","19000704",",,a","","","","","19.3",",,a,04,","","","35.3",",,,a","","","","","",""
"ASN00051042","1900-08","-30.9252","147.869","152.0","QUAMBONE STATION, AS","1",",a","0",",a","0",",a","","","","","","","","","","","","","19000831",",,a","","","","","0.3",",,a,31,","","","0.3",",,,a","","","","","",""
"ASN00051042","1900-09","-30.9252","147.869","152.0","QUAMBONE STATION, AS","5",",a","3",",a","0",",a","","","","","","","","","","","","","19000921",",,a","","","","","7.9",",,a,21,","","","19.9",",,,a","","","","","",""
"ASN00051042","1900-10","-30.9252","147.869","152.0","QUAMBONE STATION, AS","2",",a","1",",a","0",",a","","","","","","","","","","","","","19001028",",,a","","","","","4.6",",,a,28,","","","6.1",",,,a","","","","","",""
"ASN00051042","1900-11","-30.9252","147.869","152.0","QUAMBONE STATION, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","19001116",",,a","","","","","1.0",",,a,16,","","","1.5",",,,a","","","","","",""
"ASN00051042","1900-12","-30.9252","147.869","152.0","QUAMBONE STATION, AS","3",",a","3",",a","0",",a","","","","","","","","","","","","","19001204",",,a","","","","","15.2",",,a,04,","","","27.7",",,,a","","","","","",""
"ASN00051042","1901-01","-30.9252","147.869","152.0","QUAMBONE STATION, AS","3",",a","2",",a","0",",a","","","","","","","","","","","","","19010128",",,a","","","","","15.7",",,a,28,","","","18.7",",,,a","","","","","",""
"ASN00051042","1901-02","-30.9252","147.869","152.0","QUAMBONE STATION, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","19010215",",,a","","","","","1.5",",,a,15,","","","2.8",",,,a","","","","","",""
"ASN00051042","1901-03","-30.9252","147.869","152.0","QUAMBONE STATION, AS","4",",a","2",",a","0",",a","","","","","","","","","","","","","19010321",",,a","","","","","15.5",",,a,21,","","","24.3",",,,a","","","","","",""
