"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BL000085114","1977-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","4,I","4","4,I","1","4,I","","","","","","","","","","","","","19771023",",4,I","","","","","37.1","4,,I,23,","","","","","","","63.1","4,,,I","","","","","",""
"BL000085114","1978-03","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","5,I","3","5,I","1","5,I","","","","","","","","","","","","","19780330",",5,I","","","","","30.0","5,,I,30,","","","","","","","45.0","5,,,I","","","","","",""
"BL000085114","1978-12","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","8","3,I","7","3,I","1","3,I","0","3,","0","3,I","","","","","","","19781228","+,3,I","19781201",",3,I","","","21.0","3,I,28,+","40.9","3,,I,01,","","","","","","","96.1","3,,,I","","","","","22.64","3,,,I"
"BL000085114","1980-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","3","5,I","3","5,I","1","5,I","0","5,","0","5,I","","","","","","","19800415",",5,I","19800407",",5,I","","","19.0","5,I,15,","35.1","5,,I,07,","","","","","","","64.1","5,,,I","","","","","23.16","5,,,I"
"BL000085114","1981-01","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","11","1,I","7","1,I","1","1,I","0","3,","0","3,I","","","","","","","19810131","+,3,I","19810103",",1,I","","","22.0","3,I,31,+","59.9","1,,I,03,","","","","","","","118.8","1,,,I","","","","","22.79","3,,,I"
"BL000085114","1981-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","5,I","2","5,I","0","5,I","","","","","","","","","","","","","19810219",",5,I","","","","","23.9","5,,I,19,","","","","","","","41.9","5,,,I","","","","","",""
"BL000085114","1981-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","0","3,I","0","3,I","0","3,I","0","4,I","0","4,I","","","","","","","19810618","+,4,I","19810630","+,3,I","","","14.0","4,I,18,+","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","18.19","4,,,I"
"BL000085114","1981-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","2","4,I","1","4,I","0","4,I","","","","","","","","","","","","","19810809",",4,I","","","","","7.9","4,,I,09,","","","","","","","8.4","4,,,I","","","","","",""
"BL000085114","1981-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","2","4,I","2","4,I","0","4,I","","","","","","","","","","","","","19810914",",4,I","","","","","8.9","4,,I,14,","","","","","","","11.9","4,,,I","","","","","",""
"BL000085114","1981-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","7","5,I","5","5,I","1","5,I","0","5,","0","5,I","","","","","","","19811001",",5,I","19811029",",5,I","","","14.0","5,I,01,","43.9","5,,I,29,","","","","","","","85.5","5,,,I","","","","","22.12","5,,,I"
"BL000085114","1983-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","5,I","25","5,I","13","5,I","","","","","19830420",",5,I","","","","","34.9","5,I,20,","","","","","","","","","32.04","5,,,I","",""
"BL000085114","1983-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","0","3,I","26","3,I","15","3,I","19830720",",5,I","","","19830724",",3,I","11.5","5,I,20,","","","34.2","3,I,24,","","","","","","","23.94","6,I","29.76","3,,,I","18.12","5,,,I"
"BL000085114","1987-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19870801",",3,I","","","","","9.5","3,I,01,","","","","","","","","","","","","","","","17.04","3,,,I"
"BL000085114","1990-12","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19901214",",5,I","","","","","18.0","5,I,14,","","","","","","","","","","","","","","","22.38","5,,,I"
"BL000085114","1991-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","0","5,I","25","5,I","17","5,I","19910421",",3,I","","","19910409",",5,I","16.2","3,I,21,","","","34.4","5,I,09,","","","","","","","27.29","7,I","32.37","5,,,I","22.22","3,,,I"
"BL000085114","1991-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","2,I","0","2,I","","","","","","","19910506",",2,I","","","","","17.5","2,I,06,","","","","","","","","","","","","","","","21.33","2,,,I"
"BL000085114","1991-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","2,I","0","2,I","","","","","","","19910609",",2,I","","","","","12.6","2,I,09,","","","","","","","","","","","","","","","18.11","2,,,I"
"BL000085114","1991-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19910724",",5,I","","","","","11.5","5,I,24,","","","","","","","","","","","","","","","15.44","5,,,I"
"BL000085114","1991-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19910804",",3,I","","","","","6.8","3,I,04,","","","","","","","","","","","","","","","16.60","3,,,I"
"BL000085114","1991-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","0","4,I","26","4,I","18","4,I","19910920",",5,I","","","19910902",",4,I","17.5","5,I,20,","","","37.2","4,I,02,","","","","","","","27.07","7,I","33.28","4,,,I","20.85","5,,,I"
"BL000085114","1992-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","218.1","5,I","","","","","","","0","5,I","0","5,I","0","2,I","28","2,I","20","2,I","19920531",",5,I","","","19920516",",2,I","15.0","5,I,31,","","","34.5","2,I,16,","","","0.8","2,I","","","26.76","5,I","32.22","2,,,I","21.31","5,,,I"
"BL000085114","1992-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","4,I","26","4,I","17","4,I","","","","","19920922",",4,I","","","","","35.4","4,I,22,","","","","","","","","","31.63","4,,,I","",""
"BL000085114","1992-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","3,I","28","3,I","20","3,I","","","","","19921017",",3,I","","","","","36.6","3,I,17,","","","","","","","","","32.93","3,,,I","",""
"BL000085114","1993-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,","0","4,I","","","","","","","19930409",",4,I","","","","","19.5","4,I,09,","","","","","","","","","","","","","","","21.42","4,,,I"
"BL000085114","1994-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","19","3,I","18","3,I","4","3,I","","","","","","","","","","","","","19940225",",3,I","","","","","73.9","3,,I,25,","","","","","","","406.1","3,,,I","","","","","",""
"BL000085114","1994-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19940512",",3,I","","","","","17.3","3,I,12,","","","","","","","","","","","","","","","20.79","3,,,I"
"BL000085114","1994-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19940626",",4,I","","","","","8.5","4,I,26,","","","","","","","","","","","","","","","18.08","4,,,I"
"BL000085114","1994-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","2,I","0","2,I","","","","","","","19940712",",2,I","","","","","7.9","2,I,12,","","","","","","","","","","","","","","","16.13","2,,,I"
"BL000085114","1994-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19940903",",3,I","","","","","10.1","3,I,03,","","","","","","","","","","","","","","","19.68","3,,,I"
"BL000085114","1994-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19941030",",4,I","","","","","19.0","4,I,30,","","","","","","","","","","","","","","","21.66","4,,,I"
"BL000085114","1994-11","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19941125",",3,I","","","","","19.4","3,I,25,","","","","","","","","","","","","","","","22.25","3,,,I"
"BL000085114","1995-01","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19950112",",4,I","","","","","20.0","4,I,12,","","","","","","","","","","","","","","","22.49","4,,,I"
"BL000085114","1995-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19950219",",3,I","","","","","21.4","3,I,19,","","","","","","","","","","","","","","","22.52","3,,,I"
"BL000085114","1995-03","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19950319",",3,I","","","","","21.0","3,I,19,","","","","","","","","","","","","","","","22.54","3,,,I"
"BL000085114","1995-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","2,I","0","2,I","","","","","","","19950509",",2,I","","","","","14.4","2,I,09,","","","","","","","","","","","","","","","19.20","2,,,I"
"BL000085114","1995-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19950620",",3,I","","","","","13.2","3,I,20,","","","","","","","","","","","","","","","18.21","3,,,I"
"BL000085114","1995-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","2,I","0","2,I","0","4,I","27","4,I","23","4,I","19950722",",2,I","","","19950729","+,4,I","12.0","2,I,22,","","","35.7","4,I,29,+","","","","","","","25.35","6,I","33.08","4,,,I","17.61","2,,,I"
"BL000085114","1995-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","191.4","4,I","","","","","","","0","3,I","0","3,I","0","2,I","29","2,I","23","2,I","19950806",",3,I","","","19950814",",2,I","10.8","3,I,06,","","","36.6","2,I,14,","","","0.3","2,I","","","25.49","4,I","33.36","2,,,I","17.62","3,,,I"
"BL000085114","1995-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","3,I","28","3,I","22","3,I","","","","","19951007",",3,I","","","","","39.5","3,I,07,","","","","","","","","","34.18","3,,,I","",""
"BL000085114","1996-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","4,I","25","4,I","12","4,I","","","","","19960227","+,4,I","","","","","34.2","4,I,27,+","","","","","","","","","31.87","4,,,I","",""
"BL000085114","1996-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","3,I","24","3,I","11","3,I","","","","","19960618",",3,I","","","","","34.6","3,I,18,","","","","","","","","","29.83","3,,,I","",""
"BL000085114","1996-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","5,I","26","5,I","18","5,I","","","","","19960727",",5,I","","","","","35.6","5,I,27,","","","","","","","","","33.07","5,,,I","",""
"BL000085114","1996-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19960830","+,4,I","","","","","14.4","4,I,30,+","","","","","","","","","","","","","","","19.70","4,,,I"
"BL000085114","1996-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","0","5,I","25","5,I","17","5,I","19960911",",5,I","","","19960905",",5,I","13.9","5,I,11,","","","37.2","5,I,05,","","","","","","","26.11","7,I","32.58","5,,,I","19.65","5,,,I"
"BL000085114","1996-11","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","0","4,I","26","4,I","16","4,I","19961126",",5,I","","","19961101",",4,I","20.5","5,I,26,","","","34.6","4,I,01,","","","","","","","27.28","7,I","31.95","4,,,I","22.61","5,,,I"
"BL000085114","1996-12","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","5,I","26","5,I","15","5,I","","","","","19961217",",5,I","","","","","35.4","5,I,17,","","","","","","","","","32.47","5,,,I","",""
"BL000085114","1997-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","4,I","24","4,I","5","4,I","","","","","19970211",",4,I","","","","","34.6","4,I,11,","","","","","","","","","30.85","4,,,I","",""
"BL000085114","1997-03","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19970329",",3,I","","","","","21.5","3,I,29,","","","","","","","","","","","","","","","22.85","3,,,I"
"BL000085114","1997-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19970524",",4,I","","","","","15.5","4,I,24,","","","","","","","","","","","","","","","20.89","4,,,I"
"BL000085114","1997-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19970721",",3,I","","","","","12.9","3,I,21,","","","","","","","","","","","","","","","17.72","3,,,I"
"BL000085114","1997-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","190.0","3,I","","","","","","","0","1,I","0","1,I","0","2,I","29","2,I","17","2,I","19970802",",1,I","","","19970824",",2,I","9.5","1,I,02,","","","39.9","2,I,24,","","","0.0","2,I","","","24.99","3,I","31.66","2,,,I","18.33","1,,,I"
"BL000085114","1997-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","5,I","25","5,I","21","5,I","","","","","19970919",",5,I","","","","","37.6","5,I,19,","","","","","","","","","34.62","5,,,I","",""
"BL000085114","1999-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,","0","5,I","","","","","","","19990531","+,5,I","","","","","17.2","5,I,31,+","","","","","","","","","","","","","","","20.77","5,,,I"
"BL000085114","1999-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,","0","3,I","","","","","","","19990706",",3,I","","","","","10.8","3,I,06,","","","","","","","","","","","","","","","16.49","3,,,I"
"BL000085114","1999-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19990817",",5,I","","","","","8.8","5,I,17,","","","","","","","","","","","","","","","16.50","5,,,I"
"BL000085114","2000-03","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,","0","3,I","","","","","","","20000329",",3,I","","","","","18.0","3,I,29,","","","","","","","","","","","","","","","22.34","3,,,I"
"BL000085114","2000-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","20000419",",5,I","","","","","19.5","5,I,19,","","","","","","","","","","","","","","","22.34","5,,,I"
"BL000085114","2000-05","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,","0","4,I","","","","","","","20000521",",4,I","","","","","16.9","4,I,21,","","","","","","","","","","","","","","","20.13","4,,,I"
"BL000085114","2000-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","20000622",",3,I","","","","","12.9","3,I,22,","","","","","","","","","","","","","","","18.71","3,,,I"
"BL000085114","2000-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","20000714",",5,I","","","","","8.1","5,I,14,","","","","","","","","","","","","","","","15.73","5,,,I"
"BL000085114","2000-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","1,","0","1,I","","","","","","","20000903",",1,I","","","","","13.8","1,I,03,","","","","","","","","","","","","","","","19.55","1,,,I"
"BL000085114","2000-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","1,","0","1,I","","","","","","","20001003",",1,I","","","","","19.0","1,I,03,","","","","","","","","","","","","","","","22.20","1,,,I"
"BL000085114","2000-11","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","20001117",",5,I","","","","","17.5","5,I,17,","","","","","","","","","","","","","","","22.42","5,,,I"
"BL000085114","2001-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","4,","0","4,I","","","","","","","20010425",",4,I","","","","","16.6","4,I,25,","","","","","","","","","","","","","","","22.27","4,,,I"
"BL000085114","2001-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","20010621",",3,I","","","","","9.2","3,I,21,","","","","","","","","","","","","","","","17.24","3,,,I"
"BL000085114","2001-07","-13.333","-64.117","140.0","MAGDALENA, BL","183.5","I","183.5","4,I","","","","","","","0","3,I","0","3,I","0","2,I","28","2,I","14","2,I","20010729",",3,I","","","20010717",",2,I","11.1","3,I,29,","","","34.5","2,I,17,","","","0.5","2,I","","","24.89","4,I","31.28","2,,,I","18.50","3,,,I"
