"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00033036","1958-01","51.95","29.167","190.0","MOZYR, BO","","","14",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19580125",",,I","","","","","","","12.2",",,I,25,","","","","","","","41.9",",,,I","","","","","",""
"BOM00033036","1958-02","51.95","29.167","190.0","MOZYR, BO","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19580223",",,I","","","","","","","8.5",",,I,23,","","","","","","","36.8",",,,I","","","","","",""
"BOM00033036","1958-03","51.95","29.167","190.0","MOZYR, BO","","","21",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19580313",",,I","","","","","","","16.0",",,I,13,","","","","","","","64.2",",,,I","","","","","",""
"BOM00033036","1958-04","51.95","29.167","190.0","MOZYR, BO","","","14",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19580406",",,I","","","","","","","12.2",",,I,06,","","","","","","","48.5",",,,I","","","","","",""
"BOM00033036","1958-05","51.95","29.167","190.0","MOZYR, BO","","","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19580510",",,I","","","","","","","11.9",",,I,10,","","","","","","","33.3",",,,I","","","","","",""
"BOM00033036","1958-07","51.95","29.167","190.0","MOZYR, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19580713",",,I","","","","","","","21.2",",,I,13,","","","","","","","73.5",",,,I","","","","","",""
"BOM00033036","1958-08","51.95","29.167","190.0","MOZYR, BO","","","12",",I","11",",I","2",",I","","","","","","","","","","","","","","","","","19580827",",,I","","","","","","","32.3",",,I,27,","","","","","","","150.0",",,,I","","","","","",""
"BOM00033036","1958-09","51.95","29.167","190.0","MOZYR, BO","","","8",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","19580910",",,I","","","","","","","35.4",",,I,10,","","","","","","","66.8",",,,I","","","","","",""
"BOM00033036","1958-10","51.95","29.167","190.0","MOZYR, BO","","","12",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","19581018",",,I","","","","","","","30.4",",,I,18,","","","","","","","65.1",",,,I","","","","","",""
"BOM00033036","1958-11","51.95","29.167","190.0","MOZYR, BO","","","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19581114",",,I","","","","","","","4.9",",,I,14,","","","","","","","11.5",",,,I","","","","","",""
"BOM00033036","1958-12","51.95","29.167","190.0","MOZYR, BO","","","16",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19581226",",,I","","","","","","","7.9",",,I,26,","","","","","","","40.0",",,,I","","","","","",""
"BOM00033036","1959-01","51.95","29.167","190.0","MOZYR, BO","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19590112",",,I","","","","","","","15.5",",,I,12,","","","","","","","35.6",",,,I","","","","","",""
"BOM00033036","1959-02","51.95","29.167","190.0","MOZYR, BO","","","10",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19590219",",,I","","","","","","","3.7",",,I,19,","","","","","","","17.2",",,,I","","","","","",""
"BOM00033036","1959-03","51.95","29.167","190.0","MOZYR, BO","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19590330",",,I","","","","","","","18.4",",,I,30,","","","","","","","41.7",",,,I","","","","","",""
"BOM00033036","1959-04","51.95","29.167","190.0","MOZYR, BO","","","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19590419",",,I","","","","","","","18.6",",,I,19,","","","","","","","37.2",",,,I","","","","","",""
"BOM00033036","1959-05","51.95","29.167","190.0","MOZYR, BO","","","5","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19590521",",1,I","","","","","","","17.7","1,,I,21,","","","","","","","41.4","1,,,I","","","","","",""
"BOM00033036","1959-06","51.95","29.167","190.0","MOZYR, BO","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19590602",",,I","","","","","","","7.4",",,I,02,","","","","","","","26.3",",,,I","","","","","",""
"BOM00033036","1959-07","51.95","29.167","190.0","MOZYR, BO","","","6",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19590701",",,I","","","","","","","11.3",",,I,01,","","","","","","","26.7",",,,I","","","","","",""
"BOM00033036","1959-08","51.95","29.167","190.0","MOZYR, BO","","","8",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19590807",",,I","","","","","","","23.3",",,I,07,","","","","","","","73.4",",,,I","","","","","",""
"BOM00033036","1959-09","51.95","29.167","190.0","MOZYR, BO","","","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19590920",",,I","","","","","","","13.4",",,I,20,","","","","","","","42.0",",,,I","","","","","",""
"BOM00033036","1959-10","51.95","29.167","190.0","MOZYR, BO","","","8",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19591003",",,I","","","","","","","7.7",",,I,03,","","","","","","","23.2",",,,I","","","","","",""
"BOM00033036","1959-11","51.95","29.167","190.0","MOZYR, BO","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19591107",",,I","","","","","","","5.8",",,I,07,","","","","","","","39.6",",,,I","","","","","",""
