"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00088001","1877-05","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","19",",a","13",",a","1",",a","","","","","","","","","","","","","18770527",",,a","","","","","28.4",",,a,27,","","","132.8",",,,a","","","","","",""
"ASN00088001","1877-06","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","11",",a","6",",a","0",",a","","","","","","","","","","","","","18770612",",,a","","","","","10.7",",,a,12,","","","40.4",",,,a","","","","","",""
"ASN00088001","1877-07","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","7",",a","5",",a","0",",a","","","","","","","","","","","","","18770709",",,a","","","","","7.6",",,a,09,","","","31.0",",,,a","","","","","",""
"ASN00088001","1877-08","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","6",",a","3",",a","0",",a","","","","","","","","","","","","","18770827",",,a","","","","","7.4",",,a,27,","","","21.3",",,,a","","","","","",""
"ASN00088001","1877-09","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","12",",a","11",",a","0",",a","","","","","","","","","","","","","18770921",",,a","","","","","21.1",",,a,21,","","","86.3",",,,a","","","","","",""
"ASN00088001","1877-10","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","5",",a","4",",a","0",",a","","","","","","","","","","","","","18771017",",,a","","","","","10.2",",,a,17,","","","22.1",",,,a","","","","","",""
"ASN00088001","1877-11","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","4",",a","4",",a","0",",a","","","","","","","","","","","","","18771102",",,a","","","","","10.7",",,a,02,","","","27.8",",,,a","","","","","",""
"ASN00088001","1877-12","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","0",",a","0",",a","0",",a","","","","","","","","","","","","","18771231","+,,a","","","","","0.0",",,a,31,+","","","0.0",",,,a","","","","","",""
"ASN00088001","1878-01","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","0",",a","0",",a","0",",a","","","","","","","","","","","","","18780131","+,,a","","","","","0.0",",,a,31,+","","","0.0",",,,a","","","","","",""
"ASN00088001","1878-02","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","2",",a","2",",a","2",",a","","","","","","","","","","","","","18780204",",,a","","","","","31.8",",,a,04,","","","58.5",",,,a","","","","","",""
"ASN00088001","1878-03","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","5",",a","5",",a","2",",a","","","","","","","","","","","","","18780315",",,a","","","","","36.8",",,a,15,","","","95.5",",,,a","","","","","",""
"ASN00088001","1878-04","-37.1916","145.7116","221.0","ALEXANDRA POST OFFICE, AS","11",",a","6",",a","1",",a","","","","","","","","","","","","","18780417",",,a","","","","","57.9",",,a,17,","","","118.4",",,,a","","","","","",""
