"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00014835","1965-02","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","3",",a","3",",a","0",",a","","","","","","","","","","","","","19650201",",,a","","","","","15.2",",,a,01,","","","","","29.5",",,,a","","","","","",""
"ASN00014835","1965-03","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","9",",a","9",",a","1",",a","","","","","","","","","","","","","19650302",",,a","","","","","34.8",",,a,02,","","","","","119.1",",,,a","","","","","",""
"ASN00014835","1965-12","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","5",",a","4",",a","0",",a","","","","","","","","","","","","","19651225",",,a","","","","","18.3",",,a,25,","","","","","53.8",",,,a","","","","","",""
"ASN00014835","1966-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19660430","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1966-06","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19660630","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1966-07","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19660731","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1966-09","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19660930","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670430","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-05","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670531","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-06","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670630","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-07","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670731","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-08","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670831","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-09","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19670930","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-10","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19671031","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1967-11","-17.7333","129.24","379.0","KIRKIMBIE, AS","322.6","5,a","","","","","","","0","3,a","0","3,a","0","5,a","25","5,a","25","5,a","19671112",",3,a","","","19671118",",5,a","18.6","3,a,12,","","","42.2","5,a,18,","0.0","5,a","","","31.20","5,a","39.29","5,,,a","23.10","3,,,a"
"ASN00014835","1967-12","-17.7333","129.24","379.0","KIRKIMBIE, AS","372.4","3,a","","","","","","","0","2,a","0","2,a","0","3,a","28","3,a","28","3,a","19671231",",2,a","","","19671219",",3,a","20.0","2,a,31,","","","43.3","3,a,19,","0.0","3,a","","","31.63","3,a","39.01","3,,,a","24.24","2,,,a"
"ASN00014835","1968-01","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","14",",a","11",",a","3",",a","0","5,a","0","5,a","","","","","","","19680103",",5,a","19680103",",,a","","","19.4","5,a,03,","78.7",",,a,03,","","","","","232.6",",,,a","","","","","23.57","5,,,a"
"ASN00014835","1968-02","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","9",",a","7",",a","3",",a","","","","","","","","","","","","","19680227",",,a","","","","","165.1",",,a,27,","","","","","270.2",",,,a","","","","","",""
"ASN00014835","1968-03","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","15",",a","11",",a","2",",a","","","","","","","","","","","","","19680303",",,a","","","","","38.4",",,a,03,","","","","","134.6",",,,a","","","","","",""
"ASN00014835","1968-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","3",",a","3",",a","1",",a","","","","","","","","","","","","","19680426",",,a","","","","","87.6",",,a,26,","","","","","96.7",",,,a","","","","","",""
"ASN00014835","1968-05","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","8",",a","6",",a","2",",a","","","","","0",",a","28",",a","3",",a","","","19680510",",,a","19680502",",,a","","","36.8",",,a,10,","32.8",",a,02,","","","109.4",",,,a","","","26.16",",,,a","",""
"ASN00014835","1968-06","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19680630","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1968-07","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","5",",a","3",",a","1",",a","","","","","","","","","","","","","19680713",",,a","","","","","50.8",",,a,13,","","","","","81.1",",,,a","","","","","",""
"ASN00014835","1968-08","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19680831","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1968-09","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19680907",",,a","","","","","5.6",",,a,07,","","","","","5.6",",,,a","","","","","",""
"ASN00014835","1968-10","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","0","3,a","0","3,a","0","2,a","29","2,a","26","2,a","19681027","+,3,a","19681031",",,a","19681030","+,2,a","15.6","3,a,27,+","7.6",",,a,31,","38.9","2,a,30,+","","","7.6",",,,a","27.85","5,a","35.81","2,,,a","19.89","3,,,a"
"ASN00014835","1968-11","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","4",",a","4",",a","1",",a","","","","","","","","","","","","","19681107",",,a","","","","","38.1",",,a,07,","","","","","55.4",",,,a","","","","","",""
"ASN00014835","1968-12","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","4",",a","2",",a","1",",a","","","","","","","","","","","","","19681225",",,a","","","","","27.4",",,a,25,","","","","","31.9",",,,a","","","","","",""
"ASN00014835","1969-01","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","12",",a","8",",a","3",",a","","","","","","","","","","","","","19690119",",,a","","","","","38.9",",,a,19,","","","","","143.7",",,,a","","","","","",""
"ASN00014835","1969-02","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","22",",a","15",",a","2",",a","","","","","","","","","","","","","19690224",",,a","","","","","44.5",",,a,24,","","","","","201.6",",,,a","","","","","",""
"ASN00014835","1969-03","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","8",",a","6",",a","1",",a","","","","","","","","","","","","","19690306",",,a","","","","","29.0",",,a,06,","","","","","91.5",",,,a","","","","","",""
"ASN00014835","1969-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19690430","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1969-05","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","0",",a","0",",a","","","","","","","","","","","","","19690531",",,a","","","","","0.3",",,a,31,","","","","","0.3",",,,a","","","","","",""
"ASN00014835","1969-06","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","0",",a","0",",a","","","","","","","","","","","","","19690601",",,a","","","","","0.8",",,a,01,","","","","","0.8",",,,a","","","","","",""
"ASN00014835","1969-07","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19690731","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1969-08","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19690831","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1969-09","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19690919",",,a","","","","","3.0",",,a,19,","","","","","3.0",",,,a","","","","","",""
"ASN00014835","1969-10","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","4",",a","4",",a","0",",a","","","","","","","","","","","","","19691016",",,a","","","","","20.3",",,a,16,","","","","","48.7",",,,a","","","","","",""
"ASN00014835","1969-11","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19691130","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1969-12","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","7",",a","6",",a","0",",a","","","","","","","","","","","","","19691212",",,a","","","","","12.7",",,a,12,","","","","","41.9",",,,a","","","","","",""
"ASN00014835","1970-01","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","6",",a","6",",a","0",",a","","","","","","","","","","","","","19700125","+,,a","","","","","15.2",",,a,25,+","","","","","55.8",",,,a","","","","","",""
"ASN00014835","1970-02","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","4",",a","4",",a","1",",a","","","","","","","","","","","","","19700208",",,a","","","","","35.6",",,a,08,","","","","","54.7",",,,a","","","","","",""
"ASN00014835","1970-03","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","5",",a","3",",a","0",",a","","","","","","","","","","","","","19700308",",,a","","","","","9.1",",,a,08,","","","","","22.0",",,,a","","","","","",""
"ASN00014835","1970-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19700422",",,a","","","","","21.6",",,a,22,","","","","","21.6",",,,a","","","","","",""
"ASN00014835","1970-05","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19700531","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1970-06","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19700630","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1970-07","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19700731","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1970-08","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19700831","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1970-09","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","19700930","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00014835","1970-10","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19701007",",,a","","","","","7.1",",,a,07,","","","","","7.1",",,,a","","","","","",""
"ASN00014835","1970-11","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","8",",a","8",",a","0",",a","","","","","","","","","","","","","19701128",",,a","","","","","12.7",",,a,28,","","","","","57.3",",,,a","","","","","",""
"ASN00014835","1970-12","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","5",",a","4",",a","0",",a","","","","","","","","","","","","","19701203",",,a","","","","","15.2",",,a,03,","","","","","40.7",",,,a","","","","","",""
"ASN00014835","1971-01","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","7",",a","7",",a","1",",a","","","","","","","","","","","","","19710119",",,a","","","","","27.9",",,a,19,","","","","","97.8",",,,a","","","","","",""
"ASN00014835","1971-02","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","9",",a","8",",a","0",",a","","","","","","","","","","","","","19710208",",,a","","","","","20.3",",,a,08,","","","","","60.9",",,,a","","","","","",""
"ASN00014835","1971-03","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","4",",a","4",",a","1",",a","","","","","","","","","","","","","19710305",",,a","","","","","30.5",",,a,05,","","","","","68.4",",,,a","","","","","",""
"ASN00014835","1971-04","-17.7333","129.24","379.0","KIRKIMBIE, AS","","","1",",a","1",",a","0",",a","","","","","","","","","","","","","19710404",",,a","","","","","8.6",",,a,04,","","","","","8.6",",,,a","","","","","",""
