"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"ASN00039090","1939-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19390228","+,,a","","","0.0",",,a,28,+","","","0.0",",,,a","",""
"ASN00039090","1939-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","6",",a","3",",a","","","","","","","19390315",",,a","","","35.6",",,a,15,","","","113.0",",,,a","",""
"ASN00039090","1939-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","1",",a","","","","","","","19390418",",,a","","","28.4",",,a,18,","","","37.0",",,,a","",""
"ASN00039090","1939-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19390517",",,a","","","5.1",",,a,17,","","","5.1",",,,a","",""
"ASN00039090","1939-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","1",",a","","","","","","","19390617",",,a","","","31.2",",,a,17,","","","41.4",",,,a","",""
"ASN00039090","1939-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19390704",",,a","","","33.0",",,a,04,","","","48.0",",,,a","",""
"ASN00039090","1939-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19390802",",,a","","","11.2",",,a,02,","","","19.6",",,,a","",""
"ASN00039090","1939-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19390930","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1939-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","0",",a","","","","","","","19391027",",,a","","","7.1",",,a,27,","","","19.9",",,,a","",""
"ASN00039090","1939-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19391122",",,a","","","5.6",",,a,22,","","","17.4",",,,a","",""
"ASN00039090","1939-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","3",",a","","","","","","","19391218",",,a","","","45.7",",,a,18,","","","138.2",",,,a","",""
"ASN00039090","1940-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19400117",",,a","","","8.9",",,a,17,","","","19.3",",,,a","",""
"ASN00039090","1940-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","7",",a","4",",a","","","","","","","19400229",",,a","","","91.4",",,a,29,","","","258.3",",,,a","",""
"ASN00039090","1940-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","5","2,a","5","2,a","3","2,a","","","","","","","19400301",",2,a","","","31.0","2,,a,01,","","","225.2",",a,,a","",""
"ASN00039090","1940-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19400426",",,a","","","11.4",",,a,26,","","","18.3",",,,a","",""
"ASN00039090","1940-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19400521",",,a","","","10.2",",,a,21,","","","28.3",",,,a","",""
"ASN00039090","1940-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19400614",",,a","","","2.5",",,a,14,","","","3.5",",,,a","",""
"ASN00039090","1940-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","1",",a","","","","","","","19400705",",,a","","","41.7",",,a,05,","","","47.5",",,,a","",""
"ASN00039090","1940-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19400822",",,a","","","15.0",",,a,22,","","","24.1",",,,a","",""
"ASN00039090","1940-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19400923",",,a","","","9.1",",,a,23,","","","19.6",",,,a","",""
"ASN00039090","1940-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19401003",",,a","","","4.3",",,a,03,","","","4.3",",,,a","",""
"ASN00039090","1940-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","7",",a","1",",a","","","","","","","19401115",",,a","","","27.7",",,a,15,","","","87.8",",,,a","",""
"ASN00039090","1940-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","7",",a","2",",a","","","","","","","19401202",",,a","","","67.3",",,a,02,","","","146.9",",,,a","",""
"ASN00039090","1941-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","7",",a","1",",a","","","","","","","19410114",",,a","","","26.9",",,a,14,","","","82.8",",,,a","",""
"ASN00039090","1941-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19410222",",,a","","","15.0",",,a,22,","","","25.9",",,,a","",""
"ASN00039090","1941-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","0",",a","","","","","","","19410322",",,a","","","23.9",",,a,22,","","","86.9",",,,a","",""
"ASN00039090","1941-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19410410",",,a","","","12.7",",,a,10,","","","31.5",",,,a","",""
"ASN00039090","1941-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19410526",",,a","","","19.8",",,a,26,","","","47.0",",,,a","",""
"ASN00039090","1941-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","1",",a","","","","","","","19410609",",,a","","","54.6",",,a,09,","","","85.8",",,,a","",""
"ASN00039090","1941-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19410710",",,a","","","1.5",",,a,10,","","","1.5",",,,a","",""
"ASN00039090","1941-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19410825",",,a","","","1.5",",,a,25,","","","1.5",",,,a","",""
"ASN00039090","1941-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","0",",a","0",",a","","","","","","","19410930",",,a","","","1.3",",,a,30,","","","2.3",",,,a","",""
"ASN00039090","1941-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","1",",a","","","","","","","19411014",",,a","","","26.4",",,a,14,","","","28.4",",,,a","",""
"ASN00039090","1941-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","6",",a","0",",a","","","","","","","19411114",",,a","","","24.1",",,a,14,","","","60.2",",,,a","",""
"ASN00039090","1941-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19411205",",,a","","","13.5",",,a,05,","","","26.7",",,,a","",""
"ASN00039090","1942-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19420129",",,a","","","59.9",",,a,29,","","","89.9",",,,a","",""
"ASN00039090","1942-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","10",",a","7",",a","3",",a","","","","","","","19420209",",,a","","","55.9",",,a,09,","","","197.9",",,,a","",""
"ASN00039090","1942-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19420314",",,a","","","18.3",",,a,14,","","","23.4",",,,a","",""
"ASN00039090","1942-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19420428",",,a","","","47.2",",,a,28,","","","61.4",",,,a","",""
"ASN00039090","1942-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","1",",a","","","","","","","19420527",",,a","","","52.1",",,a,27,","","","52.9",",,,a","",""
"ASN00039090","1942-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19420629",",,a","","","13.2",",,a,29,","","","18.5",",,,a","",""
"ASN00039090","1942-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","0",",a","","","","","","","19420707",",,a","","","13.7",",,a,07,","","","35.5",",,,a","",""
"ASN00039090","1942-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19420824",",,a","","","28.2",",,a,24,","","","31.5",",,,a","",""
"ASN00039090","1942-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","0",",a","0",",a","","","","","","","19420917","+,,a","","","2.3",",,a,17,+","","","6.4",",,,a","",""
"ASN00039090","1942-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19421012",",,a","","","40.4",",,a,12,","","","68.8",",,,a","",""
"ASN00039090","1942-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19421107",",,a","","","52.3",",,a,07,","","","69.3",",,,a","",""
"ASN00039090","1942-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","16",",a","14",",a","4",",a","","","","","","","19421231",",,a","","","67.1",",,a,31,","","","283.2",",,,a","",""
"ASN00039090","1943-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","2",",a","","","","","","","19430102",",,a","","","39.4",",,a,02,","","","84.1",",,,a","",""
"ASN00039090","1943-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","0",",a","","","","","","","19430215",",,a","","","24.4",",,a,15,","","","69.3",",,,a","",""
"ASN00039090","1943-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","1",",a","","","","","","","19430308",",,a","","","31.0",",,a,08,","","","48.2",",,,a","",""
"ASN00039090","1943-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19430410",",,a","","","27.4",",,a,10,","","","79.2",",,,a","",""
"ASN00039090","1943-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19430519",",,a","","","20.3",",,a,19,","","","20.3",",,,a","",""
"ASN00039090","1943-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","1",",a","","","","","","","19430601",",,a","","","25.4",",,a,01,","","","29.4",",,,a","",""
"ASN00039090","1943-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19430731","+,,a","","","0.0",",,a,31,+","","","0.0",",,,a","",""
"ASN00039090","1943-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19430819",",,a","","","5.8",",,a,19,","","","16.5",",,,a","",""
"ASN00039090","1943-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","1",",a","","","","","","","19430907",",,a","","","25.4",",,a,07,","","","49.5",",,,a","",""
"ASN00039090","1943-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","5",",a","3",",a","","","","","","","19431018",",,a","","","103.6",",,a,18,","","","187.7",",,,a","",""
"ASN00039090","1943-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","2",",a","","","","","","","19431119",",,a","","","60.5",",,a,19,","","","139.7",",,,a","",""
"ASN00039090","1943-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","8",",a","2",",a","","","","","","","19431220",",,a","","","75.4",",,a,20,","","","132.9",",,,a","",""
"ASN00039090","1944-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19440107",",,a","","","30.5",",,a,07,","","","45.6",",,,a","",""
"ASN00039090","1944-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","11",",a","7",",a","1",",a","","","","","","","19440219",",,a","","","53.8",",,a,19,","","","116.7",",,,a","",""
"ASN00039090","1944-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19440328",",,a","","","3.8",",,a,28,","","","8.6",",,,a","",""
"ASN00039090","1944-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19440410",",,a","","","11.9",",,a,10,","","","20.3",",,,a","",""
"ASN00039090","1944-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","1",",a","","","","","","","19440523",",,a","","","26.4",",,a,23,","","","32.5",",,,a","",""
"ASN00039090","1944-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","2",",a","1",",a","","","","","","","19440612",",,a","","","34.3",",,a,12,","","","41.9",",,,a","",""
"ASN00039090","1944-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","1",",a","0",",a","","","","","","","19440711",",,a","","","6.6",",,a,11,","","","8.4",",,,a","",""
"ASN00039090","1944-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19440823",",,a","","","35.6",",,a,23,","","","48.6",",,,a","",""
"ASN00039090","1944-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19440917",",,a","","","14.2",",,a,17,","","","18.3",",,,a","",""
"ASN00039090","1944-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19441027",",,a","","","6.4",",,a,27,","","","9.7",",,,a","",""
"ASN00039090","1944-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19441122",",,a","","","19.8",",,a,22,","","","39.9",",,,a","",""
"ASN00039090","1944-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","8",",a","0",",a","","","","","","","19441201",",,a","","","24.1",",,a,01,","","","91.3",",,,a","",""
"ASN00039090","1945-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","3",",a","","","","","","","19450112",",,a","","","65.3",",,a,12,","","","151.7",",,,a","",""
"ASN00039090","1945-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","1",",a","","","","","","","19450223",",,a","","","26.7",",,a,23,","","","74.0",",,,a","",""
"ASN00039090","1945-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19450312",",,a","","","6.1",",,a,12,","","","6.1",",,,a","",""
"ASN00039090","1945-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19450427",",,a","","","6.4",",,a,27,","","","6.4",",,,a","",""
"ASN00039090","1945-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","1",",a","","","","","","","19450502",",,a","","","31.8",",,a,02,","","","45.8",",,,a","",""
"ASN00039090","1945-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19450611",",,a","","","13.0",",,a,11,","","","29.0",",,,a","",""
"ASN00039090","1945-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","2","2,a","2","2,a","1","2,a","","","","","","","19450712",",2,a","","","49.0","2,,a,12,","","","75.7",",a,,a","",""
"ASN00039090","1945-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19450812",",,a","","","3.8",",,a,12,","","","6.6",",,,a","",""
"ASN00039090","1945-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","0",",a","","","","","","","19450901",",,a","","","13.2",",,a,01,","","","33.0",",,,a","",""
"ASN00039090","1945-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","5",",a","0",",a","","","","","","","19451017",",,a","","","18.8",",,a,17,","","","65.6",",,,a","",""
"ASN00039090","1945-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19451120",",,a","","","12.2",",,a,20,","","","18.1",",,,a","",""
"ASN00039090","1945-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","2",",a","","","","","","","19451203",",,a","","","31.0",",,a,03,","","","85.9",",,,a","",""
"ASN00039090","1946-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6","2,a","5","2,a","0","2,a","","","","","","","19460123",",2,a","","","22.6","2,,a,23,","","","85.7",",a,,a","",""
"ASN00039090","1946-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","7",",a","0",",a","","","","","","","19460223",",,a","","","23.1",",,a,23,","","","62.6",",,,a","",""
"ASN00039090","1946-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19460305",",,a","","","14.0",",,a,05,","","","32.6",",,,a","",""
"ASN00039090","1946-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19460403",",,a","","","1.8",",,a,03,","","","1.8",",,,a","",""
"ASN00039090","1946-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19460515",",,a","","","0.8",",,a,15,","","","0.8",",,,a","",""
"ASN00039090","1946-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19460630","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1946-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19460725",",,a","","","2.8",",,a,25,","","","3.6",",,,a","",""
"ASN00039090","1946-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19460828",",,a","","","0.5",",,a,28,","","","0.5",",,,a","",""
"ASN00039090","1946-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","1",",a","","","","","","","19460920",",,a","","","29.2",",,a,20,","","","31.5",",,,a","",""
"ASN00039090","1946-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19461007",",,a","","","3.8",",,a,07,","","","7.9",",,,a","",""
"ASN00039090","1946-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","6",",a","0",",a","","","","","","","19461114",",,a","","","20.8",",,a,14,","","","81.9",",,,a","",""
"ASN00039090","1946-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","6",",a","1",",a","","","","","","","19461216",",,a","","","27.4",",,a,16,","","","100.6",",,,a","",""
"ASN00039090","1947-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","1",",a","","","","","","","19470131",",,a","","","83.1",",,a,31,","","","107.8",",,,a","",""
"ASN00039090","1947-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","11",",a","9",",a","2",",a","","","","","","","19470213",",,a","","","86.4",",,a,13,","","","161.8",",,,a","",""
"ASN00039090","1947-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","4",",a","2",",a","","","","","","","19470307",",,a","","","55.4",",,a,07,","","","112.7",",,,a","",""
"ASN00039090","1947-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19470416",",,a","","","45.5",",,a,16,","","","57.9",",,,a","",""
"ASN00039090","1947-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","1",",a","0",",a","","","","","","","19470522",",,a","","","15.7",",,a,22,","","","17.7",",,,a","",""
"ASN00039090","1947-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19470630","+,,a","","","0.0",",,a,30,+","","","0.0",",,,a","",""
"ASN00039090","1947-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19470723",",,a","","","5.1",",,a,23,","","","5.1",",,,a","",""
"ASN00039090","1947-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","4",",a","0",",a","","","","","","","19470812",",,a","","","19.3",",,a,12,","","","47.5",",,,a","",""
"ASN00039090","1947-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19470906",",,a","","","63.8",",,a,06,","","","110.5",",,,a","",""
"ASN00039090","1947-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19471004",",,a","","","17.0",",,a,04,","","","27.0",",,,a","",""
"ASN00039090","1947-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","2",",a","","","","","","","19471105",",,a","","","57.2",",,a,05,","","","129.3",",,,a","",""
"ASN00039090","1947-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","7",",a","3",",a","","","","","","","19471210",",,a","","","44.5",",,a,10,","","","153.1",",,,a","",""
"ASN00039090","1948-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19480103",",,a","","","25.4",",,a,03,","","","27.9",",,,a","",""
"ASN00039090","1948-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","1",",a","","","","","","","19480228",",,a","","","45.5",",,a,28,","","","71.7",",,,a","",""
"ASN00039090","1948-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","3",",a","0",",a","","","","","","","19480301",",,a","","","15.7",",,a,01,","","","39.8",",,,a","",""
"ASN00039090","1948-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19480430",",,a","","","17.0",",,a,30,","","","30.7",",,,a","",""
"ASN00039090","1948-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","2",",a","","","","","","","19480501",",,a","","","38.6",",,a,01,","","","85.9",",,,a","",""
"ASN00039090","1948-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19480614",",,a","","","23.6",",,a,14,","","","44.7",",,,a","",""
"ASN00039090","1948-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","4",",a","0",",a","","","","","","","19480705",",,a","","","20.6",",,a,05,","","","56.0",",,,a","",""
"ASN00039090","1948-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","0",",a","0",",a","0",",a","","","","","","","19480831","+,,a","","","0.0",",,a,31,+","","","0.0",",,,a","",""
"ASN00039090","1948-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19480925","+,,a","","","15.2",",,a,25,+","","","32.2",",,,a","",""
"ASN00039090","1948-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","1",",a","0",",a","","","","","","","19481030",",,a","","","3.3",",,a,30,","","","5.6",",,,a","",""
"ASN00039090","1948-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19481101",",,a","","","5.1",",,a,01,","","","14.8",",,,a","",""
"ASN00039090","1948-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","3",",a","0",",a","","","","","","","19481231",",,a","","","21.3",",,a,31,","","","37.3",",,,a","",""
"ASN00039090","1949-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","1",",a","","","","","","","19490110",",,a","","","26.2",",,a,10,","","","88.9",",,,a","",""
"ASN00039090","1949-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","9",",a","7",",a","4",",a","","","","","","","19490215",",,a","","","103.6",",,a,15,","","","236.0",",,,a","",""
"ASN00039090","1949-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","5",",a","2",",a","","","","","","","19490326",",,a","","","75.4",",,a,26,","","","142.0",",,,a","",""
"ASN00039090","1949-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","3",",a","0",",a","","","","","","","19490427",",,a","","","8.9",",,a,27,","","","19.6",",,,a","",""
"ASN00039090","1949-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19490523",",,a","","","1.8",",,a,23,","","","1.8",",,,a","",""
"ASN00039090","1949-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","1",",a","","","","","","","19490601",",,a","","","56.6",",,a,01,","","","59.1",",,,a","",""
"ASN00039090","1949-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","1",",a","0",",a","","","","","","","19490719",",,a","","","6.4",",,a,19,","","","6.4",",,,a","",""
"ASN00039090","1949-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","1",",a","0",",a","0",",a","","","","","","","19490814",",,a","","","1.0",",,a,14,","","","1.0",",,,a","",""
"ASN00039090","1949-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","2",",a","","","","","","","19490910",",,a","","","75.7",",,a,10,","","","103.4",",,,a","",""
"ASN00039090","1949-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","11",",a","11",",a","3",",a","","","","","","","19491015",",,a","","","50.5",",,a,15,","","","198.0",",,,a","",""
"ASN00039090","1949-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","6",",a","2",",a","","","","","","","19491128",",,a","","","59.7",",,a,28,","","","141.8",",,,a","",""
"ASN00039090","1949-12","-24.9503","150.0725","142.0","THEODORE DPI, AS","3",",a","2",",a","0",",a","","","","","","","19491217",",,a","","","16.3",",,a,17,","","","21.7",",,,a","",""
"ASN00039090","1950-01","-24.9503","150.0725","142.0","THEODORE DPI, AS","7",",a","7",",a","1",",a","","","","","","","19500129",",,a","","","56.4",",,a,29,","","","131.1",",,,a","",""
"ASN00039090","1950-02","-24.9503","150.0725","142.0","THEODORE DPI, AS","12",",a","10",",a","4",",a","","","","","","","19500228",",,a","","","76.2",",,a,28,","","","292.4",",,,a","",""
"ASN00039090","1950-03","-24.9503","150.0725","142.0","THEODORE DPI, AS","8",",a","2",",a","1",",a","","","","","","","19500301",",,a","","","49.5",",,a,01,","","","63.3",",,,a","",""
"ASN00039090","1950-04","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","2",",a","","","","","","","19500407",",,a","","","71.1",",,a,07,","","","129.8",",,,a","",""
"ASN00039090","1950-05","-24.9503","150.0725","142.0","THEODORE DPI, AS","5",",a","5",",a","1",",a","","","","","","","19500525",",,a","","","26.4",",,a,25,","","","69.6",",,,a","",""
"ASN00039090","1950-06","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","5",",a","1",",a","","","","","","","19500608",",,a","","","35.3",",,a,08,","","","79.8",",,,a","",""
"ASN00039090","1950-07","-24.9503","150.0725","142.0","THEODORE DPI, AS","17",",a","10",",a","0",",a","","","","","","","19500717",",,a","","","13.2",",,a,17,","","","82.2",",,,a","",""
"ASN00039090","1950-08","-24.9503","150.0725","142.0","THEODORE DPI, AS","2",",a","2",",a","0",",a","","","","","","","19500820",",,a","","","3.0",",,a,20,","","","5.8",",,,a","",""
"ASN00039090","1950-09","-24.9503","150.0725","142.0","THEODORE DPI, AS","4",",a","2",",a","0",",a","","","","","","","19500920",",,a","","","5.8",",,a,20,","","","11.4",",,,a","",""
"ASN00039090","1950-10","-24.9503","150.0725","142.0","THEODORE DPI, AS","6",",a","6",",a","3",",a","","","","","","","19501010",",,a","","","54.6",",,a,10,","","","200.4",",,,a","",""
"ASN00039090","1950-11","-24.9503","150.0725","142.0","THEODORE DPI, AS","10",",a","9",",a","1",",a","","","","","","","19501125",",,a","","","58.7",",,a,25,","","","132.6",",,,a","",""
