"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BGM00041936","1985-11","23.184","89.161","6.1","JESSORE, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","19851130","+,5,S","","","","","0.0","5,,S,30,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041936","1991-01","23.184","89.161","6.1","JESSORE, BG","","","","","","","","","","","","","0","4,S","24","4,S","0","4,S","","","","","19910131",",4,S","","","","","29.2","4,S,31,","","","","","","","24.55","4,,,S","",""
"BGM00041936","1991-07","23.184","89.161","6.1","JESSORE, BG","","","10","3,S","4","3,S","0","3,S","","","","","","","","","","","","","19910705",",3,S","","","","","19.1","3,,S,05,","","","","","59.1","3,,,S","","","","","",""
"BGM00041936","1991-10","23.184","89.161","6.1","JESSORE, BG","","","6","5,S","3","5,S","0","5,S","","","","","","","","","","","","","19911012",",5,S","","","","","6.1","5,,S,12,","","","","","18.2","5,,,S","","","","","",""
"BGM00041936","1992-08","23.184","89.161","6.1","JESSORE, BG","","","12",",S","7",",S","1",",S","","","","","","","","","","","","","19920806",",,S","","","","","32.0",",,S,06,","","","","","81.2",",,,S","","","","","",""
"BGM00041936","1992-09","23.184","89.161","6.1","JESSORE, BG","","","6","5,S","4","5,S","2","5,S","","","","","0","4,S","26","4,S","18","4,S","","","19920926",",5,S","19920922",",4,S","","","89.9","5,,S,26,","35.5","4,S,22,","","","136.9","5,,,S","","","32.75","4,,,S","",""
"BGM00041936","1992-11","23.184","89.161","6.1","JESSORE, BG","","","2","4,S","2","4,S","2","4,S","","","","","0","2,S","28","2,S","3","2,S","","","19921122",",4,S","19921101",",2,S","","","135.9","4,,S,22,","34.2","2,S,01,","","","239.0","4,,,S","","","30.39","2,,,S","",""
"BGM00041936","1992-12","23.184","89.161","6.1","JESSORE, BG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","19921231","+,3,S","","","","","0.0","3,,S,31,+","","","","","0.0","3,,,S","","","","","",""
"BGM00041936","1995-10","23.184","89.161","6.1","JESSORE, BG","","","","","","","","","","","","","0","5,S","26","5,S","18","5,S","","","","","19951016",",5,S","","","","","35.0","5,S,16,","","","","","","","32.67","5,,,S","",""
"BGM00041936","1996-03","23.184","89.161","6.1","JESSORE, BG","","","","","","","","","","","","","0","5,S","26","5,S","22","5,S","","","","","19960316","+,5,S","","","","","36.5","5,S,16,+","","","","","","","34.40","5,,,S","",""
