"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"ASN00041034","1882-01","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18820123",",,a","19.3",",,a,23,","42.2",",,,a"
"ASN00041034","1882-02","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18820208",",,a","20.8",",,a,08,","63.0",",,,a"
"ASN00041034","1882-03","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","0",",a","18820305",",,a","19.1",",,a,05,","19.1",",,,a"
"ASN00041034","1882-04","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","3",",a","1",",a","18820426",",,a","33.0",",,a,26,","59.7",",,,a"
"ASN00041034","1882-05","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18820530",",,a","21.6",",,a,30,","41.2",",,,a"
"ASN00041034","1882-06","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","6",",a","0",",a","18820613",",,a","9.4",",,a,13,","38.5",",,,a"
"ASN00041034","1882-07","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","3",",a","0",",a","18820716",",,a","24.1",",,a,16,","35.7",",,,a"
"ASN00041034","1882-08","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","2",",a","0",",a","18820818",",,a","9.7",",,a,18,","20.6",",,,a"
"ASN00041034","1882-09","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","0",",a","18820906",",,a","4.8",",,a,06,","8.6",",,,a"
"ASN00041034","1882-10","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","8",",a","1",",a","18821006",",,a","27.4",",,a,06,","112.1",",,,a"
"ASN00041034","1882-11","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","6",",a","0",",a","18821129",",,a","23.6",",,a,29,","84.6",",,,a"
"ASN00041034","1882-12","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","10",",a","0",",a","18821224",",,a","16.3",",,a,24,","72.6",",,,a"
"ASN00041034","1883-01","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","10",",a","0",",a","18830105",",,a","18.3",",,a,05,","105.3",",,,a"
"ASN00041034","1883-02","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","9",",a","1",",a","18830221",",,a","29.2",",,a,21,","110.9",",,,a"
"ASN00041034","1883-03","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","1",",a","0",",a","18830327",",,a","2.5",",,a,27,","5.0",",,,a"
"ASN00041034","1883-04","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","1",",a","0",",a","18830401",",,a","17.8",",,a,01,","23.9",",,,a"
"ASN00041034","1883-05","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","0",",a","18830512",",,a","14.0",",,a,12,","38.9",",,,a"
"ASN00041034","1883-06","-28.4039","151.4703","400.0","GLENELG, AS","0",",a","0",",a","0",",a","18830630","+,,a","0.0",",,a,30,+","0.0",",,,a"
"ASN00041034","1883-07","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","1",",a","18830722",",,a","29.0",",,a,22,","29.0",",,,a"
"ASN00041034","1883-08","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","5",",a","0",",a","18830822",",,a","12.4",",,a,22,","36.8",",,,a"
"ASN00041034","1883-09","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","0",",a","18830925",",,a","16.0",",,a,25,","31.6",",,,a"
"ASN00041034","1883-10","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","7",",a","1",",a","18831027",",,a","29.5",",,a,27,","125.3",",,,a"
"ASN00041034","1883-11","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18831105",",,a","18.5",",,a,05,","34.8",",,,a"
"ASN00041034","1883-12","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","6",",a","0",",a","18831201",",,a","12.4",",,a,01,","37.6",",,,a"
"ASN00041034","1884-01","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","5",",a","0",",a","18840120",",,a","21.1",",,a,20,","51.5",",,,a"
"ASN00041034","1884-02","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","1",",a","18840201",",,a","38.6",",,a,01,","45.2",",,,a"
"ASN00041034","1884-03","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","1",",a","18840312",",,a","25.4",",,a,12,","40.6",",,,a"
"ASN00041034","1884-04","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","0",",a","18840407",",,a","17.3",",,a,07,","24.4",",,,a"
"ASN00041034","1884-05","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","5",",a","1",",a","18840512",",,a","26.7",",,a,12,","80.1",",,,a"
"ASN00041034","1884-06","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","1",",a","18840615",",,a","48.3",",,a,15,","63.5",",,,a"
"ASN00041034","1884-07","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","6",",a","1",",a","18840713",",,a","39.4",",,a,13,","73.5",",,,a"
"ASN00041034","1884-08","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18840808",",,a","5.8",",,a,08,","13.6",",,,a"
"ASN00041034","1884-09","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","0",",a","18840910",",,a","12.4",",,a,10,","33.5",",,,a"
"ASN00041034","1884-10","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","0",",a","18841031",",,a","23.9",",,a,31,","53.1",",,,a"
"ASN00041034","1884-11","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","7",",a","1",",a","18841124",",,a","26.4",",,a,24,","83.9",",,,a"
"ASN00041034","1884-12","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","6",",a","1",",a","18841231",",,a","36.6",",,a,31,","80.0",",,,a"
"ASN00041034","1885-01","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","6",",a","2",",a","18850112",",,a","31.0",",,a,12,","96.1",",,,a"
"ASN00041034","1885-02","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","6",",a","0",",a","18850212",",,a","22.4",",,a,12,","64.5",",,,a"
"ASN00041034","1885-03","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","3",",a","0",",a","18850301",",,a","17.3",",,a,01,","31.1",",,,a"
"ASN00041034","1885-04","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","0",",a","18850426",",,a","5.6",",,a,26,","5.6",",,,a"
"ASN00041034","1885-05","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","2",",a","0",",a","18850507",",,a","11.4",",,a,07,","21.1",",,,a"
"ASN00041034","1885-06","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","1",",a","18850619",",,a","25.4",",,a,19,","58.4",",,,a"
"ASN00041034","1885-07","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","0",",a","18850722",",,a","18.8",",,a,22,","18.8",",,,a"
"ASN00041034","1885-08","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","0",",a","0",",a","18850830",",,a","2.0",",,a,30,","3.0",",,,a"
"ASN00041034","1885-09","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","0",",a","18850919","+,,a","8.1",",,a,19,+","23.1",",,,a"
"ASN00041034","1885-10","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","0",",a","18851026",",,a","15.5",",,a,26,","18.5",",,,a"
"ASN00041034","1885-11","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","7",",a","0",",a","18851110",",,a","15.7",",,a,10,","72.7",",,,a"
"ASN00041034","1885-12","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","6",",a","1",",a","18851212",",,a","40.6",",,a,12,","79.9",",,,a"
"ASN00041034","1886-01","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","6",",a","1",",a","18860117",",,a","28.4",",,a,17,","71.9",",,,a"
"ASN00041034","1886-02","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","1",",a","0",",a","18860228",",,a","12.2",",,a,28,","14.2",",,,a"
"ASN00041034","1886-03","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","2",",a","18860312",",,a","31.8",",,a,12,","79.3",",,,a"
"ASN00041034","1886-04","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","2",",a","1",",a","18860412",",,a","31.2",",,a,12,","37.6",",,,a"
"ASN00041034","1886-05","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","5",",a","2",",a","18860528",",,a","104.1",",,a,28,","173.0",",,,a"
"ASN00041034","1886-06","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","6",",a","1",",a","18860623",",,a","32.3",",,a,23,","107.2",",,,a"
"ASN00041034","1886-07","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","3",",a","2",",a","18860725",",,a","36.8",",,a,25,","77.2",",,,a"
"ASN00041034","1886-08","-28.4039","151.4703","400.0","GLENELG, AS","11",",a","9",",a","2",",a","18860805",",,a","36.8",",,a,05,","112.4",",,,a"
"ASN00041034","1886-09","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","4",",a","1",",a","18860926",",,a","32.5",",,a,26,","54.1",",,,a"
"ASN00041034","1886-10","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","7",",a","0",",a","18861010",",,a","24.4",",,a,10,","91.5",",,,a"
"ASN00041034","1886-11","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","9",",a","0",",a","18861107",",,a","20.6",",,a,07,","96.4",",,,a"
"ASN00041034","1886-12","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","2",",a","0",",a","18861208",",,a","24.6",",,a,08,","29.9",",,,a"
"ASN00041034","1887-01","-28.4039","151.4703","400.0","GLENELG, AS","12",",a","11",",a","1",",a","18870130",",,a","29.7",",,a,30,","140.5",",,,a"
"ASN00041034","1887-02","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","7",",a","2",",a","18870213",",,a","38.1",",,a,13,","102.9",",,,a"
"ASN00041034","1887-03","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","5",",a","0",",a","18870324",",,a","12.2",",,a,24,","37.1",",,,a"
"ASN00041034","1887-04","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","4",",a","0",",a","18870417",",,a","15.2",",,a,17,","25.7",",,,a"
"ASN00041034","1887-05","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","0",",a","18870518",",,a","9.4",",,a,18,","28.4",",,,a"
"ASN00041034","1887-06","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","4",",a","0",",a","18870612",",,a","16.5",",,a,12,","31.4",",,,a"
"ASN00041034","1887-07","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","2",",a","18870713",",,a","28.7",",,a,13,","86.9",",,,a"
"ASN00041034","1887-08","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","6",",a","2",",a","18870830",",,a","34.3",",,a,30,","95.2",",,,a"
"ASN00041034","1887-09","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","8",",a","0",",a","18870901",",,a","19.1",",,a,01,","60.8",",,,a"
"ASN00041034","1887-10","-28.4039","151.4703","400.0","GLENELG, AS","3",",a","2",",a","0",",a","18871004",",,a","22.4",",,a,04,","27.0",",,,a"
"ASN00041034","1887-11","-28.4039","151.4703","400.0","GLENELG, AS","11",",a","6",",a","0",",a","18871116",",,a","14.5",",,a,16,","66.9",",,,a"
"ASN00041034","1887-12","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","1",",a","18871202",",,a","44.5",",,a,02,","64.5",",,,a"
"ASN00041034","1888-01","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","1",",a","18880104",",,a","26.4",",,a,04,","48.4",",,,a"
"ASN00041034","1888-02","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","6",",a","3",",a","18880208",",,a","43.2",",,a,08,","145.5",",,,a"
"ASN00041034","1888-03","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","2",",a","0",",a","18880314",",,a","12.7",",,a,14,","17.0",",,,a"
"ASN00041034","1888-04","-28.4039","151.4703","400.0","GLENELG, AS","0",",a","0",",a","0",",a","18880430","+,,a","0.0",",,a,30,+","0.0",",,,a"
"ASN00041034","1888-05","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","1",",a","0",",a","18880513",",,a","4.3",",,a,13,","6.6",",,,a"
"ASN00041034","1888-06","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","1",",a","0",",a","18880606",",,a","3.0",",,a,06,","4.8",",,,a"
"ASN00041034","1888-07","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","0",",a","18880704",",,a","2.5",",,a,04,","2.5",",,,a"
"ASN00041034","1888-08","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","2",",a","0",",a","18880814",",,a","4.3",",,a,14,","11.4",",,,a"
"ASN00041034","1888-09","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","5",",a","0",",a","18880923",",,a","11.7",",,a,23,","36.6",",,,a"
"ASN00041034","1888-10","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","1",",a","18881002",",,a","27.9",",,a,02,","42.1",",,,a"
"ASN00041034","1888-11","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","4",",a","1",",a","18881130",",,a","31.2",",,a,30,","45.9",",,,a"
"ASN00041034","1888-12","-28.4039","151.4703","400.0","GLENELG, AS","11",",a","10",",a","0",",a","18881225",",,a","24.6",",,a,25,","100.6",",,,a"
"ASN00041034","1889-01","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","0",",a","18890128",",,a","15.0",",,a,28,","36.7",",,,a"
"ASN00041034","1889-02","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","3",",a","0",",a","18890206",",,a","24.4",",,a,06,","34.1",",,,a"
"ASN00041034","1889-03","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18890330","+,,a","3.3",",,a,30,+","10.4",",,,a"
"ASN00041034","1889-04","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","5",",a","1",",a","18890417",",,a","56.4",",,a,17,","94.7",",,,a"
"ASN00041034","1889-05","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","9",",a","1",",a","18890527",",,a","27.9",",,a,27,","82.2",",,,a"
"ASN00041034","1889-06","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","6",",a","0",",a","18890607",",,a","19.1",",,a,07,","72.1",",,,a"
"ASN00041034","1889-07","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","7",",a","0",",a","18890716",",,a","10.2",",,a,16,","47.2",",,,a"
"ASN00041034","1889-08","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","5",",a","0",",a","18890831",",,a","21.6",",,a,31,","56.8",",,,a"
"ASN00041034","1889-09","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","5",",a","0",",a","18890921",",,a","16.3",",,a,21,","43.1",",,,a"
"ASN00041034","1889-10","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","4",",a","0",",a","18891020",",,a","11.2",",,a,20,","28.9",",,,a"
"ASN00041034","1889-11","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","3",",a","1",",a","18891101",",,a","34.0",",,a,01,","59.4",",,,a"
"ASN00041034","1889-12","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","1",",a","18891201",",,a","33.8",",,a,01,","51.5",",,,a"
"ASN00041034","1890-01","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","7",",a","1",",a","18900114",",,a","30.0",",,a,14,","77.5",",,,a"
"ASN00041034","1890-02","-28.4039","151.4703","400.0","GLENELG, AS","16",",a","11",",a","2",",a","18900217",",,a","46.2",",,a,17,","156.2",",,,a"
"ASN00041034","1890-05","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","5",",a","0",",a","18900517",",,a","18.5",",,a,17,","52.4",",,,a"
"ASN00041034","1890-06","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","5",",a","0",",a","18900622",",,a","12.7",",,a,22,","42.0",",,,a"
"ASN00041034","1890-07","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18900731",",,a","6.4",",,a,31,","17.1",",,,a"
"ASN00041034","1890-08","-28.4039","151.4703","400.0","GLENELG, AS","1",",a","1",",a","0",",a","18900804",",,a","3.0",",,a,04,","3.0",",,,a"
"ASN00041034","1890-09","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","3",",a","0",",a","18900921",",,a","22.1",",,a,21,","43.2",",,,a"
"ASN00041034","1890-10","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","6",",a","0",",a","18901009",",,a","18.8",",,a,09,","49.3",",,,a"
"ASN00041034","1890-11","-28.4039","151.4703","400.0","GLENELG, AS","6",",a","5",",a","1",",a","18901113",",,a","51.3",",,a,13,","70.9",",,,a"
"ASN00041034","1891-01","-28.4039","151.4703","400.0","GLENELG, AS","15",",a","11",",a","4",",a","18910118",",,a","36.1",",,a,18,","197.3",",,,a"
"ASN00041034","1891-02","-28.4039","151.4703","400.0","GLENELG, AS","8",",a","2",",a","0",",a","18910223",",,a","17.0",",,a,23,","32.3",",,,a"
"ASN00041034","1891-03","-28.4039","151.4703","400.0","GLENELG, AS","2",",a","1",",a","0",",a","18910302",",,a","22.1",",,a,02,","22.9",",,,a"
"ASN00041034","1891-04","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","2",",a","0",",a","18910419",",,a","7.6",",,a,19,","15.5",",,,a"
"ASN00041034","1891-05","-28.4039","151.4703","400.0","GLENELG, AS","4",",a","3",",a","0",",a","18910507",",,a","15.7",",,a,07,","30.4",",,,a"
"ASN00041034","1891-06","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","4",",a","1",",a","18910608",",,a","47.8",",,a,08,","73.7",",,,a"
"ASN00041034","1891-07","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","3",",a","1",",a","18910710",",,a","40.9",",,a,10,","49.2",",,,a"
"ASN00041034","1891-08","-28.4039","151.4703","400.0","GLENELG, AS","5",",a","4",",a","1",",a","18910801",",,a","31.5",",,a,01,","52.1",",,,a"
"ASN00041034","1891-09","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","3",",a","2",",a","18910913",",,a","44.2",",,a,13,","98.6",",,,a"
"ASN00041034","1892-09","-28.4039","151.4703","400.0","GLENELG, AS","9",",a","7",",a","0",",a","18920905",",,a","15.5",",,a,05,","57.9",",,,a"
"ASN00041034","1892-10","-28.4039","151.4703","400.0","GLENELG, AS","10",",a","8",",a","2",",a","18921016",",,a","50.0",",,a,16,","120.9",",,,a"
"ASN00041034","1892-11","-28.4039","151.4703","400.0","GLENELG, AS","7",",a","5",",a","1",",a","18921110",",,a","32.0",",,a,10,","83.6",",,,a"
