"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00061034","1902-08","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","15",",a","6",",a","0",",a","","","","","","","","","","","","","19020818",",,a","","","","","21.8",",,a,18,","","","","","63.3",",,,a","","","","","",""
"ASN00061034","1902-09","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","7",",a","4",",a","0",",a","","","","","","","","","","","","","19020901",",,a","","","","","8.9",",,a,01,","","","","","30.5",",,,a","","","","","",""
"ASN00061034","1902-10","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","13",",a","9",",a","2",",a","","","","","","","","","","","","","19021013",",,a","","","","","66.5",",,a,13,","","","","","184.6",",,,a","","","","","",""
"ASN00061034","1902-11","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","7",",a","6",",a","1",",a","","","","","","","","","","","","","19021129",",,a","","","","","25.4",",,a,29,","","","","","82.8",",,,a","","","","","",""
"ASN00061034","1902-12","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","8",",a","3",",a","0",",a","","","","","","","","","","","","","19021207",",,a","","","","","16.3",",,a,07,","","","","","35.6",",,,a","","","","","",""
"ASN00061034","1903-01","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","4",",a","1",",a","0",",a","","","","","","","","","","","","","19030105",",,a","","","","","8.1",",,a,05,","","","","","12.1",",,,a","","","","","",""
"ASN00061034","1903-02","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","5",",a","3",",a","0",",a","","","","","","","","","","","","","19030219",",,a","","","","","5.8",",,a,19,","","","","","15.5",",,,a","","","","","",""
"ASN00061034","1903-03","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","12",",a","7",",a","2",",a","","","","","","","","","","","","","19030326",",,a","","","","","45.2",",,a,26,","","","","","137.8",",,,a","","","","","",""
"ASN00061034","1903-04","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","6",",a","4",",a","1",",a","","","","","","","","","","","","","19030424",",,a","","","","","48.5",",,a,24,","","","","","78.7",",,,a","","","","","",""
"ASN00061034","1903-05","-32.7483","151.5833","12.0","EAST MAITLAND BOWLING CLUB, AS","","","9",",a","6",",a","0",",a","","","","","","","","","","","","","19030517",",,a","","","","","8.9",",,a,17,","","","","","42.6",",,,a","","","","","",""
