"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00041082","1750-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","2","2,a","2","2,a","0","2,a","","","","","","","","","","","","","17500315",",2,a","","","","","15.0","2,,a,15,","","","23.0","2,,,a","","","","","",""
"ASN00041082","1750-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","7","1,a","5","1,a","2","1,a","","","","","","","","","","","","","17500506",",1,a","","","","","48.0","1,,a,06,","","","116.8","1,,,a","","","","","",""
"ASN00041082","1887-01","-27.7156","151.6333","608.0","PITTSWORTH, AS","11",",a","10",",a","1",",a","","","","","","","","","","","","","18870123",",,a","","","","","27.4",",,a,23,","","","122.2",",,,a","","","","","",""
"ASN00041082","1887-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","13",",a","10",",a","1",",a","","","","","","","","","","","","","18870325",",,a","","","","","47.5",",,a,25,","","","100.2",",,,a","","","","","",""
"ASN00041082","1887-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","4",",a","1",",a","0",",a","","","","","","","","","","","","","18870522",",,a","","","","","3.6",",,a,22,","","","7.5",",,,a","","","","","",""
"ASN00041082","1887-06","-27.7156","151.6333","608.0","PITTSWORTH, AS","4",",a","1",",a","0",",a","","","","","","","","","","","","","18870611",",,a","","","","","17.8",",,a,11,","","","20.1",",,,a","","","","","",""
"ASN00041082","1887-07","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","5",",a","1",",a","","","","","","","","","","","","","18870713",",,a","","","","","43.2",",,a,13,","","","91.3",",,,a","","","","","",""
"ASN00041082","1887-08","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","6",",a","1",",a","","","","","","","","","","","","","18870813",",,a","","","","","34.3",",,a,13,","","","86.9",",,,a","","","","","",""
"ASN00041082","1887-09","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","6",",a","0",",a","","","","","","","","","","","","","18870921",",,a","","","","","14.7",",,a,21,","","","47.1",",,,a","","","","","",""
"ASN00041082","1887-10","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","3",",a","0",",a","","","","","","","","","","","","","18871002",",,a","","","","","6.9",",,a,02,","","","21.9",",,,a","","","","","",""
"ASN00041082","1887-11","-27.7156","151.6333","608.0","PITTSWORTH, AS","11",",a","7",",a","2",",a","","","","","","","","","","","","","18871127",",,a","","","","","57.7",",,a,27,","","","127.1",",,,a","","","","","",""
"ASN00041082","1887-12","-27.7156","151.6333","608.0","PITTSWORTH, AS","9",",a","6",",a","0",",a","","","","","","","","","","","","","18871224",",,a","","","","","23.4",",,a,24,","","","72.7",",,,a","","","","","",""
"ASN00041082","1888-01","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","3",",a","1",",a","","","","","","","","","","","","","18880104",",,a","","","","","33.0",",,a,04,","","","52.8",",,,a","","","","","",""
"ASN00041082","1888-02","-27.7156","151.6333","608.0","PITTSWORTH, AS","16",",a","11",",a","3",",a","","","","","","","","","","","","","18880212",",,a","","","","","41.4",",,a,12,","","","146.1",",,,a","","","","","",""
"ASN00041082","1888-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","18880302",",,a","","","","","0.5",",,a,02,","","","0.8",",,,a","","","","","",""
"ASN00041082","1888-04","-27.7156","151.6333","608.0","PITTSWORTH, AS","2",",a","0",",a","0",",a","","","","","","","","","","","","","18880401",",,a","","","","","1.3",",,a,01,","","","1.8",",,,a","","","","","",""
"ASN00041082","1888-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","4",",a","1",",a","0",",a","","","","","","","","","","","","","18880512",",,a","","","","","4.3",",,a,12,","","","8.1",",,,a","","","","","",""
"ASN00041082","1888-06","-27.7156","151.6333","608.0","PITTSWORTH, AS","1",",a","1",",a","0",",a","","","","","","","","","","","","","18880606",",,a","","","","","12.7",",,a,06,","","","12.7",",,,a","","","","","",""
"ASN00041082","1888-07","-27.7156","151.6333","608.0","PITTSWORTH, AS","0",",a","0",",a","0",",a","","","","","","","","","","","","","18880731","+,,a","","","","","0.0",",,a,31,+","","","0.0",",,,a","","","","","",""
"ASN00041082","1888-08","-27.7156","151.6333","608.0","PITTSWORTH, AS","5",",a","2",",a","0",",a","","","","","","","","","","","","","18880814",",,a","","","","","15.0",",,a,14,","","","20.1",",,,a","","","","","",""
"ASN00041082","1888-09","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","4",",a","0",",a","","","","","","","","","","","","","18880923",",,a","","","","","11.7",",,a,23,","","","37.8",",,,a","","","","","",""
"ASN00041082","1888-10","-27.7156","151.6333","608.0","PITTSWORTH, AS","3",",a","1",",a","0",",a","","","","","","","","","","","","","18881017",",,a","","","","","9.1",",,a,17,","","","10.9",",,,a","","","","","",""
"ASN00041082","1888-11","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","6",",a","0",",a","","","","","","","","","","","","","18881110",",,a","","","","","20.8",",,a,10,","","","83.7",",,,a","","","","","",""
"ASN00041082","1888-12","-27.7156","151.6333","608.0","PITTSWORTH, AS","9",",a","6",",a","1",",a","","","","","","","","","","","","","18881201",",,a","","","","","35.6",",,a,01,","","","101.2",",,,a","","","","","",""
"ASN00041082","1889-01","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","3",",a","1",",a","","","","","","","","","","","","","18890121",",,a","","","","","26.2",",,a,21,","","","55.1",",,,a","","","","","",""
"ASN00041082","1889-02","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","5",",a","0",",a","","","","","","","","","","","","","18890222",",,a","","","","","19.1",",,a,22,","","","45.7",",,,a","","","","","",""
"ASN00041082","1889-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","5",",a","4",",a","1",",a","","","","","","","","","","","","","18890325",",,a","","","","","27.4",",,a,25,","","","55.9",",,,a","","","","","",""
"ASN00041082","1889-04","-27.7156","151.6333","608.0","PITTSWORTH, AS","8",",a","5",",a","1",",a","","","","","","","","","","","","","18890417",",,a","","","","","50.8",",,a,17,","","","87.2",",,,a","","","","","",""
"ASN00041082","1889-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","15",",a","10",",a","1",",a","","","","","","","","","","","","","18890507",",,a","","","","","26.7",",,a,07,","","","109.0",",,,a","","","","","",""
"ASN00041082","1889-06","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","4",",a","0",",a","","","","","","","","","","","","","18890602",",,a","","","","","17.0",",,a,02,","","","45.8",",,,a","","","","","",""
"ASN00041082","1889-07","-27.7156","151.6333","608.0","PITTSWORTH, AS","14",",a","8",",a","1",",a","","","","","","","","","","","","","18890717",",,a","","","","","51.1",",,a,17,","","","112.4",",,,a","","","","","",""
"ASN00041082","1889-08","-27.7156","151.6333","608.0","PITTSWORTH, AS","12",",a","3",",a","0",",a","","","","","","","","","","","","","18890804",",,a","","","","","16.5",",,a,04,","","","37.5",",,,a","","","","","",""
"ASN00041082","1889-09","-27.7156","151.6333","608.0","PITTSWORTH, AS","11",",a","7",",a","0",",a","","","","","","","","","","","","","18890922",",,a","","","","","15.2",",,a,22,","","","59.8",",,,a","","","","","",""
"ASN00041082","1889-10","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","3",",a","0",",a","","","","","","","","","","","","","18891020",",,a","","","","","5.1",",,a,20,","","","18.9",",,,a","","","","","",""
"ASN00041082","1889-11","-27.7156","151.6333","608.0","PITTSWORTH, AS","9",",a","6",",a","1",",a","","","","","","","","","","","","","18891126",",,a","","","","","38.1",",,a,26,","","","79.7",",,,a","","","","","",""
"ASN00041082","1890-02","-27.7156","151.6333","608.0","PITTSWORTH, AS","9",",a","9",",a","3",",a","","","","","","","","","","","","","18900222",",,a","","","","","32.3",",,a,22,","","","141.7",",,,a","","","","","",""
"ASN00041082","1890-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","16",",a","12",",a","2",",a","","","","","","","","","","","","","18900311",",,a","","","","","149.1",",,a,11,","","","321.8",",,,a","","","","","",""
"ASN00041082","1890-04","-27.7156","151.6333","608.0","PITTSWORTH, AS","14",",a","2",",a","0",",a","","","","","","","","","","","","","18900410",",,a","","","","","13.5",",,a,10,","","","35.6",",,,a","","","","","",""
"ASN00041082","1890-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","5",",a","2",",a","0",",a","","","","","","","","","","","","","18900528",",,a","","","","","14.0",",,a,28,","","","24.0",",,,a","","","","","",""
"ASN00041082","1890-06","-27.7156","151.6333","608.0","PITTSWORTH, AS","10",",a","7",",a","0",",a","","","","","","","","","","","","","18900621",",,a","","","","","11.9",",,a,21,","","","40.2",",,,a","","","","","",""
"ASN00041082","1890-08","-27.7156","151.6333","608.0","PITTSWORTH, AS","3",",a","1",",a","0",",a","","","","","","","","","","","","","18900801",",,a","","","","","6.9",",,a,01,","","","8.5",",,,a","","","","","",""
"ASN00041082","1890-09","-27.7156","151.6333","608.0","PITTSWORTH, AS","8",",a","4",",a","1",",a","","","","","","","","","","","","","18900921",",,a","","","","","26.9",",,a,21,","","","66.3",",,,a","","","","","",""
"ASN00041082","1890-10","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","4",",a","1",",a","","","","","","","","","","","","","18901024",",,a","","","","","28.7",",,a,24,","","","73.5",",,,a","","","","","",""
"ASN00041082","1890-11","-27.7156","151.6333","608.0","PITTSWORTH, AS","5",",a","2",",a","0",",a","","","","","","","","","","","","","18901110",",,a","","","","","4.8",",,a,10,","","","12.7",",,,a","","","","","",""
"ASN00041082","1890-12","-27.7156","151.6333","608.0","PITTSWORTH, AS","13",",a","9",",a","0",",a","","","","","","","","","","","","","18901228",",,a","","","","","13.7",",,a,28,","","","75.5",",,,a","","","","","",""
"ASN00041082","1891-01","-27.7156","151.6333","608.0","PITTSWORTH, AS","18",",a","15",",a","2",",a","","","","","","","","","","","","","18910110",",,a","","","","","29.2",",,a,10,","","","196.8",",,,a","","","","","",""
"ASN00041082","1891-02","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","5",",a","0",",a","","","","","","","","","","","","","18910223",",,a","","","","","11.7",",,a,23,","","","35.0",",,,a","","","","","",""
"ASN00041082","1891-03","-27.7156","151.6333","608.0","PITTSWORTH, AS","6",",a","2",",a","0",",a","","","","","","","","","","","","","18910302",",,a","","","","","3.8",",,a,02,","","","11.1",",,,a","","","","","",""
"ASN00041082","1891-04","-27.7156","151.6333","608.0","PITTSWORTH, AS","9",",a","3",",a","0",",a","","","","","","","","","","","","","18910420",",,a","","","","","20.1",",,a,20,","","","45.1",",,,a","","","","","",""
"ASN00041082","1891-05","-27.7156","151.6333","608.0","PITTSWORTH, AS","10",",a","4",",a","0",",a","","","","","","","","","","","","","18910529",",,a","","","","","6.6",",,a,29,","","","29.4",",,,a","","","","","",""
"ASN00041082","1891-06","-27.7156","151.6333","608.0","PITTSWORTH, AS","10",",a","2",",a","2",",a","","","","","","","","","","","","","18910608",",,a","","","","","39.9",",,a,08,","","","73.6",",,,a","","","","","",""
"ASN00041082","1891-07","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","4",",a","1",",a","","","","","","","","","","","","","18910710",",,a","","","","","49.5",",,a,10,","","","61.9",",,,a","","","","","",""
"ASN00041082","1891-08","-27.7156","151.6333","608.0","PITTSWORTH, AS","8",",a","3",",a","1",",a","","","","","","","","","","","","","18910801",",,a","","","","","30.2",",,a,01,","","","47.0",",,,a","","","","","",""
"ASN00041082","1891-09","-27.7156","151.6333","608.0","PITTSWORTH, AS","7",",a","6",",a","0",",a","","","","","","","","","","","","","18910913",",,a","","","","","13.7",",,a,13,","","","55.1",",,,a","","","","","",""
