"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085247","2016-08","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","25","5,S","19","5,S","","","20160826","+,5,S","","","39.0","5,S,26,+","","","","","","","33.48","5,,,S","",""
"BLM00085247","2016-09","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","23","5,S","17","5,S","","","20160917",",5,S","","","39.2","5,S,17,","","","","","","","32.46","5,,,S","",""
"BLM00085247","2016-12","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","26","5,S","19","5,S","","","20161216",",5,S","","","36.3","5,S,16,","","","","","","","33.22","5,,,S","",""
"BLM00085247","2017-02","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","23","5,S","18","5,S","","","20170202",",5,S","","","36.0","5,S,02,","","","","","","","33.48","5,,,S","",""
"BLM00085247","2017-03","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","4,S","27","4,S","17","4,S","","","20170311",",4,S","","","35.2","4,S,11,","","","","","","","32.37","4,,,S","",""
"BLM00085247","2017-06","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","4,S","24","4,S","7","4,S","","","20170608",",4,S","","","33.5","4,S,08,","","","","","","","28.79","4,,,S","",""
"BLM00085247","2017-07","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","24","5,S","18","5,S","","","20170726","+,5,S","","","35.2","5,S,26,+","","","","","","","31.35","5,,,S","",""
"BLM00085247","2017-09","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","4,S","26","4,S","21","4,S","","","20170920","+,4,S","","","40.0","4,S,20,+","","","","","","","34.69","4,,,S","",""
"BLM00085247","2017-11","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","25","5,S","19","5,S","","","20171125","+,5,S","","","37.4","5,S,25,+","","","","","","","33.50","5,,,S","",""
"BLM00085247","2018-02","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","5,S","23","5,S","15","5,S","","","20180208","+,5,S","","","37.0","5,S,08,+","","","","","","","33.14","5,,,S","",""
"BLM00085247","2018-08","-17.833","-60.75","284.0","SAN JOSE, BL","","","","","","","0","4,S","24","4,S","17","4,S","","","20180830",",4,S","","","38.5","4,S,30,","","","","","","","31.17","4,,,S","",""
"BLM00085247","2018-10","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","4,S","0","4,S","","","","","","","20181004",",4,S","","","18.8","4,S,04,","","","","","","","","","","","22.72","4,,,S"
"BLM00085247","2018-11","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","2,S","0","2,S","","","","","","","20181119",",2,S","","","17.0","2,S,19,","","","","","","","","","","","22.71","2,,,S"
"BLM00085247","2018-12","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","1,S","0","1,S","","","","","","","20181204",",1,S","","","15.0","1,S,04,","","","","","","","","","","","21.01","1,,,S"
"BLM00085247","2019-01","-17.833","-60.75","284.0","SAN JOSE, BL","272.4","4,S","0","1,S","0","1,S","0","4,S","27","4,S","24","4,S","20190120",",1,S","20190124",",4,S","17.0","1,S,20,","40.6","4,S,24,","0.0","S","0.0","4,S","28.36","4,S","35.48","4,,,S","21.24","1,,,S"
"BLM00085247","2019-02","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","1,S","0","1,S","","","","","","","20190213",",1,S","","","17.0","1,S,13,","","","","","","","","","","","21.34","1,,,S"
"BLM00085247","2019-03","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","1,S","0","1,S","","","","","","","20190321",",1,S","","","17.0","1,S,21,","","","","","","","","","","","21.45","1,,,S"
"BLM00085247","2019-04","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","3,","0","3,S","","","","","","","20190409",",3,S","","","11.5","3,S,09,","","","","","","","","","","","20.45","3,,,S"
"BLM00085247","2019-05","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","3,","0","3,S","","","","","","","20190525","+,3,S","","","9.0","3,S,25,+","","","","","","","","","","","16.63","3,,,S"
"BLM00085247","2019-06","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","3,S","0","3,S","","","","","","","20190626",",3,S","","","11.4","3,S,26,","","","","","","","","","","","16.39","3,,,S"
"BLM00085247","2019-07","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","4,","0","4,S","","","","","","","20190708",",4,S","","","7.1","4,S,08,","","","","","","","","","","","14.04","4,,,S"
"BLM00085247","2019-08","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","5,S","0","5,S","","","","","","","20190805",",5,S","","","7.2","5,S,05,","","","","","","","","","","","15.79","5,,,S"
"BLM00085247","2019-09","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","2,","0","2,S","","","","","","","20190913",",2,S","","","16.6","2,S,13,","","","","","","","","","","","20.98","2,,,S"
"BLM00085247","2019-10","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","5,","0","5,S","","","","","","","20191006",",5,S","","","15.6","5,S,06,","","","","","","","","","","","23.18","5,,,S"
"BLM00085247","2019-11","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","3,S","0","3,S","","","","","","","20191114",",3,S","","","19.4","3,S,14,","","","","","","","","","","","24.06","3,,,S"
"BLM00085247","2019-12","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","5,","0","5,S","","","","","","","20191206",",5,S","","","18.5","5,S,06,","","","","","","","","","","","23.75","5,,,S"
"BLM00085247","2020-11","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","3,S","0","3,S","","","","","","","20201119",",3,S","","","20.0","3,S,19,","","","","","","","","","","","24.53","3,,,S"
"BLM00085247","2020-12","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","4,S","0","4,S","","","","","","","20201215",",4,S","","","19.7","4,S,15,","","","","","","","","","","","23.14","4,,,S"
"BLM00085247","2021-06","-17.833","-60.75","284.0","SAN JOSE, BL","","","0","2,S","0","2,S","","","","","","","20210629",",2,S","","","9.2","2,S,29,","","","","","","","","","","","14.61","2,,,S"
