"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085154","1975-09","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","","","","","","","0","3,","0","3,S","","","","","","","19750908","+,3,S","","","","","16.0","3,S,08,+","","","","","","","","","","","","","","","19.00","3,,,S"
"BLM00085154","1975-12","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","","","","","","","0","3,","0","3,S","","","","","","","19751230",",3,S","","","","","16.0","3,S,30,","","","","","","","","","","","","","","","20.39","3,,,S"
"BLM00085154","1976-01","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","","","","","","","0","5,","0","5,S","","","","","","","19760122",",5,S","","","","","17.0","5,S,22,","","","","","","","","","","","","","","","20.46","5,,,S"
"BLM00085154","1976-04","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","","","","","","","0","5,","0","5,S","","","","","","","19760423",",5,S","","","","","14.0","5,S,23,","","","","","","","","","","","","","","","20.16","5,,,S"
"BLM00085154","1976-10","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","4","1,S","3","1,S","2","1,S","0","4,","0","4,S","","","","","","","19761022","+,4,S","19761009",",1,S","","","14.0","4,S,22,+","35.1","1,,S,09,","","","","","","","70.1","1,,,S","","","","","19.74","4,,,S"
"BLM00085154","1976-11","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","2","1,S","1","1,S","1","1,S","0","5,","0","5,S","","","","","","","19761120","+,5,S","19761102",",1,S","","","17.0","5,S,20,+","31.0","1,,S,02,","","","","","","","33.0","1,,,S","","","","","20.08","5,,,S"
"BLM00085154","1976-12","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","6","3,S","5","3,S","1","3,S","","","","","","","","","","","","","19761225",",3,S","","","","","150.1","3,,S,25,","","","","","","","173.1","3,,,S","","","","","",""
"BLM00085154","1977-02","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","5","4,S","5","4,S","0","4,S","","","","","","","","","","","","","19770211",",4,S","","","","","21.1","4,,S,11,","","","","","","","47.2","4,,,S","","","","","",""
"BLM00085154","1977-03","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","6","5,S","4","5,S","1","5,S","","","","","","","","","","","","","19770323",",5,S","","","","","38.1","5,,S,23,","","","","","","","56.4","5,,,S","","","","","",""
"BLM00085154","1977-06","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","1","3,S","0","3,S","0","3,S","","","","","","","","","","","","","19770608",",3,S","","","","","1.0","3,,S,08,","","","","","","","1.0","3,,,S","","","","","",""
"BLM00085154","1977-07","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","0","3,S","0","3,S","0","3,S","0","5,","0","5,S","","","","","","","19770717","+,5,S","19770731","+,3,S","","","15.0","5,S,17,+","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","19.50","5,,,S"
"BLM00085154","1977-09","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","5","2,S","5","2,S","3","2,S","","","","","","","","","","","","","19770913",",2,S","","","","","50.0","2,,S,13,","","","","","","","128.1","2,,,S","","","","","",""
"BLM00085154","1977-10","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","2","2,S","2","2,S","1","2,S","","","","","","","","","","","","","19771011",",2,S","","","","","54.1","2,,S,11,","","","","","","","75.2","2,,,S","","","","","",""
"BLM00085154","1977-11","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","7","3,S","5","3,S","0","3,S","0","3,","0","3,S","","","","","","","19771129",",3,S","19771129",",3,S","","","19.0","3,S,29,","9.9","3,,S,29,","","","","","","","32.2","3,,,S","","","","","22.56","3,,,S"
"BLM00085154","1978-01","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","11","5,S","9","5,S","4","5,S","","","","","","","","","","","","","19780115",",5,S","","","","","70.1","5,,S,15,","","","","","","","251.2","5,,,S","","","","","",""
"BLM00085154","1978-02","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","11","5,S","8","5,S","3","5,S","","","","","","","","","","","","","19780218",",5,S","","","","","70.1","5,,S,18,","","","","","","","194.3","5,,,S","","","","","",""
"BLM00085154","1978-03","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","8","2,S","8","2,S","3","2,S","","","","","","","","","","","","","19780306",",2,S","","","","","45.0","2,,S,06,","","","","","","","191.1","2,,,S","","","","","",""
"BLM00085154","1978-04","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","2","2,S","2","2,S","0","2,S","","","","","","","","","","","","","19780401",",2,S","","","","","20.1","2,,S,01,","","","","","","","24.2","2,,,S","","","","","",""
"BLM00085154","1978-06","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","3","5,S","2","5,S","1","5,S","","","","","","","","","","","","","19780621",",5,S","","","","","34.0","5,,S,21,","","","","","","","47.5","5,,,S","","","","","",""
"BLM00085154","1978-12","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","16","4,S","14","4,S","3","4,S","","","","","","","","","","","","","19781208",",4,S","","","","","80.0","4,,S,08,","","","","","","","247.1","4,,,S","","","","","",""
"BLM00085154","1979-01","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","12","5,S","11","5,S","1","5,S","","","","","","","","","","","","","19790102",",5,S","","","","","54.1","5,,S,02,","","","","","","","169.0","5,,,S","","","","","",""
"BLM00085154","1979-03","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","16",",S","14",",S","5",",S","","","","","","","","","","","","","19790324",",,S","","","","","59.9",",,S,24,","","","","","","","296.1",",,,S","","","","","",""
"BLM00085154","1979-04","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","4","2,S","2","2,S","0","2,S","0","5,","0","5,S","","","","","","","19790418",",5,S","19790419",",2,S","","","13.0","5,S,18,","13.0","2,,S,19,","","","","","","","28.9","2,,,S","","","","","20.64","5,,,S"
"BLM00085154","1979-05","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","3","4,S","1","4,S","0","4,S","0","2,","0","2,S","","","","","","","19790531",",2,S","19790505",",4,S","","","13.0","2,S,31,","16.0","4,,S,05,","","","","","","","18.0","4,,,S","","","","","19.66","2,,,S"
"BLM00085154","1980-01","-14.819","-64.918","155.1","TTE AV JORGE HENRICH ARAUZ, BL","","","","","14","3,S","12","3,S","6","3,S","0","5,","0","5,S","","","","","","","19800102",",5,S","19800107",",3,S","","","18.0","5,S,02,","110.0","3,,S,07,","","","","","","","425.0","3,,,S","","","","","22.35","5,,,S"
