"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00015652","1750-03","-24.2914","131.5488","614.0","WATARRKA, AS","","","","","0","2,a","0","2,a","0","2,a","0","5,a","0","5,a","0","5,a","26","5,a","26","5,a","17500309",",5,a","17500331","+,2,a","17500399",",5,a","16.7","5,a,09,","0.0","2,,a,31,+","44.5","5,a,99,","","","","","0.0","2,,,a","31.92","8,a","40.07","5,,,a","23.76","5,,,a"
"ASN00015652","1750-05","-24.2914","131.5488","614.0","WATARRKA, AS","","","","","0","1,a","0","1,a","0","1,a","","","","","","","","","","","","","17500531","+,1,a","","","","","0.0","1,,a,31,+","","","","","","","0.0","1,,,a","","","","","",""
"ASN00015652","1990-05","-24.2914","131.5488","614.0","WATARRKA, AS","","","","","6",",a","5",",a","3",",a","","","","","","","","","","","","","19900520",",,a","","","","","64.0",",,a,20,","","","","","","","158.1",",,,a","","","","","",""
"ASN00015652","1990-06","-24.2914","131.5488","614.0","WATARRKA, AS","","","2.3",",a","1",",a","0",",a","0",",a","0",",a","3",",a","0",",a","11",",a","0",",a","19900627",",,a","19900630",",,a","19900615",",,a","-4.6",",a,27,","1.0",",,a,30,","26.7",",a,15,","","","170.2",",a","1.2",",,,a","12.74",",a","19.67",",,,a","5.80",",,,a"
"ASN00015652","1990-07","-24.2914","131.5488","614.0","WATARRKA, AS","7.4","a","7.4",",a","1",",a","0",",a","0",",a","0",",a","5",",a","0",",a","17",",a","0",",a","19900701",",,a","19900701",",,a","19900710",",,a","-4.6",",a,01,","2.0",",,a,01,","29.1",",a,10,","","","150.9",",a","2.2",",,,a","13.70",",a","22.08",",,,a","5.33",",,,a"
"ASN00015652","1990-08","-24.2914","131.5488","614.0","WATARRKA, AS","22.9","a","15.5",",a","2",",a","2",",a","0",",a","0",",a","1",",a","0",",a","26",",a","0",",a","19900802",",,a","19900829",",,a","19900819",",,a","-0.5",",a,02,","9.0",",,a,29,","31.9",",a,19,","","","66.0",",a","15.2",",,,a","16.70",",a","24.74",",,,a","8.66",",,,a"
"ASN00015652","1990-09","-24.2914","131.5488","614.0","WATARRKA, AS","","","","","0",",a","0",",a","0",",a","0",",a","0",",a","","","","","","","19900905",",,a","19900930","+,,a","","","3.3",",a,05,","0.0",",,a,30,+","","","","","","","0.0",",,,a","","","","","11.50",",,,a"
"ASN00015652","1990-10","-24.2914","131.5488","614.0","WATARRKA, AS","","","211.3",",a","3",",a","2",",a","0",",a","0",",a","0",",a","0",",a","31",",a","20",",a","19901015",",,a","19901006",",,a","19901029",",,a","7.7",",a,15,","7.8",",,a,06,","40.4",",a,29,","","","0.0",",a","13.2",",,,a","25.15",",a","33.82",",,,a","16.48",",,,a"
"ASN00015652","1990-11","-24.2914","131.5488","614.0","WATARRKA, AS","","","344.6","1,a","4",",a","3",",a","0",",a","0",",a","0",",a","0","1,a","29","1,a","28","1,a","19901101",",,a","19901125",",,a","19901116",",1,a","14.4",",a,01,","5.0",",,a,25,","42.9","1,a,16,","","","0.0","1,a","12.4",",,,a","30.12","1,a","39.01","1,,,a","21.23",",,,a"
"ASN00015652","1990-12","-24.2914","131.5488","614.0","WATARRKA, AS","","","389.9",",a","4",",a","4",",a","0",",a","0",",a","0",",a","0",",a","31",",a","28",",a","19901207",",,a","19901205",",,a","19901221",",,a","13.5",",a,07,","7.2",",,a,05,","45.3",",a,21,","","","0.0",",a","21.5",",,,a","30.91",",a","38.86",",,,a","22.96",",,,a"
