"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026961","1955-01","53.217","29.183","156.0","BOBRUISK, BO","","","17",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550104",",,I","","","","","","","9.6",",,I,04,","","","","","","","49.7",",,,I","","","","","",""
"BOM00026961","1955-02","53.217","29.183","156.0","BOBRUISK, BO","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19550219",",,I","","","","","","","11.6",",,I,19,","","","","","","","48.7",",,,I","","","","","",""
"BOM00026961","1955-03","53.217","29.183","156.0","BOBRUISK, BO","","","13",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19550310",",,I","","","","","","","8.0",",,I,10,","","","","","","","37.9",",,,I","","","","","",""
"BOM00026961","1955-04","53.217","29.183","156.0","BOBRUISK, BO","","","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19550425",",,I","","","","","","","8.8",",,I,25,","","","","","","","23.9",",,,I","","","","","",""
"BOM00026961","1955-05","53.217","29.183","156.0","BOBRUISK, BO","","","20",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550516",",,I","","","","","","","14.0",",,I,16,","","","","","","","68.5",",,,I","","","","","",""
"BOM00026961","1955-06","53.217","29.183","156.0","BOBRUISK, BO","","","10",",I","4",",I","0",",I","","","0","5,S","0","5,S","0","4,S","14","4,S","0","4,S","19550613","+,5,S","","","19550611",",,I","19550626",",4,S","3.9","5,S,13,+","","","20.1",",,I,11,","28.9","4,S,26,","","","","","40.3",",,,I","15.94","6,S","21.78","4,,,S","10.11","5,,,S"
"BOM00026961","1955-07","53.217","29.183","156.0","BOBRUISK, BO","","","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19550705",",,I","","","","","","","19.4",",,I,05,","","","","","","","56.2",",,,I","","","","","",""
"BOM00026961","1955-08","53.217","29.183","156.0","BOBRUISK, BO","","","4",",I","3",",I","1",",I","","","","","","","","","","","","","","","","","19550803",",,I","","","","","","","35.2",",,I,03,","","","","","","","53.2",",,,I","","","","","",""
"BOM00026961","1955-09","53.217","29.183","156.0","BOBRUISK, BO","","","13",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19550929",",,I","","","","","","","11.4",",,I,29,","","","","","","","61.6",",,,I","","","","","",""
"BOM00026961","1955-10","53.217","29.183","156.0","BOBRUISK, BO","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19551025",",,I","","","","","","","14.3",",,I,25,","","","","","","","44.5",",,,I","","","","","",""
"BOM00026961","1955-11","53.217","29.183","156.0","BOBRUISK, BO","","","15",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19551108",",,I","","","","","","","4.6",",,I,08,","","","","","","","26.2",",,,I","","","","","",""
"BOM00026961","1955-12","53.217","29.183","156.0","BOBRUISK, BO","","","23",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","19551207",",,I","","","","","","","8.4",",,I,07,","","","","","","","72.9",",,,I","","","","","",""
"BOM00026961","1956-01","53.217","29.183","156.0","BOBRUISK, BO","","","18",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19560116",",,I","","","","","","","4.4",",,I,16,","","","","","","","25.4",",,,I","","","","","",""
"BOM00026961","1956-02","53.217","29.183","156.0","BOBRUISK, BO","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19560214",",,I","","","","","","","15.8",",,I,14,","","","","","","","59.1",",,,I","","","","","",""
"BOM00026961","1956-03","53.217","29.183","156.0","BOBRUISK, BO","","","8",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19560310",",,I","","","","","","","6.5",",,I,10,","","","","","","","28.4",",,,I","","","","","",""
"BOM00026961","1956-04","53.217","29.183","156.0","BOBRUISK, BO","","","14",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","19560407",",,I","","","","","","","25.7",",,I,07,","","","","","","","60.6",",,,I","","","","","",""
"BOM00026961","1956-05","53.217","29.183","156.0","BOBRUISK, BO","","","11",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19560520",",,I","","","","","","","8.0",",,I,20,","","","","","","","41.0",",,,I","","","","","",""
"BOM00026961","1956-06","53.217","29.183","156.0","BOBRUISK, BO","","","12",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19560624",",,I","","","","","","","16.0",",,I,24,","","","","","","","73.0",",,,I","","","","","",""
"BOM00026961","1956-07","53.217","29.183","156.0","BOBRUISK, BO","","","15",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19560714",",,I","","","","","","","24.5",",,I,14,","","","","","","","88.0",",,,I","","","","","",""
