"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00041116","1750-03","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","2","5,a","2","5,a","0","5,a","","","","","","","","","","","","","17500316",",5,a","","","","","15.6","5,,a,16,","","","","","22.6","2,a,,a","","","","","",""
"ASN00041116","1888-04","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","18880430","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00041116","1888-05","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","18880531","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00041116","1888-06","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","18880630","+,,a","","","","","0.0",",,a,30,+","","","","","0.0",",,,a","","","","","",""
"ASN00041116","1888-07","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","0",",a","0",",a","0",",a","","","","","","","","","","","","","18880731","+,,a","","","","","0.0",",,a,31,+","","","","","0.0",",,,a","","","","","",""
"ASN00041116","1888-08","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","2",",a","1",",a","0",",a","","","","","","","","","","","","","18880829",",,a","","","","","8.1",",,a,29,","","","","","8.9",",,,a","","","","","",""
"ASN00041116","1888-09","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","6",",a","3",",a","0",",a","","","","","","","","","","","","","18880908",",,a","","","","","18.3",",,a,08,","","","","","34.4",",,,a","","","","","",""
"ASN00041116","1888-10","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","5",",a","4",",a","0",",a","","","","","","","","","","","","","18881010",",,a","","","","","18.5",",,a,10,","","","","","48.2",",,,a","","","","","",""
"ASN00041116","1888-11","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","5",",a","3",",a","1",",a","","","","","","","","","","","","","18881113",",,a","","","","","34.0",",,a,13,","","","","","41.9",",,,a","","","","","",""
"ASN00041116","1888-12","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","12",",a","11",",a","1",",a","","","","","","","","","","","","","18881201",",,a","","","","","43.4",",,a,01,","","","","","150.1",",,,a","","","","","",""
"ASN00041116","1889-01","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","2",",a","2",",a","1",",a","","","","","","","","","","","","","18890128",",,a","","","","","28.2",",,a,28,","","","","","33.8",",,,a","","","","","",""
"ASN00041116","1889-02","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","7",",a","7",",a","1",",a","","","","","","","","","","","","","18890206",",,a","","","","","25.9",",,a,06,","","","","","65.1",",,,a","","","","","",""
"ASN00041116","1889-03","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","5",",a","1",",a","0",",a","","","","","","","","","","","","","18890312",",,a","","","","","10.7",",,a,12,","","","","","16.1",",,,a","","","","","",""
"ASN00041116","1889-04","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","8",",a","5",",a","1",",a","","","","","","","","","","","","","18890418",",,a","","","","","55.6",",,a,18,","","","","","95.6",",,,a","","","","","",""
"ASN00041116","1889-05","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","12",",a","9",",a","0",",a","","","","","","","","","","","","","18890527",",,a","","","","","12.2",",,a,27,","","","","","69.6",",,,a","","","","","",""
"ASN00041116","1889-06","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","6",",a","4",",a","1",",a","","","","","","","","","","","","","18890607",",,a","","","","","41.1",",,a,07,","","","","","86.8",",,,a","","","","","",""
"ASN00041116","1889-07","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","10",",a","6",",a","1",",a","","","","","","","","","","","","","18890719",",,a","","","","","41.7",",,a,19,","","","","","110.2",",,,a","","","","","",""
"ASN00041116","1889-08","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","7",",a","3",",a","0",",a","","","","","","","","","","","","","18890831",",,a","","","","","13.7",",,a,31,","","","","","33.0",",,,a","","","","","",""
"ASN00041116","1889-09","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","9",",a","7",",a","0",",a","","","","","","","","","","","","","18890912",",,a","","","","","24.4",",,a,12,","","","","","73.3",",,,a","","","","","",""
"ASN00041116","1889-10","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","3",",a","2",",a","0",",a","","","","","","","","","","","","","18891007",",,a","","","","","7.9",",,a,07,","","","","","11.5",",,,a","","","","","",""
"ASN00041116","1889-11","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","4",",a","4",",a","1",",a","","","","","","","","","","","","","18891102",",,a","","","","","34.0",",,a,02,","","","","","59.2",",,,a","","","","","",""
"ASN00041116","1889-12","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","5",",a","4",",a","0",",a","","","","","","","","","","","","","18891212",",,a","","","","","22.6",",,a,12,","","","","","43.7",",,,a","","","","","",""
"ASN00041116","1890-01","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","13",",a","10",",a","1",",a","","","","","","","","","","","","","18900115",",,a","","","","","28.7",",,a,15,","","","","","163.9",",,,a","","","","","",""
"ASN00041116","1890-04","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","3",",a","3",",a","0",",a","","","","","","","","","","","","","18900420",",,a","","","","","5.6",",,a,20,","","","","","13.2",",,,a","","","","","",""
"ASN00041116","1890-05","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","8",",a","5",",a","0",",a","","","","","","","","","","","","","18900529",",,a","","","","","9.9",",,a,29,","","","","","29.3",",,,a","","","","","",""
"ASN00041116","1890-06","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","7",",a","3",",a","0",",a","","","","","","","","","","","","","18900622",",,a","","","","","23.4",",,a,22,","","","","","39.9",",,,a","","","","","",""
"ASN00041116","1890-07","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","7",",a","3",",a","0",",a","","","","","","","","","","","","","18900722",",,a","","","","","6.9",",,a,22,","","","","","18.6",",,,a","","","","","",""
"ASN00041116","1890-08","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","4",",a","1",",a","0",",a","","","","","","","","","","","","","18900801",",,a","","","","","5.6",",,a,01,","","","","","9.2",",,,a","","","","","",""
"ASN00041116","1890-09","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","4",",a","4",",a","1",",a","","","","","","","","","","","","","18900922",",,a","","","","","27.2",",,a,22,","","","","","43.0",",,,a","","","","","",""
"ASN00041116","1890-10","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","8",",a","5",",a","0",",a","","","","","","","","","","","","","18901015",",,a","","","","","18.3",",,a,15,","","","","","62.5",",,,a","","","","","",""
"ASN00041116","1890-12","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","11",",a","8",",a","0",",a","","","","","","","","","","","","","18901221",",,a","","","","","21.1",",,a,21,","","","","","56.1",",,,a","","","","","",""
"ASN00041116","1891-01","-28.9231","151.9306","875.0","WALLANGARRA POST OFFICE, AS","","","","","9",",a","8",",a","1",",a","","","","","","","","","","","","","18910112",",,a","","","","","27.2",",,a,12,","","","","","115.2",",,,a","","","","","",""
