,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES
78,ASN00051114,1891-05,-31.6,147.4167,,"LOHN WARRIGAL, AS",3.0,",a",3.0,",a",1.0,",a",18910531.0,",,a",47.5,",,a,31,",56.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,ASN00051115,1965-06,-32.2167,148.2333,236.5,"NARROMINE AIRPORT, AS",5.0,",a",3.0,",a",0.0,",a",19650622.0,",,a",6.9,",,a,22,",17.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ASN00051116,1967-01,-31.35,147.15,169.0,"NYNGAN MOONAGEE, AS",4.0,",a",3.0,",a",0.0,",a",19670102.0,",,a",8.9,",,a,02,",19.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ASN00051117,1966-11,-31.4333,146.75,219.5,"HERMIDALE WILGA, AS",2.0,",a",1.0,",a",0.0,",a",19661127.0,",,a",7.9,",,a,27,",9.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ASN00051118,1966-11,-31.7802,147.1207,180.0,"NYNGAN THE PLAINS, AS",7.0,",a",3.0,",a",1.0,",a",19661108.0,",,a",31.5,",,a,08,",56.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ASN00051119,1966-11,-31.9413,147.4816,195.0,"NEVERTIRE THE OAKS, AS",5.0,",a",4.0,",a",1.0,",a",19661107.0,",,a",29.7,",,a,07,",44.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ASN00051120,1966-11,-31.7167,147.5333,,"MULLENGUDGERY MARRAWARRA, AS",3.0,",a",2.0,",a",0.0,",a",19661127.0,",,a",14.0,",,a,27,",19.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ASN00051121,1966-10,-30.7669,148.7424,198.0,"COONAMBLE MYALL DOWNS, AS",8.0,",a",6.0,",a",0.0,",a",19661014.0,",,a",24.4,",,a,14,",57.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ASN00051122,1750-03,-31.5558,148.5981,260.0,"CURBAN ERCILDOUNE, AS",5.0,"2,a",4.0,"2,a",0.0,"2,a",17500306.0,",2,a",17.4,"2,,a,06,",38.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ASN00051123,1968-05,-32.0617,148.2333,229.0,"NARROMINE BUDDAH, AS",17.0,",a",10.0,",a",0.0,",a",19680513.0,",,a",20.3,",,a,13,",83.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ASN00051124,1968-12,-31.7833,147.7667,198.0,"WARREN AUSCOTT, AS",7.0,",a",4.0,",a",0.0,",a",19681224.0,",,a",17.5,",,a,24,",48.4,",,,a",,,166.6,",a",0.0,",a",0.0,",a",0.0,",a",29.0,",a",15.0,",a",19681201.0,",,a",19681220.0,",,a",9.2,",a,01,",38.6,",a,20,",,,2.6,",a",23.62,",a",31.24,",,,a",16.01,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ASN00051125,1968-09,-30.4167,147.55,133.0,"CARINDA YANDA, AS",3.0,",a",2.0,",a",0.0,",a",19680920.0,",,a",5.1,",,a,20,",9.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,ASN00051126,1968-05,-31.8833,148.4833,274.3,"BALLADORAN GLENBURN, AS",17.0,",a",13.0,",a",0.0,",a",19680513.0,",,a",18.8,",,a,13,",100.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ASN00051127,1968-01,-30.9167,148.4167,180.0,"COONAMBLE BIMBLE, AS",10.0,",a",10.0,",a",2.0,",a",19680114.0,",,a",47.2,",,a,14,",171.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ASN00051128,1889-06,-31.6167,148.15,251.5,"SILENT DALE, AS",16.0,",a",8.0,",a",0.0,",a",18890619.0,",,a",16.3,",,a,19,",69.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ASN00051129,1882-06,-30.95,147.0667,146.3,"WILLEROON, AS",4.0,",a",3.0,",a",0.0,",a",18820612.0,",,a",14.5,",,a,12,",27.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ASN00051131,1970-12,-31.6667,148.3,231.0,"COLLIE POST OFFICE, AS",1.0,",a",1.0,",a",0.0,",a",19701209.0,",,a",22.9,",,a,09,",22.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ASN00051132,1903-05,-31.4,148.1,,"WOODSIDE 3, AS",6.0,"5,a",3.0,"5,a",1.0,"5,a",19030507.0,",5,a",26.4,"5,,a,07,",37.4,"5,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ASN00051133,1750-03,-31.2294,148.8861,400.0,"WARRUMBUNGLE MIAGUNYAH, AS",7.0,"2,a",7.0,"2,a",1.0,"2,a",17500306.0,",2,a",29.0,"2,,a,06,",74.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ASN00051134,1945-10,-30.7,148.0,,"TOONA, AS",3.0,",a",3.0,",a",0.0,",a",19451025.0,",,a",10.2,",,a,25,",16.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,ASN00051135,1971-12,-31.6667,148.4167,243.8,"COLLIE PINE LODGE, AS",6.0,",a",5.0,",a",1.0,",a",19711221.0,",,a",39.4,",,a,21,",86.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,ASN00051136,1973-11,-30.85,147.3,146.0,"QUAMBONE MANGOPLAH, AS",5.0,",a",3.0,",a",0.0,",a",19731104.0,",,a",8.4,",,a,04,",17.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ASN00051137,1884-01,-31.5333,146.6167,222.5,"BUDGERY, AS",0.0,",a",0.0,",a",0.0,",a",18840131.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ASN00051138,1916-09,-31.9833,148.5833,290.0,"EUMUNGERIE WINWARD, AS",7.0,",a",7.0,",a",0.0,",a",19160926.0,",,a",15.7,",,a,26,",48.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,ASN00051139,1883-06,-31.7,148.6833,28.5,"GILGANDRA 1, AS",5.0,",a",2.0,",a",0.0,",a",18830621.0,",,a",5.1,",,a,21,",12.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ASN00051140,1886-01,-30.95,148.3833,18.0,"COONAMBLE 2, AS",4.0,",a",4.0,",a",0.0,",a",18860116.0,",,a",5.1,",,a,16,",13.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ASN00051147,1885-01,-31.9,148.3667,260.0,"NARROMINE BURROWAY NO 2, AS",11.0,",a",7.0,",a",1.0,",a",18850126.0,",,a",49.3,",,a,26,",98.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,ASN00051148,1886-03,-31.5167,147.6,177.0,"WARREN EENAWEENA 2, AS",0.0,",a",0.0,",a",0.0,",a",18860331.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ASN00051149,1884-11,-31.5667,146.9667,202.0,"MIANDETTE, AS",3.0,",a",3.0,",a",0.0,",a",18841121.0,",,a",7.6,",,a,21,",15.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ASN00051150,1914-04,-31.05,147.45,155.0,"NYNGAN BUCKIIGUY WOOLSHED, AS",1.0,",a",0.0,",a",0.0,",a",19140421.0,",,a",1.8,",,a,21,",1.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ASN00051151,1914-04,-31.15,147.5167,165.0,"NYNGAN PINE RIDGE, AS",1.0,",a",0.0,",a",0.0,",a",19140421.0,",,a",2.0,",,a,21,",2.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,ASN00051152,1885-01,-32.25,148.1,233.0,"NARROMINE BACKWATER, AS",7.0,",a",6.0,",a",0.0,",a",18850125.0,",,a",20.3,",,a,25,",47.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ASN00051153,1892-11,-31.4333,147.0667,168.0,"SUMMERVALE, AS",4.0,",a",2.0,",a",0.0,",a",18921121.0,",,a",21.3,",,a,21,",40.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ASN00051154,1889-11,-31.7667,147.7,195.0,"NEVERTIRE ALLINGTON, AS",7.0,",a",4.0,",a",2.0,",a",18891117.0,",,a",46.0,",,a,17,",105.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,ASN00051157,1990-01,-31.1072,148.0217,180.0,"GULARGAMBONE OLD EMBY, AS",8.0,",a",3.0,",a",2.0,",a",19900111.0,",,a",28.8,",,a,11,",65.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ASN00051158,1991-01,-31.264,146.7673,225.0,"GIRILAMBONE WONGALA, AS",4.0,",a",4.0,",a",0.0,",a",19910118.0,",,a",17.2,",,a,18,",33.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ASN00051159,1992-03,-31.2407,146.7019,240.0,"GIRILAMBONE WONGA, AS",0.0,",a",0.0,",a",0.0,",a",19920331.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ASN00051160,1750-03,-31.7069,148.6358,288.0,"GILGANDRA COUNCIL DEPOT, AS",5.0,"2,a",3.0,"2,a",0.0,"2,a",17500306.0,",2,a",16.0,"2,,a,06,",28.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ASN00051161,1750-03,-30.9776,148.3798,181.3,"COONAMBLE AIRPORT AWS, AS",6.0,"2,a",2.0,"2,a",1.0,"2,a",17500306.0,",2,a",41.0,"2,,a,06,",48.2,"2,,,a",,,296.4,"2,a",0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",26.0,"2,a",17500320.0,"+,2,a",17500329.0,",2,a",17.4,"2,a,20,+",41.4,"2,a,29,",,,0.0,"2,a",28.56,"2,a",35.91,"2,,,a",21.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ASN00052000,1937-09,-29.2451,148.8518,159.0,"MUNGINDI WILGABAH, AS",4.0,",a",2.0,",a",0.0,",a",19370901.0,",,a",15.5,",,a,01,",30.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ASN00052001,1908-12,-30.1019,148.9651,164.0,"BURREN JUNCTION HASTINGS STRE, AS",3.0,",a",3.0,",a",1.0,",a",19081212.0,",,a",50.0,",,a,12,",59.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ASN00052002,1901-06,-29.6514,148.9333,150.0,"ROWENA IFFLEY, AS",7.0,",a",2.0,",a",0.0,",a",19010611.0,",,a",12.7,",,a,11,",28.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,ASN00052003,1935-09,-29.9576,148.4689,140.0,"CRYON KOOTHNEY, AS",2.0,",a",2.0,",a",0.0,",a",19350926.0,",,a",13.7,",,a,26,",21.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,ASN00052004,1908-01,-28.7245,149.5757,183.0,"BOOMI BARWON ST, AS",3.0,",a",0.0,",a",0.0,",a",19080108.0,",,a",0.8,",,a,08,",1.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ASN00052005,1899-04,-29.75,148.8,41.5,"BRANXTON 2, AS",0.0,",a",0.0,",a",0.0,",a",18990430.0,"+,,a",0.0,",,a,30,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ASN00052006,2002-11,-29.2813,149.3504,173.0,"MOREE BUNNOR, AS",2.0,",a",1.0,",a",0.0,",a",20021114.0,",,a",17.0,",,a,14,",18.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,ASN00052007,1892-02,-30.3333,148.4667,120.0,"COME BY CHANCE BUNGLE GULLY, AS",0.0,",a",0.0,",a",0.0,",a",18920229.0,"+,,a",0.0,",,a,29,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,ASN00052008,1889-01,-29.7975,149.1961,168.0,"ROWENA BUNNA BUNNA, AS",3.0,",a",3.0,",a",0.0,",a",18890120.0,",,a",19.1,",,a,20,",39.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,ASN00052009,1918-10,-29.8,149.1,,"BUNNA BUNNA WOOLSHED, AS",2.0,",a",2.0,",a",0.0,",a",19181030.0,",,a",13.7,",,a,30,",18.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ASN00052010,1913-08,-29.253,149.1207,160.0,"WEEMELAH CRINOLYN, AS",0.0,",a",0.0,",a",0.0,",a",19130831.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,ASN00052011,1884-04,-30.2,149.1,172.0,"CUBBAROO, AS",2.0,",a",2.0,",a",1.0,",a",18840425.0,",,a",52.1,",,a,25,",61.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,ASN00052012,1916-01,-29.65,148.85,198.1,"MYRALGA, AS",3.0,",a",3.0,",a",0.0,",a",19160116.0,",,a",18.0,",,a,16,",25.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,ASN00052013,1919-01,-29.5833,148.6833,145.0,"POKATAROO DURHAMBONE, AS",6.0,",a",3.0,",a",0.0,",a",19190120.0,",,a",8.9,",,a,20,",18.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,ASN00052014,1949-01,-29.5,149.25,,"ERIN VALE, AS",2.0,",a",2.0,",a",1.0,",a",19490109.0,",,a",37.6,",,a,09,",43.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,ASN00052015,1878-11,-30.2167,148.3333,143.0,"WALGETT GOANGRA, AS",0.0,",a",0.0,",a",0.0,",a",18781130.0,"+,,a",0.0,",,a,30,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,ASN00052016,1750-03,-30.6088,148.972,211.0,"GWABEGAR POST OFFICE, AS",8.0,"2,a",6.0,"2,a",0.0,"2,a",17500316.0,",2,a",17.0,"2,,a,16,",57.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,ASN00052017,1903-09,-29.0802,149.5056,174.0,"GARAH BENGERANG, AS",4.0,",a",3.0,",a",0.0,",a",19030917.0,",,a",22.9,",,a,17,",62.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,ASN00052018,1886-01,-29.8,148.35,,"MERCADOOL, AS",7.0,",a",2.0,",a",0.0,",a",18860115.0,",,a",12.7,",,a,15,",30.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,ASN00052019,1883-01,-29.3541,148.6895,149.0,"MOGIL MOGIL BENIMORA, AS",0.0,",a",0.0,",a",0.0,",a",18830131.0,"+,,a",0.0,",,a,31,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,ASN00052020,1750-03,-28.9786,148.9899,160.0,"MUNGINDI POST OFFICE, AS",3.0,"2,a",2.0,"2,a",0.0,"2,a",17500324.0,",2,a",7.4,"2,,a,24,",11.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,ASN00052021,1902-01,-29.8452,149.0048,155.0,"ROWENA BUNGARA, AS",1.0,",a",1.0,",a",0.0,",a",19020102.0,",,a",3.0,",,a,02,",3.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,ASN00052022,1886-02,-29.6667,148.8167,149.0,"MERRYWINBONE OREEL, AS",0.0,",a",0.0,",a",0.0,",a",18860228.0,"+,,a",0.0,",,a,28,+",0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,ASN00052023,1750-03,-30.3515,148.8843,162.0,"PILLIGA POST OFFICE, AS",6.0,"2,a",3.0,"2,a",0.0,"2,a",17500308.0,",2,a",18.8,"2,,a,08,",42.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,ASN00052024,1940-05,-30.75,148.8,,"PILLIGA WEST FORESTRY, AS",2.0,",a",2.0,",a",0.0,",a",19400520.0,",,a",5.1,",,a,20,",7.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,ASN00052025,1902-12,-29.7,148.5,152.4,"THE WILGAS, AS",4.0,",a",3.0,",a",0.0,",a",19021217.0,",,a",9.4,",,a,17,",24.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,ASN00052026,1750-03,-30.0236,148.1218,133.0,"WALGETT COUNCIL DEPOT, AS",6.0,"2,a",4.0,"2,a",0.0,"2,a",17500306.0,",2,a",9.0,"2,,a,06,",26.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,ASN00052027,1885-11,-30.1,148.3,140.2,"WALMA, AS",5.0,",a",4.0,",a",0.0,",a",18851127.0,",,a",10.2,",,a,27,",27.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,ASN00052028,1898-08,-29.7503,148.9425,155.0,"ROWENA WAROONGA, AS",5.0,",a",1.0,",a",0.0,",a",18980831.0,",,a",5.8,",,a,31,",9.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,ASN00052029,1939-08,-29.015,149.255,165.0,"WEEMELAH BALARANG STREET, AS",7.0,",a",5.0,",a",0.0,",a",19390803.0,",,a",25.1,",,a,03,",55.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,ASN00052030,1924-08,-29.8833,148.8,146.9,"OLD BURREN WINDELLA, AS",2.0,",a",2.0,",a",0.0,",a",19240826.0,",,a",11.7,",,a,26,",17.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,ASN00052031,1913-04,-29.1167,149.0167,152.0,"MUNGINDI WONGWIE, AS",1.0,",a",1.0,",a",1.0,",a",19130406.0,",,a",43.7,",,a,06,",43.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,ASN00052032,1901-08,-29.7,149.1,,"YARRAL YARRAL, AS",5.0,",a",4.0,",a",0.0,",a",19010816.0,",,a",24.9,",,a,16,",55.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,ASN00052033,1898-01,-30.4026,148.8389,162.0,"PILLIGA NIRVANA, AS",5.0,",a",5.0,",a",1.0,",a",18980115.0,",,a",29.7,",,a,15,",96.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ASN00052034,1902-06,-28.8,149.6,,"BARNATO 2, AS",1.0,",a",1.0,",a",0.0,",a",19020609.0,",,a",5.1,",,a,09,",5.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,ASN00052035,1936-01,-29.7,148.6,,"BEETHOVEN ROWEND, AS",7.0,",a",6.0,",a",0.0,",a",19360112.0,",,a",24.1,",,a,12,",78.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,ASN00052036,1925-07,-29.3,149.3,,"BELMONT ST.ELMO, AS",3.0,",a",2.0,",a",0.0,",a",19250711.0,",,a",12.4,",,a,11,",22.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,ASN00052037,1898-01,-29.7,149.0,,"BRONTE 2, AS",6.0,",a",4.0,",a",0.0,",a",18980111.0,",,a",17.5,",,a,11,",38.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
