,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
62,4.833333333,47.025,7001,Europe,France,Rhône,bourboulenc,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
63,4.825,47.025,7001,Europe,France,Rhône,marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
64,4.833333333,47.025,7001,Europe,France,Rhône,marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
65,4.841666667,44.95,7001,Europe,France,Rhône,marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
66,4.841666667,44.95,7001,Europe,France,Rhône,roussanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
67,44.925,41.7,7001,Europe,Georgia,Alazani Valley,saperavi,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
68,8.358333333,45.61666667,7001,Europe,Italy,Piedmont,nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
69,8.358333333,45.61666667,7001,Europe,Italy,Piedmont,nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
70,8.358333333,45.61666667,7001,Europe,Italy,Piedmont,nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
71,8.416666667,45.6,7001,Europe,Italy,Piedmont,nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
72,11.10833333,46.04166667,7001,Europe,Italy,Trentino-Alto Adige,nosiola,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
73,10.79166667,45.55,7001,Europe,Italy,Veneto,corvina,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
74,10.79166667,45.55,7001,Europe,Italy,Veneto,rondinella,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,0
75,11.55833333,45.70833333,7001,Europe,Italy,Veneto,cabernet sauvignon,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
76,11.55833333,45.70833333,7001,Europe,Italy,Veneto,cabernet franc,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
77,11.55833333,45.70833333,7001,Europe,Italy,Veneto,pinot noir,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,1
