,Unnamed: 0,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
1832,1832,139.0083333,-34.51666667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1833,1833,139.0083333,-34.525,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1834,1834,139,-34.49166667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1835,1835,139,-34.51666667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1836,1836,139,-34.525,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1837,1837,139,-34.49166667,5983,Oceania,Australia,Barossa,cabernet sauvignon,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1838,1838,138.9916667,-34.51666667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1839,1839,138.9916667,-34.525,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1840,1840,139.15,-34.51666667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1841,1841,139.15,-34.525,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1842,1842,139.15,-34.51666667,5983,Oceania,Australia,Barossa,cabernet sauvignon,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1843,1843,139.15,-34.525,5983,Oceania,Australia,Barossa,cabernet sauvignon,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1844,1844,139.025,-34.54166667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1845,1845,139.0333333,-34.54166667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1846,1846,138.9416667,-34.51666667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1847,1847,138.9416667,-34.525,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1848,1848,138.9583333,-34.54166667,5983,Oceania,Australia,Barossa,syrah,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1849,1849,138.9416667,-34.55833333,5983,Oceania,Australia,Limestone Coast,cabernet sauvignon,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1850,1850,139.0583333,-34.50833333,5983,Oceania,Australia,Limestone Coast,merlot,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1851,1851,138.9083333,-34.98333333,5983,Oceania,Australia,Mount Lofty Ranges,pinot noir,40,LVha,C,9,1.66,1.5,MW,1,159,,,5983,1,40,LVha,1,,,,MW,159,11,41,42,17,9,M,1.5,1.66,1.51,5.9,1.33,12,13,45,10,9,75,12,1,0,0.1,1,1
1852,1852,138.9083333,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1853,1853,138.9166667,-34.49166667,5975,Oceania,Australia,Barossa,grenache,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1854,1854,138.9166667,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1855,1855,138.9166667,-34.49166667,5975,Oceania,Australia,Barossa,mourvedre,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,0
1856,1856,139.025,-34.46666667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1857,1857,139.0333333,-34.46666667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1858,1858,139.025,-34.475,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1859,1859,139.0333333,-34.475,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1860,1860,138.95,-34.46666667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1861,1861,138.95,-34.475,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1862,1862,138.925,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1863,1863,138.9333333,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1864,1864,138.925,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1865,1865,138.9333333,-34.49166667,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1866,1866,139.025,-34.45833333,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1867,1867,139.0333333,-34.45833333,5975,Oceania,Australia,Barossa,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1868,1868,138.5583333,-33.15833333,5975,Oceania,Australia,Far North,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1869,1869,139.0416667,-35.3,5975,Oceania,Australia,Fleurieu,cabernet sauvignon,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1870,1870,139.05,-35.30833333,5975,Oceania,Australia,Fleurieu,malbec,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1871,1871,139.05,-35.30833333,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1872,1872,139.0166667,-35.29166667,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1873,1873,139.0166667,-35.29166667,5975,Oceania,Australia,Fleurieu,cabernet sauvignon,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1874,1874,139.0416667,-35.31666667,5975,Oceania,Australia,Fleurieu,cabernet sauvignon,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1875,1875,139.0416667,-35.325,5975,Oceania,Australia,Fleurieu,cabernet sauvignon,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1876,1876,139.0416667,-35.31666667,5975,Oceania,Australia,Fleurieu,petit verdot,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,0
1877,1877,139.0416667,-35.325,5975,Oceania,Australia,Fleurieu,petit verdot,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,0
1878,1878,139.0416667,-35.31666667,5975,Oceania,Australia,Fleurieu,malbec,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1879,1879,139.0416667,-35.325,5975,Oceania,Australia,Fleurieu,malbec,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1880,1880,138.5416667,-35.20833333,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1881,1881,138.5083333,-35.2,5975,Oceania,Australia,Fleurieu,cabernet sauvignon,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1882,1882,138.5083333,-35.2,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1883,1883,138.5583333,-35.18333333,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1884,1884,138.5416667,-35.19166667,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1885,1885,138.5916667,-35.16666667,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1886,1886,138.5416667,-35.2,5975,Oceania,Australia,Fleurieu,grenache,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1887,1887,138.525,-35.19166667,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1888,1888,138.5333333,-35.19166667,5975,Oceania,Australia,Fleurieu,syrah,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1889,1889,138.525,-35.19166667,5975,Oceania,Australia,Fleurieu,grenache,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1890,1890,138.5333333,-35.19166667,5975,Oceania,Australia,Fleurieu,grenache,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1891,1891,138.5166667,-34.95,5975,Oceania,Australia,Lower Murray,montepulciano,40,LVcc,B,11,1.67,1.47,MW,1,124,,,5975,1,40,LVcc,1,,,,MW,124,18,65,18,17,11,C,1.47,1.67,0.506,7.5,0.63,9,13,64,21,21,99,0,2,9.9,0.1,1,1
1892,1892,137.5166667,-29.9,6071,Oceania,Australia,Barossa,syrah,70,SNha,B,9,1.73,1.58,MW,1,153,,,6071,1,70,SNha,1,,,,MW,153,6,49,30,21,9,M,1.58,1.73,0.563,8.3,0.59,9,17,78,31,31,99,0,27,6.3,0.1,1,1
1893,1893,142.05,-34.15833333,6090,Oceania,Australia,Big Rivers,negroamaro,50,VR,B,3,2.03,1.62,P,1,195,,,6090,1,50,VR,1,,,,P,195,2,20,26,54,3,F,1.62,2.03,0.92,7.5,1,11,39,67,49,49,99,0,3,4.6,0.8,0,0
1894,1894,142.275,-34.33333333,6090,Oceania,Australia,Limestone Coast,cabernet sauvignon,50,VR,B,3,2.03,1.62,P,1,195,,,6090,1,50,VR,1,,,,P,195,2,20,26,54,3,F,1.62,2.03,0.92,7.5,1,11,39,67,49,49,99,0,3,4.6,0.8,0,1
1895,1895,142.2833333,-34.33333333,6090,Oceania,Australia,Limestone Coast,cabernet sauvignon,50,VR,B,3,2.03,1.62,P,1,195,,,6090,1,50,VR,1,,,,P,195,2,20,26,54,3,F,1.62,2.03,0.92,7.5,1,11,39,67,49,49,99,0,3,4.6,0.8,0,1
1896,1896,142.15,-34.14166667,6090,Oceania,Australia,Lower Murray,pinot noir,50,VR,B,3,2.03,1.62,P,1,195,,,6090,1,50,VR,1,,,,P,195,2,20,26,54,3,F,1.62,2.03,0.92,7.5,1,11,39,67,49,49,99,0,3,4.6,0.8,0,1
1897,1897,149.025,-34.99166667,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1898,1898,149.0333333,-34.99166667,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1899,1899,149.1916667,-35.23333333,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1900,1900,148.9916667,-35.16666667,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1901,1901,148.9916667,-35.175,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1902,1902,149.125,-35.23333333,6116,Oceania,Australia,Canberra District wine region,sangiovese,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1903,1903,149.1333333,-35.23333333,6116,Oceania,Australia,Canberra District wine region,sangiovese,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1904,1904,149.125,-35.23333333,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1905,1905,149.1333333,-35.23333333,6116,Oceania,Australia,Canberra District wine region,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1906,1906,149.625,-32.55,6116,Oceania,Australia,Central Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1907,1907,149.6333333,-32.55,6116,Oceania,Australia,Central Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1908,1908,144.925,-36.85,6116,Oceania,Australia,Central Victoria,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1909,1909,144.9333333,-36.85,6116,Oceania,Australia,Central Victoria,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1910,1910,147.525,-37.79166667,6116,Oceania,Australia,Gippsland,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1911,1911,147.5333333,-37.79166667,6116,Oceania,Australia,Gippsland,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1912,1912,146.5416667,-38.11666667,6116,Oceania,Australia,Gippsland,pinot noir,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1913,1913,146.5416667,-38.125,6116,Oceania,Australia,Gippsland,pinot noir,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1914,1914,138.5916667,-33.81666667,6116,Oceania,Australia,Limestone Coast,cabernet sauvignon,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1915,1915,138.5916667,-33.825,6116,Oceania,Australia,Limestone Coast,cabernet sauvignon,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1916,1916,138.6416667,-33.85833333,6116,Oceania,Australia,Mount Lofty Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1917,1917,138.6416667,-33.85833333,6116,Oceania,Australia,Mount Lofty Ranges,mourvedre,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
1918,1918,138.5916667,-33.81666667,6116,Oceania,Australia,Mount Lofty Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1919,1919,138.5916667,-33.825,6116,Oceania,Australia,Mount Lofty Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1920,1920,138.6166667,-33.90833333,6116,Oceania,Australia,Mount Lofty Ranges,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1921,1921,146.1916667,-36.41666667,6116,Oceania,Australia,North East Victoria,syrah,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,1
1922,1922,146.1916667,-36.41666667,6116,Oceania,Australia,North East Victoria,muscadelle,30,PLeu,C,9,1.72,1.3,P,1,181,,,6116,1,30,PLeu,1,,,,P,181,2,49,31,20,9,M,1.3,1.72,0.97,6.1,0.79,10,11,38,7,8,71,0,3,0,0,1,0
