,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top10_Grape
63,4.825000000000273,47.02499999999998,7001,Europe,France,Rhône,Marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
64,4.833333333333599,47.02499999999998,7001,Europe,France,Rhône,Marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
65,4.841666666666924,44.94999999999997,7001,Europe,France,Rhône,Marsanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
66,4.841666666666924,44.94999999999997,7001,Europe,France,Rhône,Roussanne,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
67,44.92500000000024,41.69999999999998,7001,Europe,Georgia,Alazani Valley,Saperavi,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
68,8.358333333333604,45.616666666666646,7001,Europe,Italy,Piedmont,Nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
69,8.358333333333604,45.616666666666646,7001,Europe,Italy,Piedmont,Nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
70,8.358333333333604,45.616666666666646,7001,Europe,Italy,Piedmont,Nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
71,8.416666666666913,45.59999999999997,7001,Europe,Italy,Piedmont,Nebbiolo,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
72,11.108333333333604,46.04166666666664,7001,Europe,Italy,Trentino-Alto Adige,Nosiola,100,TC,C,,,-9.0,,1,0,,,7001,1,100,TC,1.0,,,,,0.0,-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,
